Running benchmark for /home/pei/Project/benchmarks/dsb-postgres/code/tools/1_instance_out_aqp/1/query013/query013_0.sql...
0.000, 0.018, 0.803, 0.001, 0.840, 0.197, 27.782, 0.012
0.180, 0.013, 0.478, 0.000, 0.576, 0.056, 6.678, 0.011
0.035, 0.013, 0.442, 0.000, 0.567, 0.054, 6.410, 0.011
0.064, 0.013, 0.860, 0.000, 1.186, 0.089, 6.814, 0.014
0.039, 0.025, 0.482, 0.000, 0.551, 0.052, 6.749, 0.011
0.051, 0.012, 0.529, 0.000, 0.552, 0.054, 6.414, 0.026
0.039, 0.025, 0.487, 0.000, 0.555, 0.055, 6.566, 0.010
0.041, 0.012, 0.457, 0.000, 0.566, 0.055, 6.464, 0.011
0.036, 0.013, 0.449, 0.000, 0.563, 0.056, 6.728, 0.012
0.042, 0.012, 0.458, 0.000, 0.565, 0.055, 6.765, 0.012
0.039, 0.012, 0.454, 0.000, 0.628, 0.054, 6.452, 0.011
0.037, 0.013, 0.509, 0.000, 0.630, 0.054, 6.831, 0.024
0.049, 0.013, 0.481, 0.000, 0.553, 0.055, 6.739, 0.011
0.035, 0.026, 0.491, 0.001, 0.553, 0.054, 6.593, 0.023
0.043, 0.013, 0.463, 0.000, 0.566, 0.055, 6.436, 0.011
Running benchmark for /home/pei/Project/benchmarks/dsb-postgres/code/tools/1_instance_out_aqp/1/query013_spj/query013_spj_0.sql...
0.026, 0.013, 0.494, 0.000, 0.574, 0.058, 6.411, 0.011
0.019, 0.013, 0.463, 0.000, 0.575, 0.057, 6.387, 0.010
0.021, 0.012, 0.480, 0.000, 0.613, 0.057, 6.111, 0.011
0.023, 0.013, 0.474, 0.000, 0.639, 0.057, 6.522, 0.011
0.019, 0.013, 0.495, 0.000, 0.558, 0.056, 6.535, 0.010
0.048, 0.027, 0.501, 0.000, 0.558, 0.057, 6.393, 0.011
0.020, 0.013, 0.489, 0.000, 0.560, 0.056, 6.695, 0.010
0.021, 0.012, 0.470, 0.000, 0.570, 0.057, 6.398, 0.011
0.021, 0.012, 0.472, 0.000, 0.572, 0.057, 6.205, 0.011
0.022, 0.013, 0.477, 0.000, 0.572, 0.057, 6.314, 0.011
0.019, 0.013, 0.466, 0.000, 0.564, 0.057, 6.273, 0.011
0.019, 0.013, 0.557, 0.000, 0.560, 0.056, 6.606, 0.011
0.019, 0.012, 0.472, 0.000, 0.614, 0.055, 6.591, 0.023
0.020, 0.013, 0.514, 0.000, 0.565, 0.057, 6.270, 0.023
0.018, 0.013, 0.494, 0.000, 0.569, 0.057, 6.220, 0.011
Running benchmark for /home/pei/Project/benchmarks/dsb-postgres/code/tools/1_instance_out_aqp/1/query018/query018_0.sql...
0.019, 0.013, 0.621, 0.000, 0.530, 0.048, 2000.234, 0.097, 0.030, 0.326, 0.041, 0.523, 0.028, 0.114, 0.053, 1.797, 0.023
0.018, 0.012, 0.536, 0.000, 0.495, 0.047, 42.515, 0.043, 0.020, 0.308, 0.041, 0.385, 0.047, 0.087, 0.040, 1.730, 0.010
0.019, 0.012, 0.539, 0.001, 0.497, 0.048, 43.731, 0.045, 0.021, 0.351, 0.041, 0.438, 0.015, 0.085, 0.040, 1.509, 0.008
0.021, 0.012, 0.592, 0.000, 0.496, 0.047, 44.079, 0.044, 0.020, 0.304, 0.041, 0.406, 0.028, 0.084, 0.039, 1.544, 0.008
0.017, 0.012, 0.560, 0.000, 0.484, 0.047, 43.790, 0.044, 0.020, 0.310, 0.041, 0.404, 0.038, 0.140, 0.053, 1.731, 0.010
0.018, 0.012, 0.556, 0.000, 0.479, 0.046, 43.872, 0.057, 0.019, 0.313, 0.042, 0.461, 0.027, 0.100, 0.053, 1.655, 0.008
0.018, 0.011, 0.557, 0.000, 0.480, 0.047, 44.244, 0.042, 0.020, 0.314, 0.042, 0.515, 0.027, 0.099, 0.053, 1.487, 0.008
0.021, 0.012, 0.538, 0.000, 0.497, 0.047, 42.545, 0.042, 0.019, 0.303, 0.041, 0.385, 0.038, 0.085, 0.040, 1.623, 0.009
0.020, 0.013, 0.529, 0.000, 0.497, 0.048, 44.188, 0.044, 0.020, 0.301, 0.040, 0.386, 0.014, 0.127, 0.040, 1.528, 0.008
0.020, 0.012, 0.534, 0.000, 0.493, 0.047, 44.851, 0.046, 0.020, 0.304, 0.040, 0.386, 0.035, 0.085, 0.041, 1.518, 0.008
0.017, 0.012, 0.556, 0.001, 0.488, 0.047, 44.848, 0.044, 0.020, 0.302, 0.041, 0.416, 0.027, 0.084, 0.039, 1.641, 0.009
0.048, 0.012, 0.561, 0.000, 0.481, 0.047, 42.878, 0.058, 0.020, 0.313, 0.041, 0.438, 0.014, 0.100, 0.053, 1.540, 0.008
0.018, 0.012, 0.555, 0.000, 0.483, 0.047, 44.750, 0.056, 0.020, 0.315, 0.041, 0.426, 0.028, 0.100, 0.053, 1.819, 0.008
0.018, 0.012, 0.558, 0.000, 0.477, 0.046, 44.441, 0.057, 0.020, 0.312, 0.040, 0.457, 0.014, 0.099, 0.042, 1.545, 0.008
0.021, 0.012, 0.535, 0.001, 0.496, 0.047, 42.538, 0.045, 0.019, 0.304, 0.042, 0.389, 0.014, 0.087, 0.040, 1.399, 0.011
Running benchmark for /home/pei/Project/benchmarks/dsb-postgres/code/tools/1_instance_out_aqp/1/query018_spj/query018_spj_0.sql...
