Running benchmark for /home/pei/Project/benchmarks/DSB4AQP/code/tools/1_instance_out_aqp/1/query018/query018_0.sql...
0.000, 0.034, 0.585, 0.156, 0.804, 3.165, 0.027, 0.710, 0.017, 0.595, 0.016, 0.617, 0.016, 0.578, 0.016, 0.441, 0.404, 0.332, 0.361, 0.320, 0.376, 0.318, 0.158, 0.013, 0.047, 2.239, 0.436, 0.016, 0.027, 0.076, 1.328, 9.448, 0.040
0.006, 0.043, 0.849, 0.206, 0.999, 0.887, 0.018, 0.624, 0.016, 0.604, 0.016, 0.601, 0.016, 0.603, 0.016, 0.378, 0.200, 0.394, 0.174, 0.338, 0.204, 0.336, 0.179, 0.023, 0.030, 2.019, 0.225, 0.012, 0.022, 0.049, 1.041, 5.742, 0.023
0.007, 0.014, 0.845, 0.204, 0.990, 0.899, 0.018, 0.726, 0.016, 0.596, 0.016, 0.595, 0.016, 0.597, 0.016, 0.338, 0.173, 0.313, 0.161, 0.311, 0.153, 0.335, 0.129, 0.010, 0.030, 2.056, 0.313, 0.018, 0.023, 0.050, 1.077, 5.826, 0.010
0.005, 0.013, 0.442, 0.130, 0.651, 0.791, 0.018, 0.612, 0.016, 0.592, 0.016, 0.650, 0.016, 0.592, 0.016, 0.388, 0.191, 0.365, 0.177, 0.375, 0.193, 0.400, 0.199, 0.010, 0.030, 2.110, 0.250, 0.026, 0.021, 0.048, 0.987, 5.768, 0.024
0.006, 0.012, 0.718, 0.130, 0.644, 0.758, 0.017, 0.606, 0.016, 0.586, 0.016, 0.583, 0.016, 0.646, 0.016, 0.361, 0.181, 0.364, 0.239, 0.333, 0.185, 0.329, 0.188, 0.011, 0.030, 2.082, 0.265, 0.026, 0.023, 0.049, 0.984, 5.638, 0.010
0.018, 0.013, 0.708, 0.129, 0.646, 0.718, 0.017, 0.614, 0.016, 0.596, 0.016, 0.592, 0.016, 0.650, 0.016, 0.334, 0.186, 0.308, 0.167, 0.305, 0.144, 0.302, 0.150, 0.010, 0.030, 2.101, 1.287, 0.012, 0.022, 0.049, 1.015, 5.755, 0.010
0.006, 0.028, 0.843, 0.204, 1.034, 0.809, 0.018, 0.612, 0.016, 0.594, 0.016, 0.591, 0.016, 0.595, 0.017, 0.379, 0.213, 0.340, 0.168, 0.373, 0.212, 0.333, 0.177, 0.010, 0.030, 2.015, 0.257, 0.026, 0.021, 0.047, 0.985, 5.453, 0.025
0.006, 0.013, 0.517, 0.131, 0.650, 0.725, 0.018, 0.620, 0.017, 0.600, 0.016, 0.599, 0.016, 0.647, 0.016, 0.336, 0.165, 0.312, 0.138, 0.311, 0.165, 0.307, 0.203, 0.010, 0.031, 2.134, 0.261, 0.012, 0.022, 0.048, 1.004, 5.859, 0.011
0.006, 0.026, 0.495, 0.129, 0.656, 0.804, 0.017, 0.613, 0.016, 0.590, 0.016, 0.631, 0.016, 0.591, 0.016, 0.362, 0.251, 0.342, 0.187, 0.349, 0.191, 0.343, 0.225, 0.010, 0.032, 2.112, 0.259, 0.025, 0.022, 0.047, 0.986, 5.895, 0.023
0.005, 0.013, 0.441, 0.130, 0.649, 0.793, 0.017, 0.606, 0.016, 0.586, 0.016, 0.654, 0.016, 0.583, 0.016, 0.384, 0.192, 0.377, 0.168, 0.386, 0.242, 0.369, 0.178, 0.010, 0.030, 2.082, 0.251, 0.025, 0.021, 0.048, 0.982, 5.832, 0.023
