Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.590, 2.516, 0.275, 1.730, 0.795, 0.337, 4.508, 1.115, 2.959, 20.854, , , , 21.223, 56.902
0.507, 2.248, 0.266, 1.705, 0.774, 0.329, 4.471, 1.062, 2.937, 20.151, , , , 20.968, 55.418
0.497, 1.654, 0.284, 1.733, 0.763, 0.322, 4.397, 1.047, 2.967, 20.334, , , , 19.721, 53.719
0.637, 2.405, 0.288, 1.684, 0.764, 0.321, 4.418, 1.132, 2.939, 20.333, , , , 20.066, 54.987
0.518, 1.847, 0.265, 1.675, 0.814, 0.323, 4.398, 1.062, 2.950, 20.569, , , , 21.298, 55.719
0.532, 2.097, 0.284, 1.666, 0.762, 0.318, 4.459, 1.075, 2.926, 20.249, , , , 19.726, 54.094
0.622, 2.419, 0.451, 3.034, 1.592, 0.506, 4.399, 1.056, 2.957, 20.381, , , , 20.961, 58.378
0.490, 2.497, 0.338, 1.644, 0.759, 0.320, 4.349, 1.103, 2.900, 20.342, , , , 21.162, 55.904
0.534, 2.508, 0.404, 3.043, 1.510, 0.323, 4.509, 1.077, 2.926, 20.319, , , , 19.907, 57.060
0.405, 2.026, 0.269, 1.725, 0.755, 0.324, 4.379, 1.053, 2.909, 20.299, , , , 19.729, 53.873
0.511, 2.597, 0.261, 1.627, 0.752, 0.313, 4.375, 1.118, 2.863, 20.119, , , , 21.896, 56.432
0.517, 1.618, 0.273, 1.689, 0.747, 0.316, 4.315, 1.053, 2.905, 20.352, , , , 21.649, 55.434
0.436, 1.715, 0.273, 1.657, 0.845, 0.321, 4.431, 1.079, 2.960, 20.354, , , , 19.725, 53.796
0.580, 2.496, 0.277, 1.714, 0.778, 0.336, 4.451, 1.121, 2.914, 20.641, , , , 21.283, 56.591
0.522, 2.583, 0.420, 1.790, 0.763, 0.317, 4.430, 1.133, 2.918, 20.491, , , , 21.188, 56.555
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.602, 2.748, 0.347, 1.951, 0.885, 0.369, 5.101, 1.201, 3.285, 23.453, , , , 7.740, 47.682
0.711, 2.748, 0.331, 1.986, 0.853, 0.366, 5.034, 1.263, 3.213, 23.418, , , , 9.095, 49.018
0.709, 2.840, 0.314, 1.976, 0.870, 0.376, 5.125, 1.264, 3.335, 24.116, , , , 8.664, 49.589
0.720, 4.035, 0.326, 1.936, 0.859, 0.372, 5.095, 1.218, 3.304, 24.010, , , , 8.203, 50.078
0.827, 2.750, 0.339, 1.997, 0.877, 0.381, 5.179, 1.250, 3.364, 24.610, , , , 8.206, 49.780
0.526, 2.843, 0.317, 1.925, 0.882, 0.368, 5.110, 1.218, 3.309, 24.121, , , , 8.773, 49.392
0.723, 3.303, 0.323, 1.929, 0.864, 0.370, 5.079, 1.196, 3.260, 23.932, , , , 8.428, 49.407
0.685, 2.754, 0.308, 1.938, 0.858, 0.366, 5.042, 1.247, 3.267, 24.085, , , , 8.871, 49.421
0.690, 4.109, 0.307, 1.915, 0.879, 0.375, 5.082, 1.209, 3.315, 24.174, , , , 8.773, 50.828
0.601, 2.749, 0.339, 1.976, 0.930, 0.381, 5.183, 1.247, 3.388, 24.542, , , , 8.588, 49.924
0.518, 2.713, 0.316, 1.946, 0.885, 0.386, 5.149, 1.242, 3.323, 24.219, , , , 8.888, 49.585
0.610, 2.847, 0.304, 1.966, 0.867, 0.375, 5.123, 1.223, 3.325, 24.246, , , , 8.301, 49.187
0.761, 3.912, 0.336, 1.988, 0.928, 0.391, 5.205, 1.262, 3.385, 24.506, , , , 8.661, 51.335
0.526, 2.712, 0.315, 1.952, 0.891, 0.373, 5.148, 1.219, 3.300, 23.931, , , , 8.766, 49.133
0.703, 2.768, 0.307, 2.010, 0.869, 0.369, 5.143, 1.240, 3.302, 24.159, , , , 8.991, 49.861
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.671, 2.777, 0.350, 2.026, 0.999, 0.384, 5.288, 1.291, 3.306, 25.019, , , , 7.501, 49.612
0.656, 3.717, 0.325, 1.971, 1.010, 0.380, 5.260, 1.270, 3.327, 24.934, , , , 7.421, 50.271
0.761, 3.153, 0.324, 1.988, 0.992, 0.378, 5.216, 1.294, 3.276, 24.794, , , , 8.048, 50.224
0.719, 2.726, 0.348, 2.030, 0.987, 0.370, 5.340, 1.254, 3.298, 24.499, , , , 7.770, 49.341
0.660, 3.895, 0.327, 1.973, 1.026, 0.380, 5.273, 1.243, 3.254, 24.420, , , , 7.663, 50.114
0.675, 3.293, 0.317, 1.958, 0.979, 0.375, 5.097, 1.253, 3.270, 24.288, , , , 7.115, 48.620
0.693, 3.240, 0.325, 2.011, 0.989, 0.375, 5.263, 1.317, 3.267, 24.778, , , , 7.677, 49.935
0.562, 2.753, 0.325, 1.976, 0.969, 0.369, 5.124, 1.238, 3.220, 24.393, , , , 7.596, 48.525
0.747, 2.709, 0.325, 1.989, 0.982, 0.381, 5.215, 1.241, 3.211, 24.529, , , , 7.687, 49.016
0.506, 2.775, 0.324, 1.938, 0.969, 0.370, 5.146, 1.236, 3.221, 24.344, , , , 7.556, 48.385
0.688, 2.776, 0.353, 1.997, 1.014, 0.378, 5.241, 1.257, 3.314, 24.726, , , , 7.924, 49.668
0.525, 2.820, 0.337, 2.021, 0.983, 0.374, 5.275, 1.310, 3.268, 25.125, , , , 7.360, 49.398
0.483, 2.691, 0.328, 1.976, 0.996, 0.387, 5.179, 1.274, 3.309, 24.858, , , , 7.006, 48.487
0.594, 2.773, 0.322, 2.016, 1.018, 0.378, 5.235, 1.248, 3.291, 24.456, , , , 7.611, 48.942
0.585, 2.900, 0.364, 2.060, 0.983, 0.383, 5.291, 1.245, 3.272, 24.552, , , , 8.173, 49.808
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.597, 2.619, 0.318, 1.934, 0.931, 0.349, 5.049, 1.234, 3.269, 24.020, , , , 34.006, 74.326
0.549, 2.583, 0.312, 1.917, 0.946, 0.352, 4.904, 1.232, 3.152, 23.557, , , , 31.593, 71.097
0.676, 3.172, 0.294, 1.866, 0.973, 0.351, 4.769, 1.190, 3.161, 23.224, , , , 29.961, 69.637
0.572, 2.587, 0.295, 1.874, 0.911, 0.353, 4.828, 1.180, 3.215, 23.471, , , , 30.019, 69.305
0.661, 3.127, 0.296, 1.932, 0.917, 0.348, 4.881, 1.197, 3.234, 23.733, , , , 27.812, 68.138
0.709, 3.502, 0.293, 1.952, 0.931, 0.359, 4.869, 1.198, 3.214, 23.588, , , , 27.395, 68.010
0.540, 2.503, 0.314, 1.974, 0.925, 0.352, 4.930, 1.240, 3.221, 23.539, , , , 28.109, 67.647
0.851, 2.617, 0.313, 1.986, 0.937, 0.358, 4.980, 1.248, 3.254, 23.945, , , , 30.201, 70.690
0.650, 2.580, 0.311, 1.942, 0.941, 0.351, 4.974, 1.246, 3.243, 24.005, , , , 30.688, 70.931
0.591, 2.629, 0.314, 1.920, 0.922, 0.357, 4.901, 1.208, 3.190, 23.528, , , , 33.465, 73.025
0.566, 2.546, 0.344, 1.901, 0.914, 0.350, 4.852, 1.180, 3.161, 23.185, , , , 25.569, 64.568
0.847, 2.490, 0.358, 1.872, 0.908, 0.349, 4.922, 1.188, 3.223, 23.328, , , , 27.160, 66.645
0.514, 2.475, 0.290, 1.866, 0.929, 0.353, 4.810, 1.174, 3.156, 23.156, , , , 26.094, 64.817
0.555, 2.611, 0.293, 2.235, 0.935, 0.353, 4.862, 1.198, 3.177, 23.354, , , , 31.911, 71.484
0.747, 2.546, 0.302, 1.924, 0.933, 0.360, 4.941, 1.225, 3.232, 23.819, , , , 28.507, 68.536
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.553, 2.610, 0.272, 1.878, 0.856, 0.348, 4.848, 1.197, 3.242, 22.930, , , , 11.457, 50.191
0.570, 2.443, 0.291, 1.919, 0.847, 0.343, 4.869, 1.222, 3.196, 22.565, , , , 11.991, 50.256
0.525, 2.496, 0.267, 1.881, 0.843, 0.348, 4.856, 1.165, 3.144, 22.775, , , , 11.056, 49.356
0.661, 3.420, 0.294, 1.920, 0.881, 0.353, 4.855, 1.173, 3.211, 23.107, , , , 10.819, 50.694
0.675, 2.999, 0.268, 1.860, 0.866, 0.357, 4.791, 1.180, 3.198, 23.040, , , , 10.890, 50.124
0.606, 3.199, 0.270, 1.852, 0.853, 0.357, 4.760, 1.173, 3.209, 22.869, , , , 10.764, 49.912
0.558, 2.530, 0.272, 1.850, 0.860, 0.351, 4.773, 1.171, 3.192, 22.894, , , , 12.347, 50.798
0.540, 2.534, 0.275, 1.876, 0.857, 0.351, 4.813, 1.165, 3.222, 23.018, , , , 13.126, 51.777
0.536, 2.506, 0.290, 1.906, 0.850, 0.351, 4.820, 1.199, 3.191, 22.916, , , , 12.033, 50.598
0.567, 2.562, 0.291, 1.923, 0.864, 0.348, 4.842, 1.201, 3.200, 23.291, , , , 12.258, 51.347
0.639, 3.070, 0.271, 1.853, 0.861, 0.348, 4.785, 1.163, 3.197, 22.872, , , , 11.284, 50.343
0.569, 2.606, 0.268, 1.851, 0.854, 0.348, 4.802, 1.161, 3.204, 22.885, , , , 12.257, 50.805
0.573, 2.452, 0.269, 1.877, 0.855, 0.350, 4.785, 1.214, 3.135, 22.505, , , , 12.754, 50.769
0.631, 3.024, 0.266, 1.820, 0.843, 0.335, 4.669, 1.151, 3.153, 22.480, , , , 11.992, 50.364
0.496, 2.526, 0.294, 1.942, 0.851, 0.347, 4.783, 1.160, 3.257, 23.174, , , , 12.821, 51.651
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.561, 2.517, 0.293, 1.934, 0.830, 0.351, 4.843, 1.178, 3.222, 23.116, , , , 27.116, 65.961
0.573, 2.508, 0.265, 1.875, 0.847, 0.354, 4.777, 1.171, 3.232, 23.149, , , , 26.700, 65.451
0.579, 2.734, 0.274, 1.926, 0.839, 0.351, 4.828, 1.188, 3.200, 23.146, , , , 27.282, 66.347
0.675, 3.456, 0.264, 1.847, 0.820, 0.398, 4.789, 1.145, 3.234, 23.091, , , , 27.412, 67.131
0.531, 2.556, 0.283, 1.950, 0.853, 0.368, 4.946, 1.223, 3.261, 23.398, , , , 23.871, 63.240
0.541, 2.541, 0.292, 1.897, 0.835, 0.352, 4.825, 1.171, 3.222, 22.820, , , , 26.070, 64.566
0.527, 2.448, 0.315, 1.832, 0.823, 0.352, 4.865, 1.144, 3.151, 22.868, , , , 26.625, 64.950
0.521, 2.550, 0.303, 1.866, 0.847, 0.365, 4.834, 1.186, 3.258, 22.987, , , , 24.284, 63.001
0.498, 2.567, 0.299, 1.938, 0.826, 0.354, 4.727, 1.175, 3.182, 22.722, , , , 25.925, 64.213
0.764, 2.486, 0.283, 1.872, 0.818, 0.343, 4.847, 1.182, 3.223, 22.978, , , , 27.990, 66.786
0.614, 2.493, 0.298, 1.948, 0.832, 0.358, 4.870, 1.246, 3.251, 22.828, , , , 25.567, 64.305
0.987, 3.697, 0.286, 1.896, 0.828, 0.351, 4.841, 1.177, 3.205, 22.664, , , , 26.851, 66.783
0.686, 3.212, 0.268, 1.862, 0.868, 0.352, 4.912, 1.183, 3.262, 23.317, , , , 24.976, 64.898
0.704, 3.094, 0.288, 1.897, 0.834, 0.356, 4.920, 1.195, 3.254, 23.486, , , , 27.196, 67.224
0.674, 3.927, 0.354, 1.889, 0.825, 0.356, 4.917, 1.163, 3.228, 22.723, , , , 26.527, 66.583
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.661, 3.167, 0.297, 2.024, 0.959, 0.373, 5.085, 1.239, 3.120, 22.506, , , , 32.212, 71.643
0.545, 2.676, 0.325, 1.945, 0.918, 0.349, 4.851, 1.238, 3.078, 22.381, , , , 33.364, 71.670
0.571, 2.655, 0.327, 1.883, 0.889, 0.351, 4.735, 1.189, 3.043, 22.394, , , , 33.924, 71.961
0.645, 3.192, 0.297, 1.847, 0.879, 0.340, 4.680, 1.173, 3.043, 22.077, , , , 32.064, 70.237
0.795, 3.454, 0.324, 1.927, 0.883, 0.341, 4.741, 1.189, 3.082, 22.424, , , , 33.119, 72.279
1.115, 2.590, 0.297, 1.851, 0.902, 0.341, 4.794, 1.199, 3.065, 22.656, , , , 34.019, 72.829
0.549, 2.612, 0.298, 1.853, 0.885, 0.346, 4.659, 1.184, 3.044, 22.096, , , , 32.280, 69.806
0.718, 2.798, 0.296, 1.849, 0.875, 0.336, 4.651, 1.170, 3.035, 23.110, , , , 34.016, 72.854
0.527, 2.627, 0.322, 1.898, 0.886, 0.339, 4.790, 1.198, 3.080, 22.329, , , , 31.624, 69.620
0.518, 2.635, 0.313, 1.895, 0.887, 0.343, 4.784, 1.189, 3.040, 22.219, , , , 32.950, 70.773
0.730, 2.911, 0.296, 1.839, 0.881, 0.345, 4.689, 1.157, 3.043, 22.059, , , , 32.913, 70.863
0.670, 3.727, 0.304, 1.859, 0.882, 0.337, 4.663, 1.166, 3.029, 22.075, , , , 31.201, 69.913
0.569, 2.591, 0.317, 1.942, 0.873, 0.339, 4.706, 1.225, 3.035, 22.246, , , , 32.038, 69.881
0.559, 2.583, 0.307, 1.920, 0.885, 0.342, 4.859, 1.189, 3.085, 22.244, , , , 31.745, 69.718
0.697, 4.283, 0.487, 2.598, 0.883, 0.340, 4.755, 1.208, 3.034, 22.199, , , , 34.518, 75.002
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.930, 2.543, 0.289, 1.913, 0.830, 0.355, 4.831, 1.156, 3.173, 23.000, , , , 49.969, 88.989
0.589, 2.553, 0.285, 1.838, 0.863, 0.346, 4.733, 1.162, 3.227, 22.731, , , , 47.477, 85.804
0.555, 2.551, 0.268, 1.848, 0.829, 0.353, 4.707, 1.168, 3.165, 22.543, , , , 45.258, 83.245
0.569, 2.530, 0.273, 1.843, 0.826, 0.358, 4.786, 1.205, 3.179, 22.808, , , , 42.964, 81.341
0.575, 2.542, 0.264, 1.868, 0.825, 0.347, 4.783, 1.185, 3.182, 22.803, , , , 43.131, 81.505
0.523, 2.479, 0.283, 1.913, 0.830, 0.356, 4.851, 1.225, 3.183, 22.633, , , , 44.222, 82.498
0.566, 2.550, 0.288, 1.883, 0.831, 0.346, 4.838, 1.200, 3.172, 22.799, , , , 45.689, 84.162
1.085, 2.433, 0.291, 1.945, 0.834, 0.348, 4.830, 1.192, 3.168, 22.989, , , , 44.468, 83.583
0.588, 2.546, 0.291, 1.878, 0.875, 0.351, 4.751, 1.163, 3.189, 22.534, , , , 45.322, 83.488
0.527, 2.489, 0.270, 1.914, 0.814, 0.346, 4.723, 1.157, 3.136, 22.458, , , , 45.261, 83.095
0.832, 3.583, 0.266, 1.874, 0.817, 0.347, 4.739, 1.207, 3.146, 22.620, , , , 48.650, 88.081
0.573, 3.072, 0.298, 1.870, 0.892, 0.348, 4.841, 1.169, 3.180, 22.614, , , , 43.383, 82.240
0.589, 2.570, 0.286, 1.830, 0.839, 0.355, 4.742, 1.179, 3.186, 22.537, , , , 43.253, 81.366
0.551, 2.546, 0.271, 1.861, 0.876, 0.360, 4.838, 1.166, 3.197, 22.835, , , , 44.631, 83.132
0.516, 2.708, 0.290, 1.928, 0.831, 0.350, 4.835, 1.206, 3.307, 23.163, , , , 49.020, 88.154
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.598, 3.343, 0.301, 2.148, 0.973, 0.376, 5.314, 1.321, 3.549, 25.061, , , , 5386.544, 5429.528
0.747, 3.822, 0.282, 2.069, 0.937, 0.367, 5.222, 1.249, 3.526, 24.281, , , , 5465.357, 5507.859
0.526, 3.292, 0.306, 2.083, 0.977, 0.373, 5.337, 1.282, 3.530, 24.604, , , , 5296.314, 5338.624
0.556, 3.143, 0.300, 2.068, 0.935, 0.368, 5.216, 1.260, 3.495, 24.686, , , , 5733.143, 5775.170
0.594, 3.280, 0.316, 2.215, 0.992, 0.372, 5.355, 1.325, 3.493, 24.953, , , , 4911.530, 4954.425
0.569, 3.123, 0.287, 2.015, 0.943, 0.370, 5.543, 1.273, 3.495, 24.694, , , , 5041.830, 5084.142
0.781, 4.079, 0.316, 2.409, 0.971, 0.366, 5.881, 1.279, 3.893, 25.190, , , , 4772.710, 4817.875
0.655, 3.165, 0.295, 2.101, 0.944, 0.368, 5.202, 1.238, 3.461, 24.358, , , , 5090.946, 5132.733
0.555, 3.260, 0.289, 2.103, 0.948, 0.377, 5.313, 1.289, 3.546, 24.681, , , , 4949.057, 4991.418
0.520, 3.185, 0.290, 2.022, 0.953, 0.377, 5.884, 1.270, 3.526, 24.971, , , , 4952.492, 4995.490
0.553, 3.129, 0.287, 2.017, 0.948, 0.373, 5.199, 1.262, 3.502, 24.786, , , , 4719.506, 4761.562
0.525, 3.133, 0.356, 2.019, 0.939, 0.376, 5.218, 1.266, 3.511, 25.010, , , , 4825.638, 4867.991
0.529, 3.299, 0.302, 2.124, 0.954, 0.380, 5.364, 1.298, 3.521, 24.754, , , , 4942.186, 4984.711
0.530, 4.423, 0.390, 2.869, 1.197, 0.476, 6.755, 1.302, 3.500, 24.741, , , , 4966.306, 5012.489
0.539, 3.278, 0.306, 2.289, 1.020, 0.381, 5.393, 1.280, 3.567, 25.067, , , , 5324.826, 5367.946
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.893, 4.758, 0.324, 2.142, 1.051, 0.380, 5.336, 1.256, 3.317, 27.795, , , , 29.891, 77.143
0.675, 7.047, 0.361, 2.260, 1.047, 0.427, 5.720, 1.376, 3.623, 25.235, , , , 21.703, 69.474
1.802, 3.517, 0.329, 2.104, 0.966, 0.380, 5.285, 1.283, 3.395, 26.151, , , , 24.516, 69.728
3.910, 3.504, 0.299, 2.098, 0.976, 0.388, 5.288, 1.307, 3.451, 25.436, , , , 21.992, 68.649
0.569, 3.579, 0.314, 2.119, 0.989, 0.391, 5.469, 1.303, 3.443, 25.755, , , , 20.547, 64.478
0.551, 4.817, 0.322, 2.185, 0.990, 0.398, 5.366, 1.343, 3.414, 26.107, , , , 23.941, 69.434
1.979, 3.989, 0.306, 2.132, 0.996, 0.427, 5.441, 1.304, 3.472, 25.910, , , , 23.002, 68.958
0.710, 4.182, 0.320, 2.808, 1.026, 0.388, 5.867, 1.321, 3.482, 25.726, , , , 20.804, 66.634
0.726, 5.400, 0.320, 2.216, 1.008, 0.406, 6.267, 1.326, 3.471, 26.398, , , , 21.201, 68.739
0.540, 3.524, 0.331, 2.093, 0.976, 0.385, 5.329, 1.260, 3.369, 25.351, , , , 19.480, 62.638
0.569, 3.516, 0.331, 2.107, 0.972, 0.384, 5.425, 1.306, 3.451, 25.505, , , , 20.322, 63.888
0.533, 3.597, 0.361, 2.160, 0.994, 0.394, 5.424, 1.320, 3.437, 25.961, , , , 20.592, 64.773
0.663, 3.513, 0.304, 2.136, 0.981, 0.383, 5.413, 1.362, 3.440, 25.216, , , , 20.306, 63.717
0.569, 3.488, 0.298, 2.069, 0.965, 0.390, 5.339, 1.283, 3.441, 25.716, , , , 20.929, 64.487
0.572, 3.558, 0.331, 2.142, 0.991, 0.386, 5.459, 1.310, 3.467, 25.515, , , , 20.844, 64.575
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.662, 3.438, 0.366, 2.116, 0.962, 0.387, 5.295, 1.284, 3.397, 25.089, , , , 13.958, 56.954
0.727, 3.558, 0.347, 2.103, 0.980, 0.382, 5.278, 1.279, 3.435, 26.057, , , , 15.331, 59.477
0.787, 5.351, 0.308, 2.120, 0.984, 0.392, 5.316, 1.296, 3.427, 25.529, , , , 14.548, 60.058
0.680, 4.076, 0.305, 2.148, 0.969, 0.385, 5.407, 1.312, 3.497, 24.963, , , , 14.560, 58.302
0.610, 3.520, 0.300, 2.126, 0.955, 0.379, 5.370, 1.289, 3.402, 25.346, , , , 14.132, 57.429
0.712, 4.801, 0.306, 2.129, 1.011, 0.387, 5.486, 1.357, 3.459, 26.087, , , , 14.311, 60.046
1.426, 3.527, 0.316, 2.092, 0.977, 0.392, 5.398, 1.292, 3.420, 25.449, , , , 14.929, 59.218
0.708, 4.151, 0.335, 2.108, 0.976, 0.381, 5.324, 1.318, 3.409, 25.337, , , , 14.612, 58.659
0.678, 5.141, 0.325, 2.121, 0.964, 0.431, 5.412, 1.291, 3.391, 25.153, , , , 13.688, 58.595
0.544, 3.611, 0.309, 2.104, 0.964, 0.423, 5.336, 1.287, 3.417, 25.513, , , , 14.243, 57.751
0.681, 4.237, 0.323, 2.118, 0.987, 0.388, 5.331, 1.299, 3.465, 25.680, , , , 14.310, 58.819
0.744, 5.109, 0.338, 2.144, 1.011, 0.383, 5.401, 1.309, 3.442, 25.496, , , , 16.469, 61.846
