Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.245, 0.598, 0.542, 0.870, 0.479, 0.402, , , , , 0.361, 0.157, 0.018, 3.004, 6.676
0.358, 0.943, 0.393, 0.788, 0.403, 0.220, , , , , 0.224, 0.196, 0.023, 1.504, 5.052
0.454, 0.799, 0.619, 1.519, 1.061, 0.513, , , , , 0.513, 0.355, 0.021, 2.386, 8.240
0.313, 0.894, 0.566, 0.865, 0.440, 0.295, , , , , 0.157, 0.116, 0.021, 1.574, 5.241
0.291, 0.652, 0.486, 0.565, 0.267, 0.163, , , , , 0.164, 0.127, 0.018, 0.110, 2.843
0.242, 0.521, 0.329, 0.604, 0.256, 0.191, , , , , 0.178, 0.143, 0.017, 3.150, 5.631
0.343, 0.894, 0.429, 0.798, 0.419, 0.311, , , , , 0.230, 0.199, 0.021, 1.428, 5.072
0.322, 0.764, 0.487, 0.835, 0.515, 0.226, , , , , 0.248, 0.218, 0.020, 2.142, 5.777
0.356, 0.956, 0.578, 0.875, 0.440, 0.283, , , , , 0.264, 0.183, 0.022, 1.700, 5.657
0.245, 0.629, 0.543, 0.739, 0.257, 0.164, , , , , 0.159, 0.127, 0.018, 0.121, 3.002
0.193, 0.421, 0.344, 0.534, 0.251, 0.195, , , , , 0.181, 0.210, 0.017, 2.901, 5.247
0.398, 0.893, 0.425, 0.817, 0.412, 0.225, , , , , 0.221, 0.197, 0.020, 1.518, 5.126
0.250, 0.528, 0.378, 0.843, 0.573, 0.229, , , , , 0.249, 0.217, 0.019, 2.112, 5.398
0.325, 0.953, 0.569, 0.915, 0.438, 0.279, , , , , 0.264, 0.184, 0.021, 1.703, 5.651
0.203, 0.455, 0.343, 0.526, 0.261, 0.171, , , , , 0.164, 0.129, 0.020, 0.083, 2.355
0.230, 0.543, 0.321, 0.542, 0.255, 0.191, , , , , 0.178, 0.140, 0.017, 3.002, 5.419
0.347, 1.249, 0.537, 0.777, 0.402, 0.220, , , , , 0.226, 0.198, 0.021, 1.464, 5.441
0.328, 0.816, 0.620, 1.497, 1.055, 0.508, , , , , 0.510, 0.353, 0.020, 2.420, 8.127
0.291, 0.885, 0.612, 0.853, 0.438, 0.278, , , , , 0.263, 0.183, 0.022, 1.679, 5.504
0.241, 0.591, 0.340, 0.520, 0.260, 0.162, , , , , 0.160, 0.126, 0.019, 0.189, 2.608
0.196, 0.434, 0.375, 0.562, 0.261, 0.195, , , , , 0.180, 0.145, 0.016, 3.034, 5.398
0.282, 0.894, 0.403, 0.765, 0.402, 0.226, , , , , 0.221, 0.194, 0.026, 1.601, 5.014
0.351, 0.545, 0.379, 0.841, 0.509, 0.223, , , , , 0.245, 0.215, 0.020, 2.287, 5.615
0.292, 0.893, 0.562, 0.858, 0.494, 0.279, , , , , 0.264, 0.185, 0.021, 1.387, 5.235
0.258, 0.600, 0.341, 0.521, 0.258, 0.164, , , , , 0.159, 0.128, 0.019, 0.155, 2.603
0.255, 0.599, 0.555, 0.551, 0.260, 0.189, , , , , 0.179, 0.147, 0.017, 3.039, 5.791
0.364, 0.963, 0.416, 0.812, 0.430, 0.225, , , , , 0.223, 0.199, 0.022, 1.351, 5.005
0.264, 0.559, 0.384, 0.897, 0.525, 0.231, , , , , 0.254, 0.217, 0.019, 2.260, 5.610
0.336, 0.961, 0.572, 0.861, 0.439, 0.279, , , , , 0.262, 0.184, 0.021, 1.701, 5.616
0.319, 0.463, 0.349, 0.529, 0.260, 0.166, , , , , 0.161, 0.128, 0.019, 0.099, 2.493
0.234, 0.466, 0.347, 0.571, 0.258, 0.195, , , , , 0.178, 0.143, 0.017, 3.143, 5.552
0.398, 1.002, 0.399, 0.808, 0.407, 0.224, , , , , 0.223, 0.197, 0.022, 1.458, 5.138
0.270, 0.608, 0.396, 0.843, 0.512, 0.228, , , , , 0.248, 0.215, 0.026, 2.430, 5.776
0.348, 0.925, 0.582, 0.865, 0.437, 0.328, , , , , 0.263, 0.183, 0.023, 1.870, 5.824
0.214, 0.561, 0.366, 0.559, 0.263, 0.165, , , , , 0.161, 0.129, 0.018, 0.102, 2.538
0.238, 0.550, 0.481, 0.560, 0.255, 0.188, , , , , 0.176, 0.143, 0.017, 3.562, 6.170
0.323, 0.891, 0.420, 0.835, 0.410, 0.228, , , , , 0.225, 0.197, 0.021, 1.553, 5.103
0.280, 0.623, 0.397, 0.864, 0.524, 0.229, , , , , 0.252, 0.218, 0.020, 2.265, 5.672
0.358, 0.922, 0.573, 0.862, 0.440, 0.277, , , , , 0.262, 0.183, 0.022, 1.633, 5.532
0.244, 0.654, 0.569, 0.716, 0.262, 0.165, , , , , 0.164, 0.130, 0.018, 0.105, 3.027
0.202, 0.538, 0.338, 0.539, 0.324, 0.189, , , , , 0.178, 0.141, 0.017, 3.123, 5.589
0.322, 0.868, 0.396, 0.770, 0.402, 0.220, , , , , 0.231, 0.253, 0.021, 1.615, 5.098
0.263, 0.529, 0.379, 0.887, 0.525, 0.223, , , , , 0.246, 0.220, 0.020, 2.152, 5.444
0.325, 0.884, 0.565, 0.904, 0.441, 0.282, , , , , 0.261, 0.183, 0.021, 1.491, 5.357
