Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
11.791, 0.015, 0.662, 0.075, 0.416, 1.491, 0.042, 0.560, 23.850, 0.095, 0.032, 0.012, 0.816, 57.520, 0.019
0.046, 0.011, 0.294, 0.045, 0.420, 1.253, 0.037, 0.496, 12.372, 0.077, 0.031, 0.010, 0.706, 41.574, 0.011
0.075, 0.009, 0.283, 0.041, 0.410, 1.212, 0.030, 0.495, 11.470, 0.075, 0.031, 0.011, 0.698, 40.955, 0.014
0.068, 0.009, 0.280, 0.042, 0.410, 1.209, 0.037, 0.493, 11.184, 0.075, 0.031, 0.011, 0.705, 40.922, 0.011
0.055, 0.009, 0.278, 0.041, 0.412, 1.219, 0.029, 0.495, 11.608, 0.075, 0.031, 0.010, 0.704, 40.973, 0.011
0.052, 0.009, 0.276, 0.041, 0.402, 1.195, 0.029, 0.485, 12.007, 0.074, 0.030, 0.011, 0.765, 40.971, 0.012
0.040, 0.009, 0.276, 0.041, 0.402, 1.188, 0.042, 0.528, 12.106, 0.075, 0.031, 0.011, 0.690, 40.863, 0.015
0.041, 0.009, 0.276, 0.042, 0.400, 1.251, 0.037, 0.491, 11.290, 0.076, 0.031, 0.011, 0.697, 41.680, 0.012
0.039, 0.010, 0.428, 0.042, 0.411, 1.212, 0.037, 0.501, 11.342, 0.076, 0.032, 0.011, 0.694, 42.173, 0.011
0.041, 0.009, 0.288, 0.042, 0.430, 1.213, 0.037, 0.486, 12.317, 0.075, 0.031, 0.010, 0.691, 41.813, 0.012
0.044, 0.009, 0.292, 0.043, 0.444, 1.234, 0.039, 0.496, 11.929, 0.076, 0.032, 0.011, 0.700, 42.490, 0.012
0.043, 0.009, 0.293, 0.041, 0.409, 1.209, 0.038, 0.544, 11.095, 0.076, 0.030, 0.010, 0.761, 41.912, 0.012
0.045, 0.009, 0.293, 0.044, 0.421, 1.244, 0.038, 0.501, 12.075, 0.075, 0.032, 0.011, 0.693, 42.062, 0.011
0.046, 0.009, 0.303, 0.043, 0.419, 1.215, 0.037, 0.486, 11.169, 0.076, 0.031, 0.010, 0.693, 42.021, 0.012
0.056, 0.009, 0.306, 0.042, 0.418, 1.740, 0.422, 2.184, 11.644, 0.076, 0.031, 0.011, 0.690, 41.396, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
11.838, 0.013, 0.497, 0.079, 0.423, 1.531, 0.043, 0.569, 23.166, 0.092, 0.044, 0.015, 1.254, 47.028, 0.015
0.049, 0.010, 0.481, 0.067, 1.442, 1.548, 0.036, 0.496, 13.575, 0.067, 0.040, 0.014, 0.960, 33.584, 0.011
0.102, 0.008, 0.264, 0.042, 0.411, 1.213, 0.037, 0.497, 10.385, 0.062, 0.031, 0.010, 0.679, 33.761, 0.012
0.039, 0.008, 0.264, 0.042, 0.413, 1.242, 0.037, 0.495, 10.372, 0.064, 0.030, 0.011, 0.717, 33.405, 0.011
0.064, 0.009, 0.264, 0.042, 0.409, 1.204, 0.036, 0.496, 10.014, 0.064, 0.031, 0.010, 0.666, 33.908, 0.011
0.037, 0.009, 0.271, 0.043, 0.424, 1.202, 0.036, 0.545, 10.206, 0.063, 0.030, 0.011, 0.651, 34.646, 0.011
0.040, 0.009, 0.273, 0.043, 0.437, 1.214, 0.037, 0.487, 11.249, 0.063, 0.030, 0.010, 0.653, 34.581, 0.012
0.046, 0.011, 0.285, 0.043, 0.427, 1.247, 0.038, 0.507, 10.534, 0.063, 0.029, 0.010, 0.657, 34.571, 0.011
0.041, 0.009, 0.285, 0.043, 0.418, 1.231, 0.036, 0.486, 10.090, 0.060, 0.029, 0.010, 0.656, 34.342, 0.011
0.042, 0.009, 0.274, 0.044, 0.439, 1.249, 0.029, 0.495, 10.346, 0.063, 0.030, 0.010, 0.657, 35.254, 0.011
0.044, 0.009, 0.277, 0.043, 0.417, 1.241, 0.038, 0.505, 10.850, 0.064, 0.030, 0.010, 0.661, 34.580, 0.011
0.041, 0.010, 0.287, 0.043, 0.417, 1.232, 0.030, 0.497, 10.387, 0.063, 0.032, 0.011, 0.669, 34.733, 0.011
0.044, 0.009, 0.275, 0.044, 0.429, 1.249, 0.038, 0.506, 10.210, 0.066, 0.030, 0.010, 0.670, 34.505, 0.011
0.041, 0.009, 0.277, 0.057, 0.419, 1.225, 0.029, 0.550, 11.407, 0.066, 0.030, 0.010, 0.688, 34.189, 0.011
0.091, 0.009, 0.275, 0.044, 0.446, 1.243, 0.037, 0.497, 11.279, 0.063, 0.030, 0.010, 0.659, 34.485, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
11.688, 0.013, 0.551, 0.078, 0.413, 1.464, 0.042, 0.556, 63.124, 2.550, 0.031, 0.009, 0.727, 164.171, 0.029
0.561, 0.008, 0.258, 0.039, 0.395, 1.205, 0.037, 0.480, 51.829, 2.448, 0.031, 0.009, 0.736, 126.171, 0.011
0.086, 0.008, 0.255, 0.039, 0.404, 1.231, 0.037, 0.491, 48.707, 2.486, 0.031, 0.009, 0.672, 125.854, 0.012
0.093, 0.009, 0.267, 0.052, 0.413, 1.213, 0.028, 0.484, 46.454, 2.452, 0.033, 0.009, 0.678, 134.389, 0.012
0.088, 0.009, 0.266, 0.041, 0.412, 1.221, 0.038, 0.498, 43.364, 2.430, 0.031, 0.009, 0.736, 126.767, 0.012
0.090, 0.009, 0.264, 0.043, 0.465, 1.252, 0.030, 0.509, 42.820, 2.405, 0.031, 0.009, 0.733, 127.299, 0.011
0.091, 0.009, 0.291, 0.040, 0.403, 1.202, 0.037, 0.502, 49.302, 2.480, 0.032, 0.009, 0.662, 124.773, 0.011
0.098, 0.022, 0.268, 0.042, 0.434, 1.234, 0.029, 0.504, 47.832, 2.448, 0.032, 0.009, 0.666, 129.857, 0.011
0.106, 0.009, 0.255, 0.040, 0.403, 1.204, 0.039, 0.492, 48.127, 2.508, 0.032, 0.009, 0.677, 129.835, 0.011
0.094, 0.009, 0.260, 0.040, 0.419, 1.206, 0.038, 0.483, 49.018, 2.427, 0.033, 0.010, 0.682, 128.712, 0.012
0.100, 0.009, 0.265, 0.041, 0.454, 1.226, 0.039, 0.497, 46.832, 2.447, 0.033, 0.009, 0.664, 126.086, 0.012
0.096, 0.009, 0.263, 0.041, 0.418, 1.250, 0.040, 0.509, 48.611, 2.477, 0.034, 0.010, 0.667, 124.488, 0.012
0.103, 0.009, 0.268, 0.042, 0.439, 1.259, 0.039, 0.509, 47.047, 2.407, 0.033, 0.009, 0.734, 126.269, 0.012
0.102, 0.009, 0.267, 0.042, 0.421, 1.299, 0.032, 0.506, 48.308, 2.496, 0.037, 0.009, 0.671, 132.146, 0.012
0.102, 0.009, 0.272, 0.041, 0.410, 1.220, 0.038, 0.539, 48.881, 2.450, 0.034, 0.009, 0.714, 125.569, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
11.856, 0.013, 0.557, 0.078, 0.409, 1.840, 0.038, 0.483, 12.806, 0.068, 0.038, 0.934, 0.033, 0.644, 12.158, 0.053, 0.028, 0.011, 0.538, 10.228, 0.017
0.032, 0.014, 0.679, 0.083, 1.415, 2.242, 0.033, 0.438, 7.531, 0.040, 0.033, 0.828, 0.031, 0.572, 6.666, 0.043, 0.025, 0.010, 0.485, 7.046, 0.011
0.022, 0.009, 0.288, 0.047, 0.405, 1.459, 0.031, 0.434, 7.113, 0.036, 0.033, 0.831, 0.031, 0.574, 6.370, 0.041, 0.024, 0.010, 0.475, 6.854, 0.011
0.024, 0.009, 0.286, 0.047, 0.403, 1.509, 0.030, 0.434, 6.826, 0.037, 0.032, 0.830, 0.031, 0.581, 7.885, 0.043, 0.027, 0.011, 0.499, 7.018, 0.010
0.023, 0.009, 0.296, 0.048, 0.412, 1.499, 0.032, 0.443, 7.151, 0.037, 0.034, 0.830, 0.031, 0.587, 6.952, 0.036, 0.023, 0.009, 0.460, 6.879, 0.011
0.024, 0.010, 0.288, 0.048, 0.414, 1.487, 0.032, 0.441, 6.889, 0.037, 0.033, 0.836, 0.031, 0.582, 6.914, 0.042, 0.024, 0.010, 0.486, 6.977, 0.010
0.023, 0.009, 0.287, 0.048, 0.414, 1.531, 0.032, 0.441, 6.937, 0.038, 0.033, 0.832, 0.031, 0.582, 7.760, 0.039, 0.025, 0.010, 0.483, 6.981, 0.010
0.023, 0.009, 0.293, 0.048, 0.411, 1.539, 0.031, 0.442, 7.273, 0.042, 0.033, 0.834, 0.031, 0.580, 6.417, 0.040, 0.025, 0.011, 0.484, 6.954, 0.011
0.022, 0.009, 0.297, 0.049, 0.409, 1.489, 0.032, 0.442, 6.663, 0.036, 0.033, 0.837, 0.031, 0.585, 7.543, 0.040, 0.026, 0.010, 0.479, 6.977, 0.011
0.024, 0.009, 0.291, 0.048, 0.410, 1.503, 0.032, 0.444, 6.698, 0.036, 0.033, 0.832, 0.031, 0.585, 6.458, 0.039, 0.025, 0.010, 0.480, 7.029, 0.011
0.037, 0.009, 0.294, 0.047, 0.411, 1.489, 0.031, 0.445, 6.812, 0.036, 0.033, 0.836, 0.031, 0.584, 7.023, 0.035, 0.024, 0.009, 0.466, 6.857, 0.010
0.024, 0.009, 0.287, 0.048, 0.413, 1.496, 0.032, 0.446, 6.798, 0.036, 0.034, 0.834, 0.031, 0.584, 7.625, 0.039, 0.025, 0.010, 0.483, 7.174, 0.010
0.026, 0.010, 0.295, 0.050, 0.411, 1.495, 0.032, 0.452, 6.935, 0.038, 0.033, 0.842, 0.031, 0.587, 7.011, 0.034, 0.023, 0.014, 0.458, 6.856, 0.010
0.024, 0.012, 0.289, 0.048, 0.411, 1.492, 0.031, 0.446, 6.746, 0.038, 0.033, 0.835, 0.032, 0.586, 6.380, 0.034, 0.023, 0.009, 0.456, 6.998, 0.011
0.025, 0.009, 0.290, 0.048, 0.412, 1.493, 0.032, 0.452, 6.779, 0.038, 0.034, 0.838, 0.031, 0.598, 6.994, 0.034, 0.024, 0.009, 0.467, 6.989, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
11.947, 0.014, 0.604, 0.083, 0.426, 1.868, 0.035, 0.526, 14.205, 0.066, 0.054, 1.159, 0.034, 0.613, 6.787, 0.042, 0.026, 0.010, 0.529, 10.736, 0.017
0.039, 0.009, 0.341, 0.049, 0.416, 1.524, 0.033, 0.461, 5.469, 0.045, 0.037, 0.897, 0.033, 0.596, 3.410, 0.028, 0.022, 0.008, 0.437, 6.850, 0.011
0.018, 0.009, 0.298, 0.047, 0.414, 1.502, 0.031, 0.507, 5.353, 0.044, 0.036, 0.893, 0.032, 0.598, 3.404, 0.029, 0.022, 0.008, 0.440, 7.026, 0.011
0.020, 0.009, 0.295, 0.047, 0.414, 1.519, 0.031, 0.457, 5.364, 0.045, 0.038, 0.895, 0.033, 0.597, 3.445, 0.029, 0.023, 0.008, 0.440, 6.798, 0.011
0.020, 0.012, 0.303, 0.047, 0.412, 1.503, 0.031, 0.458, 5.409, 0.043, 0.038, 0.891, 0.032, 0.596, 3.186, 0.028, 0.022, 0.008, 0.440, 6.844, 0.011
0.019, 0.009, 0.294, 0.046, 0.413, 1.501, 0.041, 0.458, 5.476, 0.044, 0.037, 0.891, 0.032, 0.601, 3.255, 0.029, 0.022, 0.008, 0.439, 6.996, 0.011
0.020, 0.010, 0.299, 0.047, 0.413, 1.524, 0.032, 0.460, 5.424, 0.043, 0.037, 0.893, 0.033, 0.617, 3.148, 0.029, 0.022, 0.008, 0.450, 6.995, 0.012
0.019, 0.010, 0.295, 0.047, 0.465, 1.507, 0.032, 0.458, 5.401, 0.043, 0.040, 0.904, 0.033, 0.600, 3.278, 0.028, 0.022, 0.008, 0.438, 6.926, 0.011
0.023, 0.009, 0.298, 0.047, 0.412, 1.499, 0.031, 0.457, 5.491, 0.045, 0.037, 0.894, 0.033, 0.601, 3.169, 0.028, 0.022, 0.008, 0.442, 7.123, 0.010
0.020, 0.009, 0.294, 0.047, 0.413, 1.520, 0.032, 0.459, 5.430, 0.043, 0.037, 0.898, 0.033, 0.601, 3.173, 0.029, 0.022, 0.007, 0.441, 7.062, 0.011
0.020, 0.009, 0.297, 0.048, 0.414, 1.552, 0.032, 0.459, 5.444, 0.044, 0.037, 0.900, 0.032, 0.600, 3.275, 0.029, 0.022, 0.008, 0.439, 6.864, 0.010
0.019, 0.009, 0.307, 0.047, 0.412, 1.506, 0.032, 0.458, 5.474, 0.045, 0.037, 0.892, 0.033, 0.600, 3.254, 0.028, 0.022, 0.008, 0.439, 6.911, 0.011
0.021, 0.009, 0.297, 0.047, 0.417, 1.507, 0.031, 0.472, 5.333, 0.044, 0.038, 0.893, 0.033, 0.600, 3.302, 0.028, 0.021, 0.008, 0.441, 7.051, 0.011
0.022, 0.009, 0.296, 0.047, 0.413, 1.515, 0.032, 0.459, 5.389, 0.044, 0.043, 0.894, 0.033, 0.650, 3.063, 0.029, 0.022, 0.007, 0.460, 6.883, 0.011
0.022, 0.009, 0.295, 0.047, 0.462, 1.503, 0.032, 0.459, 5.408, 0.046, 0.040, 0.946, 0.033, 0.598, 3.101, 0.028, 0.022, 0.008, 0.440, 7.072, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
12.034, 0.014, 0.642, 0.083, 0.430, 1.820, 0.033, 0.434, 13.290, 0.183, 0.040, 0.946, 0.034, 0.607, 28.691, 0.078, 0.030, 0.011, 8.445, 7.578, 0.014
0.053, 0.010, 0.332, 0.045, 0.418, 1.535, 0.032, 0.382, 11.778, 0.151, 0.036, 0.854, 0.032, 0.596, 23.221, 0.082, 0.032, 0.011, 6.704, 6.412, 0.012
