Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.556, 4.194, 0.371, 1.997, 0.686, 0.304, 4.220, 1.031, 2.754, 19.853, , , , 189.625, 225.591
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.521, 2.299, 0.257, 1.792, 0.675, 0.315, 4.343, 1.066, 2.798, 20.428, , , , 172.346, 206.840
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.562, 2.997, 0.235, 1.765, 0.661, 0.308, 4.201, 1.041, 2.797, 20.262, , , , 169.771, 204.600
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.112, 2.302, 0.240, 1.740, 0.688, 0.303, 4.247, 1.021, 2.801, 20.268, , , , 173.839, 208.561
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.499, 3.213, 0.264, 3.263, 0.667, 0.310, 4.340, 1.069, 2.783, 20.378, , , , 180.788, 217.574
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.588, 3.973, 0.303, 1.822, 0.652, 0.317, 4.280, 1.065, 2.747, 20.496, , , , 183.393, 219.636
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.416, 2.278, 0.253, 1.730, 0.638, 0.305, 4.139, 1.091, 2.671, 20.040, , , , 170.408, 204.969
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.637, 2.863, 0.232, 1.728, 0.634, 0.301, 4.116, 1.006, 2.730, 19.776, , , , 181.347, 215.370
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.562, 3.028, 0.240, 1.822, 0.656, 0.315, 4.235, 1.061, 2.834, 20.007, , , , 168.327, 203.087
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.498, 2.214, 0.237, 1.757, 0.643, 0.307, 4.162, 1.035, 2.787, 20.058, , , , 181.758, 215.456
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.432, 2.274, 0.237, 1.791, 0.655, 0.310, 4.283, 1.075, 2.779, 20.272, , , , 168.916, 203.024
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.490, 2.311, 0.235, 1.704, 0.634, 0.374, 4.147, 1.017, 2.755, 19.823, , , , 109.857, 143.347
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.467, 2.512, 0.262, 1.708, 0.636, 0.305, 4.114, 1.048, 2.697, 19.779, , , , 111.573, 145.101
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.491, 2.478, 0.264, 1.755, 0.675, 0.304, 4.240, 1.029, 2.747, 19.886, , , , 110.539, 144.408
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.602, 2.408, 0.259, 1.827, 0.644, 0.307, 4.246, 1.054, 2.787, 20.133, , , , 116.269, 150.536
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.594, 3.030, 0.235, 1.739, 0.703, 0.310, 4.187, 1.038, 2.771, 20.019, , , , 113.295, 147.921
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.512, 2.619, 0.264, 1.740, 0.682, 0.312, 4.200, 1.033, 2.747, 20.050, , , , 112.005, 146.164
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.530, 2.415, 0.292, 1.779, 0.644, 0.313, 4.302, 1.102, 2.752, 20.646, , , , 109.380, 144.155
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.498, 2.453, 0.259, 1.783, 0.652, 0.305, 4.274, 1.072, 2.717, 20.242, , , , 120.492, 154.747
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.526, 2.272, 0.235, 1.819, 0.640, 0.304, 4.298, 1.018, 2.830, 20.085, , , , 110.771, 144.798
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.614, 3.134, 0.231, 1.712, 0.638, 0.300, 4.149, 1.050, 2.693, 20.465, , , , 111.877, 146.863
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.513, 2.356, 0.245, 1.803, 0.653, 0.307, 4.199, 1.049, 2.729, 20.124, , , , 110.857, 144.835
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.467, 2.440, 0.257, 1.737, 0.634, 0.304, 4.161, 1.074, 2.678, 19.758, , , , 112.332, 145.842
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.491, 2.379, 0.257, 1.817, 0.642, 0.310, 4.257, 1.053, 2.738, 20.436, , , , 114.357, 148.737
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.517, 2.453, 0.265, 1.780, 0.650, 0.301, 4.298, 1.041, 2.781, 20.136, , , , 109.269, 143.491
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.706, 2.371, 0.268, 1.839, 0.660, 0.311, 4.261, 1.022, 2.792, 20.182, , , , 111.141, 145.553
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16d.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.458, 2.307, 0.280, 1.731, 0.648, 0.309, 4.168, 1.049, 2.738, 19.875, , , , 104.516, 138.079
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.476, 2.346, 0.230, 1.690, 0.641, 0.305, 4.095, 1.040, 2.699, 19.762, , , , 107.610, 140.894
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.523, 2.479, 0.246, 1.731, 0.652, 0.309, 4.245, 1.050, 2.754, 20.074, , , , 109.194, 143.257
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.621, 3.010, 0.259, 1.720, 0.682, 0.307, 4.203, 1.026, 2.814, 19.893, , , , 107.508, 142.043
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.508, 2.336, 0.236, 1.718, 0.644, 0.309, 4.188, 1.070, 2.754, 19.847, , , , 107.447, 141.057
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.492, 2.310, 0.252, 1.761, 0.643, 0.302, 4.168, 1.015, 2.778, 19.986, , , , 107.242, 140.949
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.535, 2.412, 0.260, 2.577, 0.659, 0.308, 4.304, 1.082, 2.755, 20.483, , , , 109.751, 145.126
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.524, 2.488, 0.240, 1.744, 0.695, 0.305, 4.173, 1.036, 2.781, 19.998, , , , 107.244, 141.228
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.503, 2.520, 0.262, 1.887, 0.650, 0.314, 4.245, 1.065, 2.788, 20.161, , , , 108.675, 143.070
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.507, 2.530, 0.239, 1.747, 0.667, 0.324, 4.251, 1.034, 2.819, 21.004, , , , 109.139, 144.261
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.484, 2.310, 0.263, 1.706, 0.648, 0.309, 4.255, 1.110, 2.770, 20.248, , , , 106.695, 140.798
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.605, 3.934, 0.241, 1.789, 0.656, 0.308, 4.240, 1.034, 2.747, 19.795, , , , 107.273, 142.622
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.810, 2.408, 0.236, 1.794, 0.642, 0.310, 4.231, 1.042, 2.745, 21.320, , , , 109.624, 145.162
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.551, 2.495, 0.262, 1.810, 0.651, 0.317, 4.283, 1.031, 2.816, 20.552, , , , 115.345, 150.113
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.512, 2.475, 0.261, 1.853, 0.659, 0.305, 4.329, 1.031, 2.831, 20.202, , , , 107.876, 142.334
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.445, 1.805, 0.232, 1.580, 0.557, 0.271, 3.668, 0.907, 2.252, 16.845, , , , 76.776, 105.338
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.434, 1.706, 0.228, 1.515, 0.547, 0.263, 3.570, 0.892, 2.210, 16.598, , , , 78.067, 106.030
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.417, 2.102, 0.246, 1.581, 0.615, 0.278, 3.692, 0.909, 2.211, 17.008, , , , 79.216, 108.275
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.581, 2.371, 0.229, 1.580, 0.562, 0.272, 3.695, 0.918, 2.254, 18.356, , , , 82.022, 112.840
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.447, 1.774, 0.256, 1.584, 0.562, 0.271, 3.677, 0.898, 2.279, 16.919, , , , 78.858, 107.525
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.491, 1.819, 0.259, 1.629, 0.576, 0.267, 3.759, 0.915, 2.247, 17.168, , , , 80.007, 109.137
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.581, 1.763, 0.233, 1.542, 0.601, 0.269, 3.632, 0.906, 2.237, 17.757, , , , 79.507, 109.028
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.399, 1.710, 0.236, 1.582, 0.563, 0.280, 3.660, 0.955, 2.224, 17.054, , , , 79.436, 108.099
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.457, 1.966, 0.254, 1.654, 0.566, 0.267, 3.688, 0.903, 2.283, 17.029, , , , 78.932, 107.999
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.422, 1.756, 0.261, 1.640, 0.557, 0.271, 3.615, 0.900, 2.221, 17.010, , , , 79.812, 108.465
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.455, 1.784, 0.252, 1.656, 0.556, 0.265, 3.702, 0.910, 2.248, 17.022, , , , 79.242, 108.092
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.446, 1.648, 0.226, 1.582, 0.548, 0.265, 3.573, 0.886, 2.190, 16.735, , , , 76.850, 104.949
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.548, 2.392, 0.233, 1.607, 0.562, 0.265, 3.678, 0.914, 2.300, 16.885, , , , 90.654, 120.038
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.479, 1.744, 0.234, 1.613, 0.561, 0.271, 3.690, 0.925, 2.330, 17.238, , , , 80.084, 109.169
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.455, 1.772, 0.258, 1.623, 0.567, 0.275, 3.689, 0.926, 2.252, 18.045, , , , 82.082, 111.944
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17b.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.568, 2.343, 0.236, 1.561, 0.565, 0.307, 3.632, 0.958, 2.208, 17.121, , , , 101.665, 131.164
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.560, 2.332, 0.330, 1.561, 0.560, 0.274, 3.599, 0.903, 2.199, 16.898, , , , 101.311, 130.527
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.456, 1.673, 0.256, 1.662, 0.549, 0.263, 3.746, 0.934, 2.257, 17.345, , , , 103.922, 133.063
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.406, 2.390, 0.251, 1.591, 0.622, 0.273, 3.727, 0.935, 2.233, 17.214, , , , 103.362, 133.004
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.422, 1.735, 0.238, 1.574, 0.617, 0.274, 3.628, 0.910, 2.222, 17.167, , , , 117.985, 146.772
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.426, 1.535, 0.238, 1.625, 0.580, 0.275, 3.689, 0.912, 2.236, 17.270, , , , 103.369, 132.155
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
2.205, 1.630, 0.257, 1.620, 0.558, 0.271, 3.665, 0.920, 2.200, 16.876, , , , 103.983, 134.185
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.454, 1.685, 0.273, 1.608, 0.558, 0.268, 3.713, 0.921, 2.271, 17.247, , , , 102.742, 131.740
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.432, 1.863, 0.232, 1.563, 0.722, 0.279, 5.228, 0.945, 2.270, 17.476, , , , 102.712, 133.722
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.521, 2.186, 0.229, 1.583, 0.559, 0.269, 3.632, 0.911, 2.242, 16.858, , , , 101.879, 130.869
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.443, 1.695, 0.259, 1.611, 0.561, 0.316, 3.634, 0.957, 2.201, 17.088, , , , 101.976, 130.741
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.495, 2.613, 0.264, 1.617, 0.564, 0.273, 3.658, 0.928, 2.230, 17.148, , , , 104.059, 133.849
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.423, 1.526, 0.235, 1.556, 0.604, 0.268, 3.588, 0.907, 2.174, 16.725, , , , 101.412, 129.418
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.412, 1.624, 0.264, 1.675, 0.559, 0.266, 3.704, 0.916, 2.427, 16.932, , , , 103.311, 132.090
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.442, 1.674, 0.236, 1.605, 0.565, 0.278, 3.685, 0.929, 2.230, 17.121, , , , 104.767, 133.532
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.459, 1.605, 0.263, 1.684, 0.570, 0.273, 3.732, 0.909, 2.251, 17.261, , , , 91.950, 120.957
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.397, 2.166, 0.253, 1.583, 0.550, 0.265, 3.599, 0.880, 2.191, 16.722, , , , 95.060, 123.666
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.655, 1.611, 0.232, 1.552, 0.542, 0.263, 3.572, 0.881, 2.174, 18.217, , , , 102.732, 132.431
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.432, 1.708, 0.259, 1.593, 0.548, 0.262, 3.652, 0.963, 2.182, 17.413, , , , 102.637, 131.649
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.440, 1.629, 0.252, 1.733, 0.575, 0.275, 3.683, 0.940, 2.270, 17.195, , , , 100.430, 129.422
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.418, 1.512, 0.241, 1.553, 0.636, 0.266, 3.701, 0.904, 2.219, 17.187, , , , 100.959, 129.596
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.426, 1.669, 0.269, 1.578, 0.621, 0.265, 3.691, 0.906, 2.169, 17.300, , , , 103.240, 132.134
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.703, 1.628, 0.259, 1.680, 0.559, 0.268, 3.622, 0.899, 2.248, 17.202, , , , 100.252, 129.320
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.505, 2.470, 0.405, 1.751, 0.557, 0.269, 3.663, 0.910, 2.230, 17.155, , , , 98.981, 128.896
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.519, 2.263, 0.224, 1.523, 0.615, 0.265, 3.546, 0.886, 2.158, 16.790, , , , 99.361, 128.150
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.440, 1.648, 0.262, 1.630, 0.567, 0.271, 3.658, 0.920, 2.256, 17.147, , , , 102.025, 130.824
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
1.735, 1.635, 0.225, 1.535, 0.554, 0.267, 3.664, 0.908, 2.209, 17.251, , , , 101.901, 131.884
