Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.017, 72.949, 0.012
0.000, 0.011, 45.320, 0.026
0.000, 0.012, 45.155, 0.011
0.000, 0.011, 44.858, 0.012
0.000, 0.010, 45.976, 0.026
0.001, 0.011, 45.707, 0.027
0.000, 0.011, 46.128, 0.026
0.001, 0.012, 47.471, 0.011
0.000, 0.011, 46.941, 0.012
0.000, 0.011, 45.669, 0.027
0.000, 0.011, 45.639, 0.011
0.000, 0.011, 46.389, 0.012
0.000, 0.011, 46.111, 0.011
0.000, 0.010, 46.887, 0.025
0.000, 0.011, 45.669, 0.026
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.000, 0.025, 39.924, 0.011
0.000, 0.012, 40.621, 0.011
0.000, 0.012, 41.473, 0.011
0.000, 0.011, 41.800, 0.010
0.000, 0.011, 42.131, 0.011
0.000, 0.011, 41.304, 0.026
0.000, 0.011, 40.825, 0.026
0.000, 0.012, 41.727, 0.011
0.000, 0.010, 40.351, 0.011
0.000, 0.011, 40.942, 0.011
0.000, 0.011, 41.833, 0.010
0.000, 0.012, 40.435, 0.010
0.000, 0.011, 40.659, 0.011
0.000, 0.010, 40.838, 0.026
0.000, 0.011, 41.366, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.000, 0.011, 177.468, 0.011
0.000, 0.011, 166.876, 0.011
0.000, 0.011, 171.147, 0.026
0.000, 0.011, 172.015, 0.025
0.000, 0.011, 170.670, 0.026
0.001, 0.010, 170.915, 0.026
0.000, 0.011, 170.825, 0.026
0.000, 0.012, 172.123, 0.027
0.000, 0.010, 171.176, 0.026
0.000, 0.011, 171.304, 0.010
0.000, 0.011, 171.912, 0.025
0.000, 0.012, 170.909, 0.026
0.000, 0.011, 175.407, 0.025
0.000, 0.011, 174.099, 0.026
0.000, 0.010, 174.366, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.001, 0.026, 12.988, 0.010
0.001, 0.011, 11.362, 0.009
0.000, 0.011, 11.743, 0.025
0.000, 0.011, 13.657, 0.024
0.000, 0.011, 11.954, 0.024
0.000, 0.011, 12.089, 0.025
0.000, 0.011, 11.988, 0.024
0.000, 0.012, 11.927, 0.025
0.000, 0.011, 11.693, 0.009
0.000, 0.011, 11.566, 0.010
0.000, 0.011, 12.159, 0.024
0.000, 0.012, 12.066, 0.024
0.000, 0.011, 11.983, 0.024
0.000, 0.011, 11.791, 0.025
0.000, 0.011, 11.523, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
0.001, 0.011, 9.521, 0.011
0.000, 0.010, 9.887, 0.011
0.000, 0.009, 10.377, 0.039
0.000, 0.010, 10.458, 0.026
0.000, 0.010, 10.695, 0.026
0.000, 0.010, 10.328, 0.026
0.000, 0.010, 10.247, 0.026
0.000, 0.010, 11.004, 0.026
0.000, 0.010, 10.192, 0.026
0.000, 0.010, 9.984, 0.012
0.000, 0.010, 11.331, 0.026
0.000, 0.010, 11.342, 0.026
0.000, 0.010, 11.406, 0.011
0.000, 0.009, 11.161, 0.026
0.000, 0.010, 10.116, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
0.000, 0.011, 90.212, 0.011
0.000, 0.011, 99.193, 0.011
0.000, 0.032, 100.112, 0.011
0.000, 0.010, 99.891, 0.010
0.000, 0.011, 97.749, 0.011
0.000, 0.027, 94.675, 0.011
0.000, 0.011, 103.896, 0.012
0.000, 0.011, 99.153, 0.012
0.000, 0.011, 110.157, 0.011
0.000, 0.010, 96.593, 0.011
0.000, 0.010, 111.222, 0.012
0.000, 0.012, 105.318, 0.011
0.000, 0.011, 105.394, 0.012
0.000, 0.011, 115.487, 0.011
0.001, 0.012, 115.677, 0.026
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
0.000, 0.011, 250.603, 0.026
0.000, 0.011, 254.311, 0.026
0.000, 0.011, 245.247, 0.026
0.000, 0.011, 283.098, 0.027
0.000, 0.011, 308.244, 0.027
0.000, 0.011, 296.503, 0.027
0.000, 0.012, 315.641, 0.026
0.000, 0.011, 292.343, 0.026
0.000, 0.011, 263.174, 0.026
0.000, 0.011, 269.386, 0.027
0.000, 0.011, 276.582, 0.026
0.000, 0.011, 264.887, 0.011
0.001, 0.011, 274.624, 0.026
0.000, 0.011, 268.929, 0.026
0.000, 0.011, 316.699, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
0.000, 0.425, 25.531, 0.026
0.000, 0.010, 22.078, 0.025
0.000, 0.011, 22.343, 0.026
0.000, 0.011, 23.368, 0.026
0.000, 0.012, 23.817, 0.026
0.001, 0.010, 23.375, 0.011
0.000, 0.011, 22.656, 0.026
0.000, 0.011, 23.703, 0.026
0.000, 0.011, 23.037, 0.026
0.000, 0.011, 23.565, 0.026
0.000, 0.011, 22.813, 0.026
0.001, 0.012, 21.959, 0.026
0.000, 0.011, 24.719, 0.026
0.000, 0.011, 23.697, 0.026
0.000, 0.025, 23.497, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
0.000, 0.011, 39.588, 0.011
0.000, 0.011, 43.325, 0.011
0.000, 0.011, 38.782, 0.026
0.000, 0.011, 37.949, 0.011
0.000, 0.011, 38.377, 0.014
0.000, 0.011, 37.845, 0.011
0.000, 0.010, 38.283, 0.026
0.000, 0.011, 38.410, 0.012
0.001, 0.012, 41.644, 0.026
0.000, 0.011, 42.631, 0.011
0.000, 0.011, 42.171, 0.025
0.000, 0.011, 42.695, 0.011
0.000, 0.011, 42.274, 0.011
0.000, 0.011, 41.928, 0.011
0.000, 0.012, 39.843, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
0.000, 0.010, 31.358, 0.011
0.000, 0.010, 31.214, 0.011
0.000, 0.012, 30.840, 0.011
0.000, 0.012, 31.873, 0.010
0.001, 0.012, 31.596, 0.011
0.000, 0.011, 31.897, 0.012
0.000, 0.011, 32.433, 0.026
0.001, 0.011, 31.388, 0.011
0.000, 0.011, 32.686, 0.011
0.000, 0.011, 31.315, 0.011
0.000, 0.011, 31.913, 0.011
0.000, 0.011, 31.085, 0.011
0.000, 0.012, 32.036, 0.011
0.000, 0.011, 32.458, 0.011
0.000, 0.025, 31.610, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
0.000, 0.011, 25.610, 0.012
0.000, 0.011, 23.856, 0.011
0.000, 0.011, 25.537, 0.012
0.000, 0.012, 26.746, 0.011
0.001, 0.011, 25.608, 0.011
0.000, 0.011, 24.765, 0.012
0.000, 0.011, 26.365, 0.011
0.000, 0.012, 26.781, 0.011
0.000, 0.012, 25.017, 0.012
0.000, 0.011, 25.610, 0.011
0.000, 0.011, 26.452, 0.011
0.001, 0.011, 25.495, 0.011
0.000, 0.011, 26.382, 0.011
0.000, 0.011, 25.783, 0.011
0.000, 0.013, 24.909, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
0.000, 0.010, 46.526, 0.011
0.000, 0.011, 52.658, 0.011
0.000, 0.011, 51.820, 0.010
0.001, 0.011, 50.094, 0.011
0.000, 0.012, 51.500, 0.011
0.000, 0.011, 52.541, 0.012
0.000, 0.011, 54.618, 0.011
0.000, 0.011, 51.388, 0.011
0.000, 0.011, 51.944, 0.011
0.000, 0.012, 52.771, 0.012
0.000, 0.011, 53.120, 0.011
0.000, 0.011, 50.592, 0.011
0.000, 0.011, 53.136, 0.011
0.000, 0.011, 50.281, 0.011
0.000, 0.011, 50.674, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
0.000, 0.010, 48.162, 0.011
0.000, 0.011, 45.909, 0.011
0.000, 0.011, 47.736, 0.011
0.000, 0.011, 48.041, 0.010
0.000, 0.010, 48.527, 0.011
0.000, 0.011, 48.731, 0.011
0.000, 0.011, 47.558, 0.011
0.000, 0.011, 47.583, 0.010
0.000, 0.011, 47.705, 0.010
0.000, 0.011, 48.581, 0.010
0.000, 0.011, 46.226, 0.011
0.000, 0.012, 47.338, 0.011
0.000, 0.011, 46.376, 0.011
0.000, 0.011, 48.399, 0.011
0.000, 0.011, 47.473, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
0.000, 0.010, 65.567, 0.012
0.000, 0.011, 68.584, 0.011
0.000, 0.011, 69.397, 0.011
0.000, 0.011, 71.761, 0.011
0.000, 0.011, 69.863, 0.011
0.000, 0.011, 70.831, 0.011
0.000, 0.011, 71.928, 0.011
0.001, 0.010, 72.127, 0.011
0.000, 0.012, 66.773, 0.012
0.000, 0.011, 66.142, 0.011
0.000, 0.011, 74.030, 0.011
0.000, 0.012, 64.446, 0.011
0.000, 0.011, 73.016, 0.011
0.000, 0.011, 68.219, 0.011
0.000, 0.012, 72.587, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
0.001, 0.011, 43.594, 0.010
0.000, 0.011, 46.590, 0.011
0.000, 0.013, 50.198, 0.010
0.000, 0.012, 43.355, 0.011
0.000, 0.011, 53.481, 0.011
0.001, 0.013, 49.774, 0.011
0.000, 0.011, 48.025, 0.011
0.001, 0.012, 51.597, 0.011
0.000, 0.011, 53.714, 0.011
0.001, 0.012, 47.384, 0.011
0.000, 0.011, 42.193, 0.011
0.000, 0.012, 41.504, 0.011
0.000, 0.012, 53.378, 0.011
0.000, 0.011, 55.230, 0.011
0.000, 0.012, 54.627, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
0.000, 0.011, 23.259, 0.011
0.000, 0.011, 23.461, 0.011
0.000, 0.012, 22.319, 0.011
0.001, 0.018, 23.294, 0.011
0.000, 0.012, 23.384, 0.011
0.000, 0.012, 23.026, 0.011
0.000, 0.012, 23.072, 0.010
0.000, 0.012, 22.595, 0.011
0.000, 0.011, 24.382, 0.011
0.000, 0.012, 23.718, 0.011
0.000, 0.011, 22.546, 0.010
0.000, 0.012, 23.202, 0.011
0.000, 0.011, 22.362, 0.010
0.000, 0.011, 23.391, 0.010
0.000, 0.012, 25.308, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
0.000, 0.011, 66.458, 0.012
0.000, 0.011, 68.699, 0.011
0.000, 0.012, 71.549, 0.011
0.000, 0.011, 66.654, 0.011
0.000, 0.011, 74.830, 0.011
0.000, 0.011, 73.609, 0.011
0.000, 0.011, 72.701, 0.011
0.000, 0.011, 74.373, 0.011
0.000, 0.012, 75.839, 0.011
0.000, 0.011, 69.802, 0.011
0.000, 0.011, 72.039, 0.011
0.000, 0.012, 72.396, 0.012
0.000, 0.011, 70.851, 0.011
0.000, 0.011, 73.668, 0.011
0.000, 0.011, 72.727, 0.016
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
0.000, 0.011, 49.352, 0.011
0.000, 0.012, 46.089, 0.011
0.000, 0.011, 47.387, 0.011
0.000, 0.011, 46.728, 0.011
0.000, 0.012, 46.089, 0.011
0.000, 0.012, 47.085, 0.011
0.000, 0.011, 49.164, 0.012
0.000, 0.011, 46.330, 0.011
0.000, 0.011, 47.999, 0.011
0.000, 0.012, 48.531, 0.011
0.000, 0.011, 47.250, 0.011
0.001, 0.013, 48.932, 0.011
0.000, 0.011, 47.423, 0.012
0.000, 0.011, 47.463, 0.012
0.000, 0.024, 48.315, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15b.sql...
0.000, 0.010, 91.060, 0.010
0.001, 0.011, 49.126, 0.011
0.000, 0.012, 48.778, 0.011
0.000, 0.012, 50.016, 0.012
0.000, 0.011, 55.912, 0.011
0.000, 0.011, 51.209, 0.011
0.000, 0.010, 52.953, 0.011
0.001, 0.011, 49.736, 0.011
0.000, 0.011, 48.658, 0.011
0.000, 0.012, 51.950, 0.011
0.000, 0.011, 56.535, 0.011
0.001, 0.012, 50.624, 0.011
0.000, 0.025, 50.489, 0.011
0.000, 0.012, 49.994, 0.011
0.000, 0.011, 50.696, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15c.sql...
0.000, 0.011, 90.029, 0.011
0.000, 0.011, 88.860, 0.011
0.001, 0.012, 83.939, 0.011
0.000, 0.010, 89.269, 0.011
0.000, 0.011, 87.605, 0.011
0.000, 0.011, 87.851, 0.011
0.000, 0.011, 90.737, 0.011
