Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
11.938, 0.015, 73.980, 0.014
0.000, 0.008, 47.275, 0.011
0.000, 0.008, 46.817, 0.011
0.000, 0.008, 48.029, 0.011
0.000, 0.008, 46.371, 0.011
0.000, 0.009, 46.876, 0.010
0.001, 0.008, 47.233, 0.010
0.000, 0.008, 47.913, 0.010
0.001, 0.008, 46.948, 0.010
0.000, 0.009, 46.819, 0.011
0.000, 0.009, 48.179, 0.010
0.000, 0.008, 47.663, 0.011
0.000, 0.009, 48.004, 0.010
0.000, 0.009, 48.505, 0.011
0.000, 0.009, 47.903, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
12.032, 0.014, 65.933, 0.014
0.000, 0.009, 42.391, 0.011
0.000, 0.009, 41.582, 0.011
0.000, 0.009, 41.147, 0.011
0.000, 0.008, 41.205, 0.011
0.000, 0.008, 42.385, 0.011
0.000, 0.009, 41.679, 0.011
0.000, 0.009, 42.533, 0.011
0.000, 0.009, 41.694, 0.011
0.000, 0.009, 42.538, 0.011
0.000, 0.008, 42.790, 0.011
0.000, 0.008, 42.608, 0.010
0.000, 0.008, 42.744, 0.011
0.000, 0.009, 42.048, 0.011
0.000, 0.009, 42.690, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
11.914, 0.014, 213.021, 0.029
0.001, 0.009, 173.750, 0.011
0.000, 0.009, 173.052, 0.025
0.000, 0.009, 172.382, 0.011
0.003, 0.045, 294.195, 0.026
0.000, 0.011, 171.151, 0.011
0.013, 0.008, 171.814, 0.025
0.000, 0.009, 170.540, 0.026
0.000, 0.009, 170.392, 0.011
0.000, 0.009, 170.718, 0.025
0.000, 0.009, 171.955, 0.026
0.000, 0.009, 174.813, 0.026
0.000, 0.009, 172.653, 0.011
0.000, 0.009, 170.771, 0.026
0.000, 0.009, 171.088, 0.026
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
11.890, 0.014, 24.841, 0.014
0.000, 0.010, 13.998, 0.009
0.000, 0.008, 13.766, 0.008
0.000, 0.008, 13.462, 0.008
0.000, 0.007, 13.641, 0.008
0.000, 0.008, 13.699, 0.008
0.000, 0.007, 13.974, 0.008
0.000, 0.007, 13.529, 0.008
0.000, 0.007, 14.411, 0.008
0.000, 0.008, 13.572, 0.008
0.000, 0.007, 13.764, 0.008
0.000, 0.007, 13.354, 0.008
0.000, 0.007, 13.411, 0.008
0.000, 0.007, 13.456, 0.008
0.000, 0.007, 13.401, 0.009
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
11.927, 0.013, 26.307, 0.014
0.000, 0.010, 12.745, 0.011
0.000, 0.009, 12.980, 0.011
0.000, 0.009, 12.828, 0.010
0.000, 0.009, 12.752, 0.011
0.000, 0.009, 12.736, 0.011
0.000, 0.009, 12.791, 0.015
0.000, 0.009, 13.300, 0.010
0.000, 0.009, 12.749, 0.011
0.000, 0.008, 12.848, 0.010
0.000, 0.009, 12.831, 0.011
0.000, 0.009, 12.520, 0.011
0.000, 0.009, 12.918, 0.011
0.000, 0.009, 12.788, 0.011
0.000, 0.009, 12.838, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
11.877, 0.013, 147.217, 0.014
0.000, 0.009, 142.925, 0.011
0.000, 0.009, 138.639, 0.011
0.000, 0.009, 143.860, 0.010
0.001, 0.025, 101.432, 0.011
0.000, 0.009, 94.203, 0.010
0.000, 0.009, 91.181, 0.011
0.000, 0.009, 91.800, 0.011
0.000, 0.009, 134.937, 0.011
0.000, 0.010, 93.970, 0.011
0.000, 0.009, 101.435, 0.011
0.000, 0.009, 89.625, 0.011
0.000, 0.009, 141.424, 0.011
0.000, 0.009, 90.445, 0.011
0.000, 0.009, 90.836, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
11.652, 0.013, 404.918, 0.013
0.000, 0.009, 403.652, 0.027
0.000, 0.009, 373.845, 0.026
0.000, 0.009, 360.277, 0.026
