Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.010, 0.198, 0.132, 0.202, 15.037, 0.060, 107.362, 0.033, 0.034, 0.012, 1343.577, 0.014
5.712, 0.014, 0.166, 0.142, 0.206, 2.909, 0.027, 97.661, 0.031, 0.031, 0.012, 1213.532, 0.039
5.743, 0.013, 0.159, 0.153, 0.208, 2.930, 0.027, 92.458, 0.031, 0.035, 0.014, 1213.671, 0.025
5.790, 0.014, 0.152, 0.156, 0.206, 2.898, 0.027, 104.166, 0.031, 0.032, 0.011, 1211.128, 0.039
5.868, 0.014, 0.165, 0.136, 0.213, 2.948, 0.026, 100.646, 0.035, 0.033, 0.012, 1231.010, 0.039
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
2.978, 0.013, 0.121, 0.144, 0.203, 2.767, 0.026, 88.674, 0.031, 0.030, 0.011, 1172.124, 0.014
2.917, 0.013, 0.126, 0.145, 0.205, 2.977, 0.027, 86.849, 0.033, 0.066, 0.023, 1179.538, 0.010
2.891, 0.014, 0.130, 0.135, 0.203, 2.980, 0.026, 91.623, 0.033, 0.032, 0.011, 1184.427, 0.012
2.883, 0.013, 0.120, 0.149, 0.203, 2.963, 0.027, 93.567, 0.034, 0.031, 0.011, 1180.141, 0.026
2.824, 0.053, 0.129, 0.145, 0.204, 2.932, 0.026, 90.249, 0.032, 0.032, 0.012, 1176.980, 0.015
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
2.899, 0.012, 0.119, 0.124, 0.205, 2.958, 0.027, 998.706, 0.038, 0.030, 0.010, 841.852, 0.016
2.914, 0.013, 0.122, 0.127, 0.209, 2.965, 0.027, 999.582, 0.033, 0.032, 0.010, 837.663, 0.013
2.900, 0.013, 0.124, 0.125, 0.203, 2.990, 0.026, 999.713, 0.034, 0.030, 0.011, 831.886, 0.012
2.908, 0.013, 0.122, 0.127, 0.204, 2.960, 0.027, 998.505, 0.034, 0.030, 0.011, 819.004, 0.012
2.875, 0.012, 0.122, 0.126, 0.203, 2.990, 0.029, 1007.968, 0.040, 0.030, 0.010, 848.040, 0.017
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
3.122, 0.014, 0.170, 0.217, 0.217, 3.491, 0.028, 8.637, 0.023, 0.031, 0.717, 0.031, 19.443, 0.023, 0.026, 0.009, 7.039, 0.012
3.087, 0.014, 0.173, 0.220, 0.217, 2.850, 0.028, 8.367, 0.027, 0.034, 0.719, 0.030, 19.414, 0.022, 0.025, 0.009, 7.379, 0.011
3.166, 0.013, 0.165, 0.214, 0.215, 2.971, 0.028, 8.351, 0.023, 0.033, 0.695, 0.029, 19.904, 0.022, 0.025, 0.009, 8.697, 0.013
2.870, 0.013, 0.161, 0.209, 0.212, 2.835, 0.027, 8.182, 0.023, 0.033, 0.680, 0.030, 19.114, 0.023, 0.026, 0.009, 7.154, 0.011
3.195, 0.014, 0.168, 0.215, 0.215, 2.962, 0.029, 8.485, 0.026, 0.032, 0.702, 0.030, 19.622, 0.023, 0.025, 0.009, 7.308, 0.014
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
4.972, 0.014, 0.159, 0.190, 0.216, 2.766, 0.028, 2.344, 0.016, 0.025, 0.639, 0.026, 0.886, 0.016, 0.017, 0.007, 0.392, 0.012
4.847, 0.014, 0.159, 0.191, 0.217, 2.669, 0.028, 2.421, 0.016, 0.026, 0.625, 0.027, 0.880, 0.016, 0.018, 0.007, 0.382, 0.012
4.861, 0.014, 0.158, 0.179, 0.217, 2.795, 0.029, 2.380, 0.015, 0.024, 0.623, 0.026, 0.876, 0.015, 0.018, 0.007, 0.391, 0.012
4.913, 0.013, 0.155, 0.180, 0.213, 2.750, 0.030, 2.309, 0.018, 0.025, 0.608, 0.028, 0.873, 0.020, 0.017, 0.007, 0.370, 0.015
4.955, 0.015, 0.161, 0.193, 0.216, 2.832, 0.030, 2.384, 0.017, 0.024, 0.613, 0.026, 0.853, 0.017, 0.018, 0.007, 0.368, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
4.653, 0.014, 0.172, 0.165, 0.215, 2.786, 0.026, 105.109, 0.037, 0.034, 0.771, 0.031, 61.514, 0.034, 0.032, 0.011, 81.138, 0.029
4.628, 0.014, 0.157, 0.168, 0.218, 2.703, 0.025, 103.381, 0.038, 0.037, 0.728, 0.034, 71.971, 0.039, 0.032, 0.011, 76.527, 0.011
4.661, 0.014, 0.159, 0.178, 0.217, 2.856, 0.026, 104.677, 0.034, 0.050, 0.765, 0.030, 71.161, 0.060, 0.030, 0.011, 82.645, 0.011
4.650, 0.014, 0.155, 0.163, 0.212, 2.804, 0.026, 102.603, 0.037, 0.036, 0.757, 0.031, 60.383, 0.033, 0.032, 0.011, 78.010, 0.011
4.620, 0.014, 0.181, 0.193, 0.213, 2.799, 0.028, 106.082, 0.040, 0.034, 0.769, 0.032, 61.370, 0.037, 0.031, 0.011, 87.947, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
5.005, 0.013, 0.151, 0.162, 0.204, 2.788, 0.024, 94.651, 0.033, 0.034, 0.747, 0.028, 120.108, 0.033, 0.031, 0.012, 55.531, 0.015
4.981, 0.013, 0.145, 0.165, 0.208, 2.706, 0.027, 94.719, 0.036, 0.036, 0.758, 0.031, 122.175, 0.035, 0.031, 0.011, 60.809, 0.013
5.017, 0.013, 0.148, 0.160, 0.205, 12.522, 0.042, 95.677, 0.033, 0.036, 0.765, 0.028, 119.471, 0.031, 0.030, 0.011, 61.038, 0.011
4.948, 0.013, 0.142, 0.167, 0.207, 2.797, 0.026, 94.461, 0.036, 0.036, 0.749, 0.030, 120.742, 0.035, 0.031, 0.011, 82.514, 0.013
4.939, 0.013, 0.145, 0.164, 0.209, 2.816, 0.027, 97.930, 0.039, 0.036, 0.765, 0.031, 121.071, 0.039, 0.031, 0.011, 61.232, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
5.092, 0.014, 0.193, 0.190, 0.208, 3.705, 0.029, 121.985, 0.037, 0.044, 1.496, 0.027, 187.734, 0.090, 0.029, 0.011, 159.593, 0.012
5.146, 0.013, 0.197, 0.193, 0.215, 3.467, 0.031, 126.887, 0.043, 0.036, 1.411, 0.029, 186.296, 0.035, 0.030, 0.011, 155.828, 0.012
5.031, 0.014, 0.232, 0.195, 0.212, 3.303, 0.028, 125.960, 0.038, 0.036, 1.399, 0.026, 186.123, 0.032, 0.031, 0.012, 158.554, 0.011
5.048, 0.015, 0.199, 0.189, 0.210, 3.410, 0.030, 125.240, 0.045, 0.038, 1.468, 0.029, 187.794, 0.044, 0.032, 0.011, 154.135, 0.012
5.093, 0.014, 0.168, 0.191, 0.208, 3.489, 0.031, 127.815, 0.043, 0.037, 1.497, 0.030, 187.320, 0.055, 0.031, 0.011, 159.568, 0.014
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
4.992, 0.013, 0.183, 0.186, 0.205, 3.378, 0.028, 34.925, 0.028, 0.035, 0.684, 0.028, 0.919, 0.015, 0.016, 0.006, 0.487, 0.011
4.997, 0.014, 0.185, 0.179, 0.208, 3.234, 0.029, 34.569, 0.031, 0.035, 0.640, 0.026, 0.927, 0.019, 0.023, 0.009, 0.487, 0.010
4.991, 0.014, 0.186, 0.179, 0.208, 3.269, 0.028, 34.439, 0.029, 0.038, 0.703, 0.028, 0.924, 0.027, 0.016, 0.007, 0.526, 0.026
4.977, 0.013, 0.186, 0.179, 0.246, 3.349, 0.029, 33.847, 0.032, 0.035, 0.628, 0.031, 0.926, 0.016, 0.016, 0.006, 0.528, 0.028
5.066, 0.013, 0.187, 0.179, 0.207, 3.416, 0.030, 33.896, 0.035, 0.035, 0.639, 0.031, 0.944, 0.017, 0.016, 0.006, 0.532, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
4.760, 0.013, 0.150, 0.181, 0.207, 3.405, 0.028, 233.757, 0.036, 0.035, 1.506, 0.027, 352.703, 0.034, 0.032, 0.012, 196.238, 0.012
4.752, 0.014, 0.203, 0.182, 0.210, 3.279, 0.029, 246.310, 0.035, 0.036, 1.461, 0.030, 354.539, 0.039, 0.031, 0.011, 196.636, 0.011
4.896, 0.013, 0.153, 0.191, 0.269, 3.225, 0.027, 229.869, 0.031, 0.036, 1.419, 0.026, 349.468, 0.034, 0.031, 0.012, 191.434, 0.011
4.760, 0.014, 0.146, 0.182, 0.208, 12.444, 0.050, 235.030, 0.033, 0.037, 1.457, 0.029, 354.380, 0.034, 0.031, 0.012, 188.330, 0.039
4.784, 0.014, 0.152, 0.182, 0.209, 3.470, 0.030, 231.991, 0.041, 0.036, 1.589, 0.029, 356.750, 0.036, 0.031, 0.012, 195.092, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
5.024, 0.014, 0.157, 0.167, 0.207, 3.517, 0.026, 394.739, 0.037, 0.037, 2.509, 0.026, 134.093, 0.036, 0.033, 1.475, 0.027, 121.862, 0.032, 0.030, 0.010, 339.205, 0.014
5.048, 0.014, 0.178, 0.167, 0.210, 3.419, 0.029, 390.035, 0.042, 0.037, 2.379, 0.028, 131.964, 0.039, 0.033, 1.621, 0.030, 123.948, 0.035, 0.030, 0.010, 330.518, 0.012
4.943, 0.014, 0.154, 0.165, 0.208, 3.317, 0.026, 394.331, 0.037, 0.039, 2.658, 0.025, 133.304, 0.036, 0.034, 1.474, 0.027, 121.521, 0.047, 0.032, 0.012, 326.911, 0.014
5.023, 0.014, 0.154, 0.166, 0.210, 3.577, 0.027, 390.059, 0.040, 0.037, 2.425, 0.026, 132.995, 0.035, 0.033, 1.414, 0.029, 142.657, 0.035, 0.030, 0.011, 357.947, 0.011
4.976, 0.014, 0.175, 0.166, 0.210, 3.489, 0.029, 395.933, 0.037, 0.038, 11.780, 0.047, 132.285, 0.035, 0.034, 1.404, 0.030, 135.883, 0.037, 0.030, 0.010, 333.617, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
7.642, 0.014, 0.179, 0.204, 0.208, 3.403, 0.029, 277.787, 0.036, 0.038, 0.827, 0.025, 0.825, 0.015, 0.020, 0.605, 0.025, 2.204, 0.016, 0.018, 0.007, 1.865, 0.011
7.668, 0.013, 0.180, 0.206, 0.209, 3.341, 0.030, 273.581, 0.040, 0.040, 0.827, 0.027, 0.856, 0.017, 0.020, 0.597, 0.027, 2.245, 0.019, 0.019, 0.007, 1.947, 0.012
7.550, 0.013, 0.199, 0.203, 0.210, 3.408, 0.028, 275.670, 0.037, 0.037, 0.818, 0.025, 0.885, 0.015, 0.019, 0.569, 0.024, 2.196, 0.015, 0.018, 0.007, 1.993, 0.015
7.752, 0.013, 0.160, 0.209, 0.210, 3.304, 0.030, 275.053, 0.040, 0.044, 0.885, 0.026, 0.867, 0.017, 0.020, 0.606, 0.026, 2.221, 0.018, 0.019, 0.007, 1.936, 0.012
7.689, 0.013, 0.199, 0.205, 0.209, 3.343, 0.031, 278.073, 0.040, 0.038, 0.817, 0.027, 0.928, 0.017, 0.020, 0.607, 0.027, 2.278, 0.018, 0.018, 0.007, 1.917, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
7.054, 0.013, 0.156, 0.192, 0.213, 3.523, 0.029, 253.147, 0.038, 0.036, 0.791, 0.025, 0.685, 0.015, 0.019, 0.588, 0.024, 0.900, 0.027, 0.017, 0.006, 0.385, 0.026
7.063, 0.014, 0.156, 0.193, 0.214, 3.465, 0.031, 254.474, 0.041, 0.044, 0.800, 0.026, 0.693, 0.030, 0.019, 0.578, 0.026, 0.931, 0.029, 0.017, 0.006, 0.379, 0.023
7.022, 0.013, 0.157, 0.194, 0.254, 3.385, 0.028, 252.570, 0.036, 0.038, 0.788, 0.023, 0.812, 0.027, 0.019, 0.583, 0.024, 0.903, 0.027, 0.018, 0.006, 0.372, 0.015
7.082, 0.013, 0.159, 0.197, 0.213, 3.381, 0.030, 253.732, 0.041, 0.039, 0.800, 0.026, 0.699, 0.031, 0.019, 0.583, 0.026, 0.890, 0.029, 0.017, 0.006, 0.387, 0.026
6.996, 0.013, 0.157, 0.196, 0.214, 3.377, 0.031, 252.058, 0.040, 0.037, 0.797, 0.026, 0.691, 0.030, 0.019, 0.558, 0.050, 0.882, 0.030, 0.017, 0.006, 0.391, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
7.110, 0.013, 0.146, 0.175, 0.204, 3.485, 0.025, 364.224, 0.032, 0.037, 2.479, 0.024, 132.841, 0.032, 0.033, 1.478, 0.028, 425.544, 0.037, 0.029, 0.010, 489.446, 0.012
6.992, 0.014, 0.140, 0.169, 0.218, 3.400, 0.027, 361.628, 0.040, 0.038, 2.386, 0.028, 132.215, 0.037, 0.033, 1.416, 0.030, 415.737, 0.042, 0.029, 0.010, 493.684, 0.012
6.977, 0.013, 0.141, 0.175, 0.205, 3.375, 0.025, 362.566, 0.033, 0.038, 2.440, 0.024, 131.796, 0.033, 0.032, 1.429, 0.028, 420.117, 0.034, 0.030, 0.010, 499.173, 0.011
7.087, 0.013, 0.149, 0.162, 0.205, 3.354, 0.027, 363.678, 0.041, 0.038, 2.344, 0.026, 133.202, 0.039, 0.033, 1.404, 0.030, 416.923, 0.040, 0.029, 0.011, 489.414, 0.012
7.032, 0.013, 0.136, 0.177, 0.205, 3.325, 0.027, 362.688, 0.041, 0.038, 2.392, 0.026, 133.467, 0.040, 0.032, 1.490, 0.031, 419.062, 0.041, 0.029, 0.011, 498.031, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
7.673, 0.014, 0.194, 0.212, 0.207, 3.112, 0.027, 358.097, 0.036, 0.039, 2.160, 0.025, 37.331, 0.020, 0.026, 1.815, 0.027, 62.872, 0.032, 0.031, 0.014, 49.321, 0.012
7.731, 0.014, 0.194, 0.212, 0.208, 3.030, 0.030, 355.372, 0.036, 0.038, 2.061, 0.027, 35.635, 0.020, 0.025, 1.631, 0.026, 61.749, 0.034, 0.030, 0.015, 48.539, 0.012
7.838, 0.014, 0.158, 0.207, 0.209, 3.076, 0.028, 357.679, 0.038, 0.040, 2.092, 0.025, 37.222, 0.017, 0.023, 1.689, 0.025, 61.987, 0.033, 0.030, 0.014, 48.767, 0.011
7.701, 0.014, 0.192, 0.211, 0.207, 3.012, 0.030, 358.144, 0.040, 0.039, 2.056, 0.027, 37.480, 0.019, 0.024, 1.731, 0.027, 65.363, 0.035, 0.031, 0.014, 48.865, 0.012
7.768, 0.013, 0.197, 0.206, 0.209, 3.015, 0.030, 358.125, 0.040, 0.040, 2.062, 0.027, 36.622, 0.018, 0.023, 1.659, 0.026, 64.879, 0.036, 0.031, 0.014, 50.983, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
7.244, 0.014, 0.174, 0.220, 0.207, 3.122, 0.029, 198.384, 0.038, 0.059, 0.676, 0.025, 0.679, 0.015, 0.019, 0.484, 0.023, 0.846, 0.015, 0.016, 0.010, 0.336, 0.012
7.141, 0.014, 0.204, 0.224, 0.208, 3.029, 0.032, 195.056, 0.042, 0.061, 0.684, 0.027, 0.671, 0.018, 0.020, 0.467, 0.022, 0.781, 0.018, 0.016, 0.009, 0.336, 0.012
7.215, 0.013, 0.212, 0.216, 0.207, 3.034, 0.029, 201.823, 0.037, 0.060, 0.692, 0.025, 0.743, 0.015, 0.020, 0.484, 0.023, 0.785, 0.015, 0.016, 0.009, 0.337, 0.011
7.163, 0.014, 0.210, 0.238, 0.208, 3.034, 0.030, 197.958, 0.041, 0.059, 0.692, 0.027, 0.675, 0.017, 0.019, 0.489, 0.025, 0.814, 0.017, 0.016, 0.009, 0.348, 0.011
7.246, 0.014, 0.171, 0.216, 0.207, 3.147, 0.031, 197.659, 0.042, 0.061, 0.681, 0.027, 0.758, 0.018, 0.020, 0.459, 0.025, 0.767, 0.018, 0.016, 0.010, 0.341, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
6.995, 0.014, 0.158, 0.206, 0.211, 3.144, 0.028, 357.139, 0.036, 0.059, 2.181, 0.025, 91.555, 0.032, 0.032, 1.947, 0.028, 81.827, 0.032, 0.030, 0.014, 228.302, 0.012
7.067, 0.014, 0.158, 0.207, 0.214, 3.073, 0.031, 359.882, 0.040, 0.059, 2.062, 0.027, 92.622, 0.035, 0.032, 1.905, 0.029, 81.199, 0.033, 0.029, 0.014, 227.701, 0.012
7.042, 0.014, 0.157, 0.207, 0.215, 3.053, 0.027, 357.806, 0.036, 0.063, 2.052, 0.024, 90.811, 0.030, 0.033, 1.861, 0.027, 80.343, 0.034, 0.033, 0.015, 232.852, 0.011
7.028, 0.014, 0.159, 0.205, 0.212, 3.045, 0.030, 356.765, 0.039, 0.058, 2.174, 0.027, 92.145, 0.037, 0.032, 1.850, 0.030, 80.565, 0.035, 0.030, 0.014, 231.679, 0.012
7.041, 0.015, 0.158, 0.207, 0.214, 3.037, 0.031, 355.709, 0.040, 0.061, 2.051, 0.026, 92.664, 0.034, 0.033, 1.884, 0.029, 79.516, 0.035, 0.029, 0.013, 231.614, 0.013
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
7.336, 0.013, 0.193, 0.190, 0.207, 4.257, 0.025, 258.604, 0.036, 0.035, 2.074, 0.028, 116.478, 0.031, 0.036, 1.290, 0.023, 116.827, 0.033, 0.027, 0.011, 107.783, 0.040
7.383, 0.014, 0.195, 0.189, 0.208, 3.993, 0.027, 259.233, 0.042, 0.036, 2.087, 0.029, 114.316, 0.033, 0.033, 1.550, 0.028, 114.056, 0.041, 0.027, 0.011, 106.267, 0.027
