Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.014, 0.640, 0.067, 0.345, 1.282, 0.031, 0.000, 20.962, 0.079, 0.028, 0.016, 1.242, 51.222, 0.014
0.034, 0.011, 0.283, 0.036, 0.342, 1.000, 0.027, 0.000, 10.138, 0.078, 0.026, 0.010, 0.643, 37.973, 0.012
0.029, 0.011, 0.277, 0.036, 0.388, 0.990, 0.027, 0.000, 10.114, 0.063, 0.026, 0.011, 0.705, 37.877, 0.011
0.024, 0.010, 0.305, 0.035, 0.342, 1.033, 0.027, 0.000, 9.951, 0.063, 0.025, 0.010, 0.635, 38.313, 0.011
0.024, 0.010, 0.305, 0.034, 0.344, 0.988, 0.027, 0.000, 10.774, 0.064, 0.025, 0.010, 0.632, 37.983, 0.011
0.023, 0.011, 0.308, 0.034, 0.343, 0.988, 0.027, 0.000, 9.970, 0.064, 0.024, 0.010, 0.632, 37.933, 0.011
0.024, 0.010, 0.309, 0.035, 0.344, 0.997, 0.027, 0.000, 9.983, 0.063, 0.025, 0.010, 0.637, 37.895, 0.011
0.024, 0.010, 0.268, 0.036, 0.411, 0.987, 0.027, 0.000, 9.780, 0.060, 0.024, 0.010, 0.622, 37.858, 0.010
0.023, 0.011, 0.269, 0.035, 0.343, 0.994, 0.027, 0.000, 9.953, 0.061, 0.025, 0.010, 0.624, 37.894, 0.012
0.024, 0.011, 0.277, 0.048, 0.344, 0.992, 0.027, 0.000, 9.701, 0.062, 0.025, 0.010, 0.629, 39.183, 0.011
0.026, 0.011, 0.283, 0.038, 0.358, 1.038, 0.027, 0.000, 10.856, 0.065, 0.025, 0.010, 0.620, 39.255, 0.011
0.025, 0.011, 0.286, 0.035, 0.358, 1.035, 0.028, 0.000, 9.837, 0.059, 0.024, 0.010, 0.622, 39.894, 0.012
0.027, 0.012, 0.283, 0.037, 0.372, 1.084, 0.027, 0.000, 10.715, 0.064, 0.025, 0.010, 0.679, 39.434, 0.012
0.025, 0.011, 0.294, 0.036, 0.356, 1.013, 0.027, 0.000, 10.308, 0.062, 0.026, 0.011, 0.635, 39.715, 0.011
0.025, 0.011, 0.297, 0.036, 0.359, 1.025, 0.027, 0.000, 10.111, 0.060, 0.024, 0.010, 0.620, 39.464, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.026, 0.011, 0.270, 0.037, 0.372, 1.030, 0.028, 0.000, 9.415, 0.074, 0.025, 0.010, 0.616, 32.220, 0.011
0.024, 0.011, 0.269, 0.037, 0.365, 1.091, 0.027, 0.000, 10.939, 0.062, 0.025, 0.010, 0.684, 31.930, 0.012
0.026, 0.011, 0.269, 0.036, 0.377, 1.014, 0.027, 0.000, 10.039, 0.060, 0.026, 0.010, 0.618, 32.208, 0.011
0.024, 0.011, 0.266, 0.037, 0.365, 1.044, 0.027, 0.000, 10.644, 0.075, 0.025, 0.010, 0.614, 32.090, 0.012
0.026, 0.011, 0.276, 0.045, 0.389, 1.060, 0.027, 0.000, 11.271, 0.061, 0.025, 0.011, 0.619, 32.333, 0.011
0.025, 0.012, 0.282, 0.035, 0.366, 1.093, 0.027, 0.000, 10.751, 0.061, 0.025, 0.010, 0.619, 31.983, 0.014
0.025, 0.012, 0.284, 0.036, 0.366, 1.045, 0.028, 0.000, 10.779, 0.062, 0.025, 0.010, 0.614, 31.909, 0.012
0.025, 0.011, 0.268, 0.036, 0.357, 1.024, 0.027, 0.000, 9.659, 0.061, 0.025, 0.010, 0.612, 32.297, 0.011
0.025, 0.011, 0.268, 0.037, 0.371, 1.034, 0.028, 0.000, 9.759, 0.073, 0.025, 0.010, 0.613, 32.312, 0.012
0.024, 0.011, 0.276, 0.035, 0.365, 1.052, 0.028, 0.000, 10.296, 0.060, 0.025, 0.011, 0.615, 32.267, 0.012
0.028, 0.011, 0.272, 0.037, 0.377, 1.032, 0.028, 0.000, 9.793, 0.060, 0.026, 0.010, 0.617, 32.274, 0.011
0.026, 0.011, 0.270, 0.037, 0.372, 1.074, 0.027, 0.000, 10.061, 0.076, 0.025, 0.010, 0.615, 31.894, 0.011
0.024, 0.011, 0.277, 0.037, 0.366, 1.050, 0.028, 0.000, 10.926, 0.060, 0.025, 0.010, 0.616, 32.226, 0.011
0.027, 0.011, 0.277, 0.036, 0.367, 1.047, 0.028, 0.000, 9.738, 0.062, 0.026, 0.010, 0.618, 32.177, 0.011
0.025, 0.012, 0.270, 0.036, 0.366, 1.064, 0.028, 0.000, 9.776, 0.061, 0.026, 0.010, 0.612, 32.239, 0.013
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.026, 0.021, 0.280, 0.035, 0.368, 1.047, 0.028, 0.000, 48.612, 0.936, 0.026, 0.009, 0.669, 135.176, 0.012
0.086, 0.010, 0.295, 0.035, 0.359, 1.023, 0.028, 0.000, 50.140, 1.001, 0.026, 0.009, 0.611, 121.946, 0.013
0.069, 0.010, 0.248, 0.033, 0.351, 1.006, 0.027, 0.000, 42.749, 0.935, 0.027, 0.009, 0.612, 119.002, 0.012
0.051, 0.011, 0.257, 0.034, 0.358, 1.027, 0.028, 0.000, 45.171, 0.939, 0.028, 0.009, 0.654, 120.478, 0.025
0.049, 0.011, 0.259, 0.034, 0.367, 1.027, 0.028, 0.000, 43.412, 0.948, 0.027, 0.009, 0.649, 120.865, 0.011
0.384, 0.011, 0.261, 0.034, 0.351, 1.001, 0.027, 0.000, 45.528, 1.016, 0.027, 0.009, 0.668, 122.880, 0.012
0.066, 0.012, 0.263, 0.034, 0.377, 1.027, 0.027, 0.000, 43.772, 0.940, 0.026, 0.009, 0.612, 121.846, 0.011
0.104, 0.011, 0.275, 0.035, 0.358, 1.023, 0.034, 0.000, 45.835, 0.948, 0.027, 0.009, 0.616, 123.048, 0.011
0.068, 0.011, 0.260, 0.034, 0.357, 1.032, 0.027, 0.000, 46.213, 1.017, 0.025, 0.009, 0.613, 118.359, 0.012
0.100, 0.011, 0.262, 0.036, 0.375, 1.037, 0.027, 0.000, 44.620, 0.940, 0.026, 0.009, 0.614, 121.101, 0.012
0.057, 0.011, 0.261, 0.034, 0.360, 1.025, 0.028, 0.000, 44.916, 0.936, 0.025, 0.009, 0.619, 121.571, 0.011
0.051, 0.011, 0.271, 0.035, 0.374, 1.036, 0.027, 0.000, 43.750, 0.949, 0.026, 0.009, 0.618, 122.134, 0.011
0.109, 0.011, 0.256, 0.035, 0.360, 1.028, 0.026, 0.000, 43.750, 1.024, 0.026, 0.009, 0.621, 123.142, 0.011
0.590, 0.011, 0.256, 0.035, 0.359, 1.016, 0.027, 0.000, 43.614, 0.943, 0.027, 0.009, 0.686, 120.486, 0.012
0.272, 0.011, 0.258, 0.034, 0.358, 1.029, 0.028, 0.000, 49.472, 0.942, 0.027, 0.009, 0.620, 122.973, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.053, 0.012, 0.336, 0.040, 0.361, 1.345, 0.027, 0.000, 7.020, 0.032, 0.027, 0.727, 0.067, 0.000, 7.972, 0.050, 0.021, 0.009, 0.435, 8.136, 0.025
0.057, 0.011, 0.321, 0.039, 0.337, 1.228, 0.026, 0.000, 6.728, 0.042, 0.026, 0.694, 0.024, 0.000, 7.184, 0.049, 0.020, 0.008, 0.428, 5.914, 0.011
0.031, 0.011, 0.285, 0.052, 0.337, 1.200, 0.024, 0.000, 6.696, 0.030, 0.025, 0.688, 0.024, 0.000, 7.228, 0.052, 0.023, 0.010, 0.491, 5.937, 0.012
0.032, 0.011, 0.287, 0.038, 0.337, 1.198, 0.024, 0.000, 6.356, 0.050, 0.026, 0.713, 0.025, 0.000, 6.921, 0.028, 0.019, 0.008, 0.410, 5.708, 0.011
0.028, 0.010, 0.285, 0.038, 0.352, 1.238, 0.025, 0.000, 6.451, 0.029, 0.027, 0.713, 0.025, 0.000, 6.747, 0.034, 0.020, 0.008, 0.439, 5.592, 0.011
0.018, 0.010, 0.281, 0.038, 0.351, 1.295, 0.026, 0.000, 6.444, 0.028, 0.026, 0.714, 0.055, 0.000, 5.939, 0.036, 0.020, 0.009, 0.444, 5.738, 0.011
0.016, 0.011, 0.277, 0.039, 0.351, 1.241, 0.026, 0.000, 6.466, 0.028, 0.027, 0.716, 0.025, 0.000, 6.226, 0.044, 0.022, 0.010, 0.476, 5.694, 0.011
0.017, 0.011, 0.278, 0.038, 0.352, 1.253, 0.025, 0.000, 6.376, 0.029, 0.025, 0.718, 0.025, 0.000, 6.849, 0.028, 0.018, 0.008, 0.408, 5.720, 0.011
0.028, 0.011, 0.278, 0.038, 0.348, 1.238, 0.025, 0.000, 6.252, 0.026, 0.025, 0.704, 0.024, 0.000, 6.830, 0.027, 0.019, 0.008, 0.408, 5.885, 0.010
0.036, 0.011, 0.281, 0.037, 0.351, 1.237, 0.024, 0.000, 6.276, 0.027, 0.026, 0.707, 0.025, 0.000, 5.849, 0.027, 0.019, 0.008, 0.448, 5.690, 0.010
0.017, 0.010, 0.275, 0.038, 0.352, 1.284, 0.025, 0.000, 6.389, 0.027, 0.026, 0.704, 0.025, 0.000, 6.966, 0.029, 0.018, 0.008, 0.404, 5.730, 0.010
0.030, 0.011, 0.275, 0.039, 0.350, 1.238, 0.026, 0.000, 6.400, 0.028, 0.026, 0.707, 0.024, 0.000, 6.796, 0.028, 0.018, 0.008, 0.408, 5.694, 0.010
0.030, 0.011, 0.281, 0.038, 0.351, 1.238, 0.025, 0.000, 6.271, 0.027, 0.026, 0.707, 0.024, 0.000, 7.131, 0.040, 0.023, 0.010, 0.462, 5.770, 0.010
0.031, 0.011, 0.280, 0.039, 0.351, 1.291, 0.025, 0.000, 6.331, 0.029, 0.026, 0.717, 0.025, 0.000, 7.601, 0.044, 0.023, 0.014, 0.473, 5.644, 0.010
