Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
11.801, 0.020, 8.266, 72.611, 0.017
11.933, 0.019, 8.161, 70.726, 0.016
11.964, 0.019, 8.322, 73.487, 0.018
11.850, 0.018, 8.138, 72.137, 0.016
11.731, 0.018, 8.168, 71.351, 0.017
11.818, 0.018, 8.248, 71.903, 0.017
11.824, 0.019, 8.232, 70.624, 0.018
11.915, 0.019, 8.157, 72.752, 0.017
11.928, 0.019, 8.285, 70.516, 0.020
11.851, 0.019, 8.267, 70.576, 0.017
12.402, 0.019, 8.570, 70.792, 0.017
12.302, 0.019, 8.586, 71.058, 0.018
12.324, 0.020, 8.565, 70.782, 0.016
11.862, 0.018, 8.158, 73.946, 0.018
11.733, 0.019, 8.108, 71.067, 0.019
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
12.317, 0.019, 8.438, 63.496, 0.017
11.830, 0.018, 8.213, 63.521, 0.017
11.948, 0.018, 8.306, 63.513, 0.017
11.678, 0.017, 8.053, 64.371, 0.017
11.848, 0.019, 8.227, 65.189, 0.018
12.281, 0.020, 8.441, 65.911, 0.017
11.798, 0.019, 8.200, 65.731, 0.018
11.953, 0.018, 8.135, 63.051, 0.017
11.790, 0.018, 8.082, 64.034, 0.017
11.837, 0.019, 8.141, 65.224, 0.016
11.881, 0.018, 8.158, 63.888, 0.021
12.309, 0.020, 8.476, 65.262, 0.018
11.938, 0.018, 8.282, 64.624, 0.018
11.925, 0.018, 8.148, 63.163, 0.017
12.031, 0.018, 8.210, 63.290, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
11.842, 0.019, 3.071, 213.750, 0.031
12.042, 0.019, 3.050, 212.808, 0.036
11.946, 0.019, 3.027, 213.891, 0.033
11.899, 0.019, 2.929, 211.684, 0.032
11.888, 0.019, 2.981, 210.083, 0.031
11.988, 0.018, 3.087, 214.266, 0.017
11.887, 0.018, 2.978, 214.682, 0.035
11.693, 0.019, 3.010, 213.315, 0.032
11.795, 0.018, 3.014, 211.024, 0.033
11.687, 0.018, 2.976, 210.136, 0.033
11.952, 0.018, 3.084, 211.259, 0.032
11.626, 0.018, 2.958, 212.884, 0.032
11.954, 0.018, 3.013, 211.762, 0.032
11.967, 0.018, 3.057, 211.974, 0.019
11.827, 0.019, 3.059, 210.801, 0.033
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
11.970, 0.018, 13.160, 22.615, 0.017
11.927, 0.018, 13.489, 19.578, 0.019
11.845, 0.018, 13.567, 21.630, 0.016
12.019, 0.019, 13.558, 22.259, 0.017
11.970, 0.018, 13.618, 22.052, 0.017
11.944, 0.018, 13.612, 20.236, 0.017
11.828, 0.018, 13.612, 19.992, 0.016
11.864, 0.019, 13.617, 23.153, 0.017
11.920, 0.019, 13.514, 20.929, 0.016
11.857, 0.032, 13.569, 20.974, 0.017
12.084, 0.019, 13.547, 20.401, 0.017
11.976, 0.020, 13.490, 21.450, 0.017
11.907, 0.020, 13.349, 22.654, 0.016
11.830, 0.018, 13.544, 21.097, 0.016
11.950, 0.018, 13.509, 20.106, 0.017
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
11.902, 0.020, 13.532, 22.960, 0.018
11.945, 0.019, 13.541, 24.506, 0.017
11.767, 0.018, 13.440, 22.555, 0.018
11.976, 0.019, 13.735, 23.047, 0.019
11.912, 0.019, 13.507, 21.716, 0.019
11.917, 0.019, 13.607, 22.278, 0.018
11.810, 0.018, 13.472, 24.435, 0.021
11.924, 0.019, 13.551, 23.519, 0.021
11.932, 0.019, 13.430, 22.242, 0.016
11.947, 0.018, 13.408, 20.580, 0.018
11.788, 0.018, 13.504, 22.298, 0.017
12.032, 0.019, 13.369, 22.919, 0.018
12.034, 0.019, 13.620, 22.834, 0.018
11.929, 0.019, 13.533, 25.662, 0.017
11.945, 0.019, 13.551, 22.650, 0.017
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
11.931, 0.020, 23.839, 141.096, 0.017
11.814, 0.018, 23.788, 141.432, 0.017
11.603, 0.020, 23.093, 150.478, 0.017
11.828, 0.018, 23.136, 141.769, 0.016
11.955, 0.018, 23.113, 138.047, 0.017
11.913, 0.019, 23.187, 138.417, 0.017
11.808, 0.018, 23.644, 138.206, 0.017
11.854, 0.019, 23.817, 138.217, 0.017
11.858, 0.019, 23.665, 137.171, 0.017
11.576, 0.019, 23.303, 140.204, 0.016
11.742, 0.019, 23.395, 137.106, 0.017
11.802, 0.018, 23.352, 138.378, 0.035
11.983, 0.018, 23.169, 138.293, 0.032
11.781, 0.017, 23.393, 138.605, 0.017
12.004, 0.020, 23.320, 139.295, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
11.731, 0.019, 28.343, 380.610, 0.032
11.842, 0.018, 28.069, 375.915, 0.032
11.935, 0.018, 27.949, 376.477, 0.033
11.997, 0.018, 28.416, 381.911, 0.032
11.982, 0.018, 28.111, 416.927, 0.032
11.965, 0.018, 28.060, 389.709, 0.036
11.796, 0.019, 28.187, 394.655, 0.035
11.795, 0.019, 28.440, 375.219, 0.033
11.872, 0.018, 28.056, 378.416, 0.032
11.697, 0.018, 28.610, 415.652, 0.032
11.773, 0.018, 27.952, 380.904, 0.031
11.752, 0.018, 28.031, 374.581, 0.032
11.911, 0.018, 27.798, 375.415, 0.031
11.971, 0.018, 28.352, 373.985, 0.032
12.007, 0.018, 28.140, 383.327, 0.031
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
11.747, 0.018, 24.467, 39.079, 0.018
11.753, 0.018, 24.873, 42.829, 0.018
11.929, 0.019, 24.688, 38.060, 0.018
11.894, 0.018, 24.588, 38.652, 0.018
11.937, 0.019, 24.643, 36.010, 0.019
12.029, 0.019, 25.013, 42.645, 0.020
11.922, 0.019, 24.861, 41.012, 0.021
11.832, 0.019, 26.873, 36.425, 0.019
11.869, 0.018, 24.676, 40.757, 0.017
11.853, 0.019, 24.841, 36.416, 0.017
11.984, 0.018, 25.069, 40.566, 0.017
11.889, 0.018, 24.613, 41.872, 0.019
11.931, 0.018, 24.993, 42.006, 0.017
11.952, 0.019, 24.779, 39.018, 0.019
11.978, 0.019, 24.950, 39.005, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
11.837, 0.018, 20.038, 61.459, 0.018
11.920, 0.018, 20.124, 60.258, 0.016
11.948, 0.019, 20.244, 58.055, 0.019
11.911, 0.019, 19.915, 60.209, 0.037
11.902, 0.019, 20.140, 59.264, 0.022
12.014, 0.019, 20.211, 57.062, 0.018
11.894, 0.019, 19.983, 59.851, 0.019
11.949, 0.019, 20.096, 60.367, 0.017
11.943, 0.018, 19.865, 60.477, 0.019
11.883, 0.018, 19.900, 62.072, 0.035
11.892, 0.019, 19.893, 60.719, 0.019
11.774, 0.018, 19.796, 60.891, 0.033
11.854, 0.018, 20.065, 59.590, 0.018
11.887, 0.019, 20.223, 60.064, 0.019
11.857, 0.019, 19.796, 59.921, 0.021
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
11.932, 0.018, 26.348, 49.346, 0.017
11.898, 0.018, 26.378, 51.975, 0.019
11.997, 0.019, 26.032, 51.952, 0.019
11.907, 0.032, 26.233, 50.418, 0.018
11.953, 0.019, 26.220, 51.327, 0.018
11.887, 0.020, 26.004, 48.504, 0.017
11.925, 0.018, 26.156, 50.212, 0.017
11.854, 0.019, 25.887, 49.896, 0.018
11.958, 0.019, 26.175, 50.618, 0.017
12.025, 0.019, 26.026, 49.317, 0.018
11.900, 0.019, 26.159, 48.957, 0.025
11.942, 0.018, 26.340, 52.805, 0.017
11.978, 0.020, 26.242, 51.406, 0.019
11.893, 0.018, 26.273, 50.731, 0.017
11.900, 0.019, 26.264, 49.876, 0.017
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
11.884, 0.019, 16.863, 40.001, 0.018
11.795, 0.018, 17.020, 42.726, 0.018
11.934, 0.019, 17.228, 39.186, 0.019
11.884, 0.019, 17.218, 39.474, 0.020
11.837, 0.018, 17.013, 41.228, 0.021
12.153, 0.019, 17.215, 39.185, 0.018
11.800, 0.018, 17.146, 38.802, 0.018
11.931, 0.018, 17.188, 39.707, 0.018
11.902, 0.018, 17.018, 40.013, 0.020
12.033, 0.019, 17.307, 41.308, 0.020
11.932, 0.018, 17.102, 38.390, 0.022
11.873, 0.019, 17.106, 38.945, 0.020
11.986, 0.019, 17.052, 41.252, 0.036
11.844, 0.018, 17.117, 43.089, 0.018
12.096, 0.018, 17.088, 38.579, 0.023
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
11.908, 0.019, 17.473, 74.721, 0.017
11.841, 0.019, 17.297, 74.395, 0.018
11.831, 0.019, 17.394, 73.040, 0.017
11.754, 0.018, 17.115, 71.444, 0.018
11.940, 0.018, 17.386, 77.126, 0.019
11.951, 0.019, 17.511, 74.408, 0.018
11.924, 0.018, 17.432, 73.277, 0.018
11.906, 0.019, 17.556, 75.224, 0.018
11.881, 0.018, 17.377, 76.335, 0.017
11.854, 0.019, 17.210, 73.441, 0.018
12.044, 0.019, 17.622, 75.696, 0.017
11.952, 0.018, 17.506, 71.822, 0.017
11.949, 0.019, 17.386, 75.364, 0.018
11.962, 0.019, 17.527, 76.115, 0.018
11.843, 0.018, 17.532, 75.778, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
11.805, 0.019, 17.444, 70.206, 0.018
11.947, 0.020, 17.450, 74.001, 0.017
12.008, 0.019, 17.506, 73.011, 0.017
11.999, 0.019, 17.450, 70.875, 0.018
11.894, 0.018, 17.511, 69.965, 0.017
11.957, 0.018, 17.373, 69.802, 0.019
11.849, 0.019, 17.511, 69.267, 0.017
11.953, 0.019, 17.549, 68.661, 0.017
11.833, 0.018, 17.550, 72.213, 0.018
11.991, 0.019, 17.404, 72.361, 0.019
11.854, 0.017, 17.376, 68.167, 0.017
11.991, 0.019, 17.382, 69.061, 0.018
11.821, 0.017, 17.456, 72.866, 0.017
12.006, 0.020, 17.396, 72.457, 0.018
11.957, 0.018, 17.510, 74.288, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
11.995, 0.019, 17.288, 88.958, 0.018
12.037, 0.018, 17.005, 88.804, 0.018
11.975, 0.018, 17.152, 86.005, 0.018
12.062, 0.020, 17.276, 88.320, 0.021
11.855, 0.018, 17.031, 83.842, 0.017
11.884, 0.019, 17.081, 87.164, 0.019
11.837, 0.019, 17.172, 87.510, 0.018
11.939, 0.018, 17.186, 85.010, 0.017
11.859, 0.020, 17.086, 85.726, 0.017
12.022, 0.019, 17.012, 85.511, 0.018
12.014, 0.019, 17.244, 87.277, 0.018
11.920, 0.019, 17.061, 86.775, 0.017
12.033, 0.019, 17.101, 87.375, 0.017
11.909, 0.019, 17.102, 84.206, 0.017
11.915, 0.018, 16.951, 83.713, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
11.931, 0.019, 20.528, 60.166, 0.018
11.880, 0.019, 20.373, 62.865, 0.018
11.979, 0.018, 20.573, 61.785, 0.018
11.941, 0.019, 20.377, 64.924, 0.018
11.904, 0.018, 20.231, 60.550, 0.017
11.792, 0.019, 20.322, 63.667, 0.017
11.984, 0.020, 20.418, 64.274, 0.018
11.840, 0.018, 20.507, 63.961, 0.018
11.889, 0.019, 20.541, 65.214, 0.018
11.981, 0.020, 20.555, 61.206, 0.018
11.777, 0.018, 20.401, 59.814, 0.018
11.899, 0.019, 20.149, 60.907, 0.017
11.843, 0.018, 20.415, 63.392, 0.018
11.896, 0.019, 20.361, 61.313, 0.017
11.938, 0.019, 20.575, 64.978, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
11.810, 0.019, 19.611, 37.897, 0.018
11.815, 0.018, 19.504, 39.646, 0.018
11.868, 0.019, 19.820, 37.157, 0.018
11.883, 0.018, 19.659, 40.933, 0.018
11.891, 0.019, 19.585, 38.375, 0.018
11.922, 0.018, 19.481, 39.665, 0.017
11.962, 0.018, 19.546, 35.978, 0.022
11.915, 0.019, 19.529, 36.213, 0.017
11.957, 0.020, 19.717, 39.963, 0.017
11.914, 0.019, 19.703, 38.367, 0.017
11.884, 0.018, 19.520, 37.928, 0.018
12.003, 0.019, 19.793, 37.485, 0.017
11.898, 0.019, 19.503, 37.846, 0.018
11.916, 0.019, 19.456, 35.543, 0.018
11.988, 0.019, 19.646, 40.211, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
12.009, 0.019, 26.517, 92.191, 0.018
11.677, 0.018, 26.559, 90.563, 0.018
11.860, 0.018, 26.645, 91.073, 0.018
11.641, 0.018, 26.305, 89.448, 0.036
11.938, 0.018, 26.550, 90.552, 0.018
11.946, 0.019, 26.525, 90.119, 0.017
11.876, 0.018, 26.564, 91.581, 0.017
11.732, 0.018, 26.557, 88.209, 0.020
11.872, 0.020, 26.689, 92.618, 0.017
11.723, 0.018, 26.601, 91.404, 0.018
11.779, 0.018, 26.453, 92.189, 0.017
11.896, 0.019, 26.799, 92.814, 0.026
11.929, 0.019, 26.641, 89.022, 0.017
11.860, 0.019, 26.788, 93.473, 0.018
11.873, 0.018, 26.582, 89.413, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
11.946, 0.018, 13.852, 111.486, 0.017
11.914, 0.018, 13.787, 67.326, 0.018
11.858, 0.018, 13.889, 74.656, 0.017
12.022, 0.020, 13.938, 69.080, 0.017
