Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.069, , 0.342, 0.558, 0.257, 0.170, , , , , 0.169, 0.124, 0.015, 22.923, 24.627
0.255, 0.489, 0.437, 0.648, 0.416, 0.170, , , , , 0.174, 0.163, 0.024, 0.559, 3.335
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.186, , 0.675, 1.266, 0.645, 0.400, , , , , 0.372, 0.255, 0.022, 16.646, 20.467
0.147, , 0.975, 0.557, 0.250, 0.143, , , , , 0.153, 0.114, 0.021, 2.256, 4.616
0.494, , 0.700, 0.603, 0.346, 0.183, , , , , 0.188, 0.141, 0.021, 12.267, 14.943
0.151, , 0.468, 0.692, 0.473, 0.217, , , , , 0.246, 0.192, 0.024, 48.428, 50.891
0.138, , 1.261, 0.714, 0.392, 0.220, , , , , 0.227, 0.181, 0.020, 0.102, 3.255
0.120, , 0.448, 0.535, 0.249, 0.168, , , , , 0.168, 0.191, 0.015, 0.179, 2.073
0.133, , 0.440, 0.505, 0.251, 0.166, , , , , 0.176, 0.130, 0.015, 22.616, 24.432
0.271, 0.499, 0.397, 0.656, 0.486, 0.171, , , , , 0.183, 0.161, 0.023, 0.498, 3.345
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.172, , 0.699, 0.990, 0.630, 0.392, , , , , 0.360, 0.249, 0.021, 16.680, 20.193
0.162, , 0.529, 0.555, 0.248, 0.139, , , , , 0.149, 0.139, 0.019, 3.197, 5.137
0.385, , 0.460, 0.619, 0.338, 0.181, , , , , 0.178, 0.139, 0.021, 12.168, 14.489
0.177, , 0.580, 0.690, 0.416, 0.222, , , , , 0.245, 0.189, 0.029, 48.100, 50.648
0.125, , 0.461, 0.689, 0.384, 0.213, , , , , 0.224, 0.179, 0.019, 0.112, 2.406
0.083, , 0.332, 0.566, 0.268, 0.179, , , , , 0.197, 0.134, 0.017, 0.115, 1.891
0.080, , 0.340, 0.525, 0.255, 0.166, , , , , 0.164, 0.125, 0.016, 22.881, 24.552
0.306, 0.487, 0.414, 0.702, 0.471, 0.171, , , , , 0.177, 0.162, 0.022, 0.577, 3.489
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.192, , 0.644, 1.000, 0.634, 0.395, , , , , 0.358, 0.278, 0.021, 16.359, 19.881
0.142, , 0.465, 0.584, 0.254, 0.142, , , , , 0.152, 0.111, 0.020, 2.174, 4.044
0.157, , 0.472, 0.753, 0.351, 0.178, , , , , 0.184, 0.141, 0.023, 12.395, 14.654
0.176, , 0.496, 1.241, 0.418, 0.218, , , , , 0.238, 0.188, 0.024, 48.104, 51.103
0.145, , 0.441, 0.639, 0.391, 0.210, , , , , 0.313, 0.177, 0.019, 0.567, 2.902
0.112, , 0.615, 0.786, 0.448, 0.337, , , , , 0.172, 0.131, 0.016, 0.206, 2.823
0.133, , 0.448, 0.514, 0.250, 0.168, , , , , 0.168, 0.122, 0.015, 22.792, 24.610
0.314, 0.523, 0.410, 0.664, 0.420, 0.169, , , , , 0.185, 0.162, 0.025, 0.557, 3.429
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.197, , 0.995, 1.117, 0.629, 0.390, , , , , 0.360, 0.245, 0.022, 16.870, 20.825
0.152, , 0.550, 1.036, 0.333, 0.138, , , , , 0.149, 0.112, 0.019, 3.024, 5.513
0.174, , 0.484, 0.613, 0.348, 0.180, , , , , 0.183, 0.141, 0.021, 11.919, 14.063
0.197, , 0.592, 0.650, 0.409, 0.214, , , , , 0.238, 0.183, 0.026, 48.353, 50.862
0.913, , 0.444, 0.670, 0.411, 0.220, , , , , 0.223, 0.180, 0.019, 0.215, 3.295
0.116, , 0.601, 0.885, 0.312, 0.178, , , , , 0.174, 0.134, 0.016, 0.130, 2.546
0.094, , 0.350, 1.609, 0.265, 0.178, , , , , 0.172, 0.129, 0.018, 22.517, 25.332
0.266, 0.508, 0.403, 0.684, 0.427, 0.173, , , , , 0.177, 0.167, 0.023, 0.625, 3.453
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.185, , 1.249, 0.996, 0.640, 0.397, , , , , 0.363, 0.249, 0.021, 16.681, 20.781
0.165, , 0.550, 0.554, 0.248, 0.140, , , , , 0.148, 0.110, 0.021, 2.457, 4.393
0.208, , 0.688, 0.635, 0.332, 0.179, , , , , 0.180, 0.138, 0.024, 9.250, 11.634
0.183, , 0.529, 0.673, 0.409, 0.217, , , , , 0.233, 0.184, 0.024, 48.170, 50.622
0.179, , 0.620, 0.729, 0.379, 0.211, , , , , 0.220, 0.176, 0.019, 0.164, 2.697
0.134, , 0.443, 0.492, 0.249, 0.254, , , , , 0.171, 0.131, 0.017, 0.104, 1.995
0.117, , 0.373, 1.566, 0.252, 0.173, , , , , 0.166, 0.123, 0.016, 22.879, 25.665
0.249, 0.514, 0.469, 0.657, 0.408, 0.173, , , , , 0.178, 0.163, 0.025, 0.583, 3.419
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.179, , 0.476, 0.634, 0.363, 0.192, , , , , 0.253, 0.161, 0.020, 16.468, 18.746
0.084, , 0.837, 0.642, 0.270, 0.153, , , , , 0.158, 0.119, 0.021, 3.765, 6.049
0.132, , 0.673, 1.050, 0.448, 0.193, , , , , 0.202, 0.150, 0.022, 12.337, 15.207
0.151, , 0.681, 0.789, 0.453, 0.238, , , , , 0.251, 0.194, 0.026, 48.067, 50.850
0.134, , 0.452, 0.635, 0.402, 0.220, , , , , 0.224, 0.179, 0.019, 0.101, 2.366
0.099, , 1.584, 0.535, 0.269, 0.196, , , , , 0.180, 0.134, 0.016, 0.104, 3.117
0.113, , 0.452, 0.594, 0.262, 0.177, , , , , 0.179, 0.128, 0.016, 22.861, 24.782
0.318, 0.693, 0.440, 0.668, 0.436, 0.217, , , , , 0.179, 0.164, 0.024, 0.271, 3.410
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.198, , 0.737, 1.226, 0.633, 0.399, , , , , 0.363, 0.254, 0.020, 18.473, 22.303
0.187, , 0.611, 0.605, 0.256, 0.141, , , , , 0.148, 0.114, 0.020, 3.295, 5.377
0.164, , 0.472, 0.634, 0.348, 0.178, , , , , 0.180, 0.170, 0.021, 9.487, 11.654
0.170, , 0.487, 0.668, 0.502, 0.223, , , , , 0.244, 0.191, 0.024, 48.105, 50.614
0.131, , 1.698, 0.728, 0.400, 0.212, , , , , 0.230, 0.182, 0.020, 0.161, 3.762
0.112, , 0.642, 0.935, 0.410, 0.229, , , , , 0.180, 0.134, 0.017, 0.124, 2.783
0.094, , 0.343, 0.553, 0.263, 0.168, , , , , 0.169, 0.124, 0.015, 22.753, 24.482
0.250, 0.509, 0.411, 0.705, 0.428, 0.175, , , , , 0.181, 0.167, 0.024, 0.519, 3.369
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.197, , 0.650, 0.827, 0.353, 0.183, , , , , 0.189, 0.160, 0.021, 16.569, 19.149
0.138, , 0.621, 0.631, 0.253, 0.139, , , , , 0.147, 0.112, 0.020, 2.128, 4.189
0.175, , 0.627, 0.932, 0.610, 0.356, , , , , 0.346, 0.217, 0.022, 11.256, 14.541
0.192, , 0.587, 0.648, 0.409, 0.225, , , , , 0.232, 0.186, 0.025, 49.234, 51.738
0.132, , 1.354, 0.676, 0.396, 0.223, , , , , 0.222, 0.180, 0.018, 0.099, 3.300
0.151, , 0.362, 0.553, 0.263, 0.179, , , , , 0.174, 0.130, 0.016, 0.084, 1.912
0.112, , 0.463, 0.603, 0.268, 0.167, , , , , 0.168, 0.123, 0.015, 22.555, 24.474
0.248, 0.562, 0.425, 0.692, 0.424, 0.171, , , , , 0.181, 0.165, 0.023, 0.552, 3.443
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.159, , 0.522, 0.642, 0.361, 0.191, , , , , 0.188, 0.166, 0.020, 16.770, 19.019
0.167, , 0.536, 0.557, 0.253, 0.144, , , , , 0.146, 0.113, 0.019, 2.517, 4.452
0.174, , 0.455, 0.630, 0.343, 0.176, , , , , 0.180, 0.143, 0.020, 9.734, 11.855
0.170, , 0.468, 0.648, 0.408, 0.292, , , , , 0.230, 0.185, 0.025, 48.148, 50.574
0.129, , 1.301, 0.628, 0.387, 0.281, , , , , 0.223, 0.182, 0.019, 0.453, 3.603
0.112, , 0.480, 0.499, 0.253, 0.177, , , , , 0.171, 0.133, 0.016, 0.109, 1.950
0.127, , 0.441, 0.494, 0.250, 0.166, , , , , 0.165, 0.121, 0.016, 22.688, 24.468
0.259, 0.506, 0.389, 0.642, 0.414, 0.173, , , , , 0.187, 0.162, 0.023, 0.496, 3.251
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.199, , 0.669, 0.769, 0.348, 0.184, , , , , 0.183, 0.156, 0.021, 16.691, 19.220
0.117, , 0.426, 0.631, 0.256, 0.139, , , , , 0.148, 0.110, 0.020, 2.263, 4.110
0.158, , 0.445, 0.602, 0.330, 0.171, , , , , 0.182, 0.135, 0.022, 11.338, 13.383
0.160, , 0.469, 0.669, 0.502, 0.214, , , , , 0.233, 0.181, 0.023, 48.708, 51.159
0.134, , 1.304, 0.682, 0.396, 0.215, , , , , 0.228, 0.178, 0.020, 0.127, 3.284
0.083, , 0.329, 0.576, 0.259, 0.174, , , , , 0.218, 0.132, 0.015, 0.108, 1.894
0.097, , 0.357, 1.242, 0.266, 0.176, , , , , 0.190, 0.129, 0.017, 22.765, 25.239
0.649, 0.551, 0.395, 0.688, 0.424, 0.175, , , , , 0.173, 0.164, 0.022, 0.506, 3.747
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.511, , 0.935, 0.639, 0.354, 0.191, , , , , 0.190, 0.162, 0.020, 16.776, 19.778
0.090, , 0.477, 0.720, 0.267, 0.151, , , , , 0.164, 0.118, 0.020, 2.219, 4.226
0.132, , 0.601, 0.620, 0.360, 0.194, , , , , 0.188, 0.149, 0.023, 12.353, 14.620
0.120, , 0.521, 0.701, 0.435, 0.228, , , , , 0.250, 0.198, 0.027, 48.170, 50.650
0.133, , 0.448, 0.894, 0.393, 0.219, , , , , 0.221, 0.180, 0.020, 0.124, 2.632
0.184, , 0.542, 0.653, 0.269, 0.179, , , , , 0.180, 0.133, 0.017, 0.124, 2.281
0.111, , 0.463, 0.534, 0.252, 0.179, , , , , 0.168, 0.124, 0.015, 22.607, 24.453
0.230, 0.535, 0.435, 0.718, 0.434, 0.175, , , , , 0.184, 0.170, 0.024, 0.524, 3.429
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.186, , 0.652, 0.967, 0.697, 0.397, , , , , 0.362, 0.250, 0.023, 16.639, 20.173
0.166, , 0.603, 0.738, 0.251, 0.138, , , , , 0.148, 0.111, 0.020, 2.016, 4.191
0.187, , 0.570, 0.585, 0.339, 0.174, , , , , 0.179, 0.139, 0.022, 11.622, 13.817
0.235, , 0.520, 0.683, 0.409, 0.216, , , , , 0.240, 0.184, 0.025, 48.631, 51.143
0.260, , 0.486, 1.683, 0.389, 0.215, , , , , 0.217, 0.175, 0.018, 0.130, 3.573
0.141, , 0.452, 0.574, 0.248, 0.166, , , , , 0.169, 0.127, 0.016, 0.196, 2.089
0.112, , 0.344, 0.592, 0.253, 0.238, , , , , 0.165, 0.127, 0.016, 23.067, 24.914
0.243, 0.457, 0.376, 0.644, 0.416, 0.169, , , , , 0.172, 0.163, 0.024, 0.188, 2.852
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.192, , 1.396, 0.969, 0.633, 0.473, , , , , 0.359, 0.249, 0.021, 16.830, 21.122
0.133, , 0.552, 0.641, 0.249, 0.139, , , , , 0.152, 0.116, 0.019, 2.234, 4.235
0.149, , 0.455, 0.625, 0.345, 0.180, , , , , 0.182, 0.138, 0.021, 12.154, 14.249
0.216, , 0.671, 0.672, 0.415, 0.217, , , , , 0.238, 0.186, 0.024, 48.119, 50.758
0.132, , 0.450, 1.249, 0.393, 0.216, , , , , 0.230, 0.180, 0.020, 0.163, 3.033
0.113, , 0.518, 0.716, 0.261, 0.179, , , , , 0.176, 0.133, 0.016, 0.111, 2.223
0.077, , 0.371, 0.553, 0.260, 0.174, , , , , 0.175, 0.126, 0.015, 22.858, 24.609
0.254, 0.584, 0.401, 0.691, 0.421, 0.177, , , , , 0.175, 0.167, 0.023, 0.555, 3.448
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.152, , 0.431, 0.589, 0.261, 0.150, , , , , 0.149, 0.124, 0.021, 37.819, 39.696
0.155, , 0.453, 0.615, 0.359, 0.174, , , , , 0.177, 0.152, 0.020, 74.272, 76.377
0.171, , 0.713, 0.973, 0.320, 0.179, , , , , 0.181, 0.139, 0.020, 34.280, 36.976
0.154, , 0.450, 0.610, 0.264, 0.164, , , , , 0.166, 0.133, 0.021, 3.764, 5.726
0.148, , 0.478, 0.856, 0.405, 0.212, , , , , 0.249, 0.186, 0.024, 74.883, 77.441
0.182, , 0.528, 0.554, 0.265, 0.174, , , , , 0.172, 0.149, 0.020, 23.564, 25.608
0.285, 0.600, 0.408, 0.669, 0.417, 0.170, , , , , 0.173, 0.161, 0.025, 0.984, 3.892
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.168, , 0.625, 0.975, 0.456, 0.299, , , , , 0.274, 0.186, 0.026, 44.391, 47.400
0.174, , 0.702, 0.668, 0.354, 0.176, , , , , 0.176, 0.152, 0.020, 74.266, 76.688
0.805, , 0.550, 0.621, 0.328, 0.179, , , , , 0.182, 0.140, 0.020, 28.914, 31.739
0.162, , 0.533, 0.611, 0.271, 0.168, , , , , 0.165, 0.131, 0.020, 3.579, 5.640
0.139, , 0.462, 0.799, 0.399, 0.219, , , , , 0.310, 0.185, 0.024, 76.942, 79.479
0.153, , 0.565, 0.716, 0.271, 0.171, , , , , 0.220, 0.135, 0.020, 23.233, 25.484
0.265, 0.603, 0.384, 0.676, 0.419, 0.175, , , , , 0.179, 0.162, 0.023, 0.767, 3.653
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.164, , 0.646, 0.970, 0.451, 0.365, , , , , 0.276, 0.185, 0.023, 42.597, 45.677
0.178, , 0.596, 0.617, 0.363, 0.175, , , , , 0.176, 0.156, 0.022, 74.311, 76.594
0.158, , 0.992, 0.613, 0.320, 0.174, , , , , 0.179, 0.138, 0.021, 40.379, 42.974
0.151, , 0.436, 0.753, 0.273, 0.167, , , , , 0.169, 0.132, 0.020, 3.597, 5.698
0.133, , 0.445, 0.791, 0.436, 0.216, , , , , 0.240, 0.183, 0.024, 80.921, 83.389
0.142, , 0.437, 1.714, 0.276, 0.174, , , , , 0.171, 0.139, 0.024, 22.651, 25.728
0.195, 0.472, 0.391, 0.717, 0.433, 0.178, , , , , 0.185, 0.176, 0.024, 0.328, 3.099
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.153, , 0.419, 0.603, 0.270, 0.148, , , , , 0.192, 0.123, 0.022, 32.005, 33.935
0.172, , 0.673, 0.716, 0.354, 0.177, , , , , 0.179, 0.154, 0.022, 74.375, 76.822
0.688, , 0.468, 0.618, 0.319, 0.173, , , , , 0.178, 0.138, 0.019, 28.910, 31.511
0.166, , 0.537, 0.559, 0.266, 0.163, , , , , 0.167, 0.134, 0.021, 2.280, 4.293
0.176, , 0.651, 1.017, 0.405, 0.224, , , , , 0.259, 0.188, 0.025, 84.251, 87.196
0.169, , 0.565, 0.706, 0.269, 0.174, , , , , 0.172, 0.137, 0.021, 22.891, 25.104
0.255, 0.478, 0.396, 0.674, 0.414, 0.170, , , , , 0.173, 0.160, 0.023, 2.610, 5.353
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.174, , 0.649, 0.985, 0.461, 0.298, , , , , 0.277, 0.186, 0.021, 31.780, 34.831
0.191, , 0.493, 0.647, 0.373, 0.183, , , , , 0.185, 0.157, 0.021, 75.007, 77.257
0.144, , 0.953, 0.628, 0.371, 0.180, , , , , 0.186, 0.140, 0.021, 28.796, 31.419
0.174, , 0.430, 0.661, 0.269, 0.162, , , , , 0.166, 0.133, 0.019, 2.510, 4.524
0.122, , 0.462, 0.808, 0.397, 0.214, , , , , 0.249, 0.185, 0.026, 85.856, 88.319
0.140, , 0.551, 0.610, 0.286, 0.182, , , , , 0.174, 0.138, 0.020, 23.455, 25.556
0.289, 0.529, 0.395, 0.686, 0.420, 0.170, , , , , 0.171, 0.164, 0.023, 0.761, 3.608
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.134, , 0.842, 0.954, 0.466, 0.305, , , , , 0.279, 0.188, 0.021, 32.048, 35.237
0.174, , 0.490, 0.690, 0.359, 0.177, , , , , 0.178, 0.156, 0.021, 74.512, 76.757
0.165, , 0.581, 0.656, 0.325, 0.176, , , , , 0.176, 0.141, 0.020, 29.159, 31.399
0.165, , 0.540, 0.604, 0.279, 0.174, , , , , 0.169, 0.135, 0.020, 2.866, 4.952
0.222, , 0.568, 0.804, 0.414, 0.253, , , , , 0.286, 0.188, 0.029, 86.722, 89.486
0.180, , 0.591, 0.609, 0.276, 0.177, , , , , 0.172, 0.136, 0.020, 23.034, 25.195
0.251, 0.551, 0.392, 0.651, 0.421, 0.252, , , , , 0.176, 0.163, 0.022, 0.724, 3.603
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.184, , 0.731, 0.922, 0.460, 0.298, , , , , 0.277, 0.186, 0.021, 43.908, 46.987
0.142, , 0.512, 0.654, 0.368, 0.187, , , , , 0.180, 0.173, 0.021, 74.282, 76.519
0.142, , 0.465, 1.364, 0.339, 0.184, , , , , 0.190, 0.142, 0.020, 29.097, 31.943
0.207, , 0.531, 0.583, 0.267, 0.170, , , , , 0.168, 0.133, 0.021, 3.694, 5.774
0.188, , 0.604, 0.849, 0.397, 0.222, , , , , 0.242, 0.187, 0.025, 84.784, 87.498
0.164, , 0.605, 0.816, 0.271, 0.172, , , , , 0.168, 0.137, 0.020, 22.938, 25.291
0.245, 0.495, 0.387, 0.673, 0.414, 0.171, , , , , 0.172, 0.160, 0.023, 1.168, 3.908
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.156, , 0.471, 0.619, 0.276, 0.157, , , , , 0.154, 0.125, 0.020, 40.538, 42.516
0.196, , 0.614, 0.766, 0.364, 0.178, , , , , 0.179, 0.156, 0.022, 74.355, 76.830
1.089, , 0.486, 1.110, 0.326, 0.186, , , , , 0.230, 0.141, 0.020, 28.633, 32.221
0.163, , 0.607, 0.586, 0.270, 0.202, , , , , 0.186, 0.135, 0.020, 2.668, 4.837
0.165, , 0.609, 0.868, 0.413, 0.225, , , , , 0.259, 0.192, 0.025, 91.597, 94.353
0.155, , 0.571, 0.632, 0.280, 0.182, , , , , 0.180, 0.142, 0.019, 23.185, 25.346
0.254, 0.494, 0.578, 0.667, 0.414, 0.169, , , , , 0.174, 0.161, 0.024, 0.406, 3.341
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.179, , 0.886, 0.806, 0.275, 0.159, , , , , 0.157, 0.125, 0.021, 39.878, 42.486
0.155, , 0.470, 1.434, 0.353, 0.175, , , , , 0.178, 0.155, 0.022, 74.452, 77.394
0.147, , 0.698, 0.627, 0.326, 0.178, , , , , 0.178, 0.163, 0.022, 29.079, 31.418
0.147, , 0.438, 0.602, 0.271, 0.166, , , , , 0.203, 0.146, 0.020, 4.044, 6.037
0.184, , 0.656, 0.884, 0.406, 0.221, , , , , 0.251, 0.187, 0.024, 89.314, 92.127
0.168, , 0.662, 0.682, 0.287, 0.218, , , , , 0.174, 0.137, 0.020, 23.003, 25.351
0.252, 0.517, 0.397, 0.682, 0.424, 0.171, , , , , 0.174, 0.163, 0.024, 2.187, 4.991
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.155, , 0.690, 0.933, 0.469, 0.302, , , , , 0.280, 0.188, 0.022, 32.574, 35.613
0.178, , 0.631, 0.614, 0.352, 0.174, , , , , 0.182, 0.156, 0.020, 74.437, 76.744
0.150, , 0.465, 0.615, 0.335, 0.173, , , , , 0.180, 0.136, 0.019, 28.996, 31.069
0.176, , 0.413, 0.564, 0.264, 0.162, , , , , 0.165, 0.133, 0.021, 3.182, 5.080
0.173, , 0.443, 0.868, 0.429, 0.215, , , , , 0.245, 0.183, 0.024, 82.299, 84.879
0.145, , 0.458, 0.590, 0.279, 0.176, , , , , 0.173, 0.138, 0.020, 22.893, 24.872
0.253, 0.614, 0.397, 0.672, 0.468, 0.170, , , , , 0.174, 0.165, 0.022, 1.345, 4.280
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.170, , 0.635, 1.509, 0.464, 0.362, , , , , 0.275, 0.185, 0.020, 32.980, 36.600
0.138, , 0.607, 0.651, 0.367, 0.180, , , , , 0.181, 0.154, 0.020, 74.483, 76.781
0.183, , 0.885, 0.770, 0.330, 0.177, , , , , 0.188, 0.140, 0.020, 39.998, 42.691
0.124, , 0.544, 0.592, 0.347, 0.166, , , , , 0.168, 0.135, 0.019, 2.704, 4.799
0.150, , 0.611, 0.818, 0.413, 0.215, , , , , 0.251, 0.184, 0.026, 77.350, 80.018
0.180, , 0.548, 0.595, 0.346, 0.171, , , , , 0.170, 0.136, 0.021, 23.719, 25.886
0.242, 0.510, 0.420, 0.679, 0.416, 0.166, , , , , 0.172, 0.160, 0.023, 1.230, 4.018
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.146, , 0.537, 0.612, 0.280, 0.157, , , , , 0.154, 0.125, 0.019, 37.724, 39.754
0.142, , 0.542, 0.637, 0.356, 0.177, , , , , 0.177, 0.207, 0.021, 75.965, 78.224
0.156, , 0.479, 0.587, 0.322, 0.177, , , , , 0.184, 0.138, 0.019, 29.118, 31.180
0.179, , 2.049, 0.641, 0.302, 0.166, , , , , 0.168, 0.133, 0.020, 3.631, 7.289
0.193, , 0.605, 0.847, 0.411, 0.223, , , , , 0.313, 0.186, 0.025, 74.705, 77.508
0.155, , 0.522, 0.633, 0.289, 0.176, , , , , 0.173, 0.137, 0.020, 23.169, 25.274
0.250, 0.534, 0.416, 0.658, 0.418, 0.244, , , , , 0.175, 0.164, 0.023, 0.753, 3.635
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.148, , 0.698, 0.950, 0.463, 0.300, , , , , 0.277, 0.190, 0.024, 43.185, 46.235
0.153, , 0.478, 0.639, 0.356, 0.179, , , , , 0.184, 0.156, 0.021, 74.433, 76.599
0.184, , 1.200, 0.730, 0.333, 0.179, , , , , 0.183, 0.141, 0.020, 28.682, 31.652
0.150, , 0.454, 0.661, 0.278, 0.168, , , , , 0.173, 0.135, 0.020, 2.786, 4.825
0.168, , 0.600, 0.802, 0.407, 0.226, , , , , 0.248, 0.192, 0.023, 86.624, 89.290
0.151, , 0.624, 0.661, 0.275, 0.172, , , , , 0.171, 0.136, 0.020, 23.587, 25.797
0.406, 0.818, 0.396, 0.658, 0.475, 0.168, , , , , 0.171, 0.161, 0.023, 0.455, 3.731
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.151, , 0.463, 0.751, 0.269, 0.155, , , , , 0.155, 0.122, 0.021, 43.424, 45.511
0.154, , 0.531, 0.648, 0.352, 0.173, , , , , 0.175, 0.154, 0.021, 75.151, 77.359
0.158, , 0.442, 1.468, 0.323, 0.175, , , , , 0.181, 0.139, 0.020, 28.636, 31.542
0.140, , 0.428, 0.709, 0.273, 0.165, , , , , 0.167, 0.131, 0.021, 2.231, 4.265
0.163, , 0.498, 0.802, 0.401, 0.219, , , , , 0.244, 0.186, 0.024, 90.329, 92.866
