Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.012, 0.184, 0.136, 0.211, 1.739, 0.046, 0.973, 0.010, 6720.399, 0.048
0.584, 0.011, 0.130, 0.139, 0.273, 1.556, 0.039, 1.139, 0.010, 21.514, 0.011
0.573, 0.012, 0.163, 0.151, 0.205, 1.592, 0.025, 1.105, 0.023, 21.877, 0.011
0.490, 0.012, 0.132, 0.138, 0.205, 1.515, 0.026, 1.063, 0.010, 22.190, 0.011
0.673, 0.012, 0.131, 0.143, 0.205, 1.669, 0.026, 0.918, 0.013, 23.007, 0.012
0.765, 0.027, 0.130, 0.142, 0.200, 1.686, 0.026, 0.919, 0.010, 22.715, 0.012
0.687, 0.012, 0.116, 0.138, 0.206, 1.516, 0.025, 0.882, 0.013, 26.043, 0.038
0.542, 0.014, 0.230, 0.229, 0.677, 1.771, 0.028, 1.141, 0.010, 19.985, 0.011
0.785, 0.012, 0.143, 0.138, 0.206, 1.596, 0.027, 1.026, 0.011, 19.958, 0.038
0.565, 0.012, 0.152, 0.133, 0.200, 1.580, 0.029, 0.962, 0.010, 18.445, 0.012
0.634, 0.012, 0.119, 0.148, 0.219, 1.606, 0.029, 0.940, 0.011, 22.219, 0.012
0.704, 0.013, 0.194, 0.234, 0.503, 1.674, 0.026, 1.046, 0.010, 19.811, 0.011
0.845, 0.040, 0.127, 0.132, 0.200, 1.681, 0.026, 1.113, 0.010, 22.291, 0.028
0.886, 0.025, 0.131, 0.140, 0.206, 1.655, 0.026, 1.061, 0.010, 21.916, 0.012
0.810, 0.026, 0.113, 0.138, 0.205, 1.556, 0.026, 1.090, 0.012, 23.051, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
2.363, 0.052, 0.522, 0.591, 1.159, 7.383, 0.151, 1.169, 0.030, 29.109, 0.011
0.599, 0.027, 0.144, 0.123, 0.206, 1.594, 0.027, 1.037, 0.009, 14.374, 0.011
0.495, 0.012, 0.123, 0.134, 0.206, 1.687, 0.040, 0.834, 0.012, 14.560, 0.011
0.642, 0.012, 0.108, 0.130, 0.205, 1.721, 0.026, 0.863, 0.014, 14.762, 0.012
0.671, 0.014, 0.117, 0.139, 0.218, 1.636, 0.027, 0.849, 0.010, 14.558, 0.011
0.621, 0.012, 0.118, 0.128, 0.218, 1.517, 0.029, 0.895, 0.009, 14.552, 0.012
0.783, 0.012, 0.122, 0.133, 0.204, 1.631, 0.026, 1.099, 0.010, 15.014, 0.012
0.684, 0.012, 0.146, 0.132, 0.204, 1.701, 0.026, 1.014, 0.010, 14.645, 0.012
0.761, 0.012, 0.110, 0.133, 0.206, 1.637, 0.028, 0.993, 0.009, 14.580, 0.011
0.641, 0.012, 0.113, 0.134, 0.208, 1.512, 0.028, 1.030, 0.009, 14.943, 0.012
0.723, 0.012, 0.114, 0.141, 0.217, 1.578, 0.030, 1.047, 0.012, 15.023, 0.014
0.614, 0.012, 0.124, 0.118, 0.204, 1.537, 0.048, 1.068, 0.009, 14.538, 0.011
0.774, 0.013, 0.112, 0.132, 0.204, 1.616, 0.026, 1.120, 0.009, 14.539, 0.011
0.740, 0.012, 0.116, 0.144, 0.222, 1.605, 0.028, 0.920, 0.010, 14.549, 0.012
0.613, 0.013, 0.224, 0.145, 0.206, 1.581, 0.027, 1.012, 0.010, 15.010, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.708, 0.013, 0.105, 0.134, 0.205, 1.437, 0.038, 1.449, 0.012, 33.953, 0.030
0.593, 0.011, 0.111, 0.128, 0.215, 1.427, 0.027, 1.434, 0.010, 22.018, 0.011
0.633, 0.011, 0.115, 0.130, 0.223, 1.473, 0.028, 1.463, 0.011, 21.685, 0.026
0.637, 0.012, 0.125, 0.128, 0.218, 1.489, 0.025, 1.617, 0.018, 25.954, 0.012
0.529, 0.015, 0.108, 0.129, 0.218, 1.505, 0.027, 1.495, 0.010, 21.980, 0.012
0.638, 0.012, 0.120, 0.128, 0.217, 1.465, 0.028, 1.583, 0.010, 22.034, 0.014
0.523, 0.012, 0.120, 0.130, 0.219, 1.557, 0.028, 1.497, 0.026, 25.067, 0.028
0.648, 0.011, 0.110, 0.130, 0.219, 1.497, 0.028, 1.894, 0.010, 22.577, 0.012
0.576, 0.012, 0.114, 0.132, 0.217, 1.418, 0.028, 1.428, 0.010, 21.898, 0.012
0.548, 0.012, 0.205, 0.211, 0.703, 1.550, 0.028, 1.873, 0.009, 21.981, 0.012
0.594, 0.012, 0.108, 0.131, 0.220, 1.655, 0.030, 1.512, 0.011, 21.989, 0.026
0.705, 0.012, 0.111, 0.128, 0.218, 1.482, 0.028, 1.588, 0.011, 21.970, 0.012
0.709, 0.013, 0.115, 0.127, 0.217, 1.610, 0.028, 1.477, 0.024, 21.946, 0.012
0.724, 0.012, 0.118, 0.133, 0.219, 1.418, 0.027, 1.496, 0.012, 22.176, 0.012
0.745, 0.012, 0.110, 0.130, 0.221, 1.486, 0.028, 1.445, 0.010, 22.258, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.613, 0.012, 0.186, 0.217, 0.201, 2.049, 0.028, 2.157, 3.172, 0.075, 3.945, 0.052, 115.465, 0.050
0.643, 0.013, 0.157, 0.201, 0.215, 1.727, 0.025, 0.888, 1.259, 0.027, 0.726, 0.007, 1.543, 0.011
0.719, 0.024, 0.167, 0.202, 0.203, 2.034, 0.026, 0.929, 1.348, 0.025, 0.804, 0.008, 1.714, 0.024
0.679, 0.013, 0.162, 0.203, 0.219, 2.053, 0.028, 0.792, 1.263, 0.027, 0.853, 0.009, 1.587, 0.010
0.663, 0.012, 0.161, 0.208, 0.221, 1.783, 0.028, 0.843, 1.289, 0.028, 0.673, 0.009, 1.565, 0.011
0.673, 0.012, 0.159, 0.206, 0.220, 1.897, 0.028, 0.897, 1.404, 0.028, 0.758, 0.007, 1.605, 0.014
0.756, 0.012, 0.182, 0.193, 0.204, 2.074, 0.027, 0.811, 1.310, 0.027, 0.779, 0.008, 1.577, 0.011
0.620, 0.015, 0.159, 0.204, 0.220, 2.053, 0.028, 0.921, 1.375, 0.027, 0.775, 0.008, 1.506, 0.011
0.697, 0.012, 0.158, 0.214, 0.222, 1.895, 0.028, 0.823, 1.384, 0.027, 0.733, 0.008, 1.532, 0.010
0.654, 0.012, 0.162, 0.205, 0.221, 1.992, 0.028, 0.922, 1.382, 0.026, 0.773, 0.009, 1.510, 0.011
0.609, 0.011, 0.255, 0.329, 0.478, 1.780, 0.039, 0.946, 1.366, 0.038, 0.872, 0.008, 1.552, 0.024
0.717, 0.012, 0.161, 0.206, 0.222, 1.814, 0.029, 0.875, 1.306, 0.027, 0.777, 0.008, 1.530, 0.011
0.763, 0.014, 0.155, 0.204, 0.219, 2.070, 0.028, 0.927, 1.275, 0.028, 0.786, 0.010, 1.533, 0.011
0.707, 0.013, 0.160, 0.209, 0.221, 1.811, 0.028, 0.828, 1.309, 0.028, 0.849, 0.009, 1.586, 0.011
0.826, 0.012, 0.199, 0.200, 0.202, 2.020, 0.027, 1.032, 1.319, 0.028, 0.760, 0.008, 1.500, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
2.210, 0.061, 1.306, 1.797, 2.783, 9.023, 0.210, 3.332, 6.009, 0.142, 3.528, 0.038, 4.656, 0.067
0.586, 0.011, 0.151, 0.178, 0.212, 1.760, 0.026, 0.742, 1.299, 0.029, 0.677, 0.009, 1.011, 0.011
0.598, 0.027, 0.189, 0.168, 0.199, 1.974, 0.024, 0.889, 1.464, 0.040, 0.934, 0.020, 1.053, 0.010
0.573, 0.011, 0.261, 0.182, 0.217, 1.924, 0.027, 0.811, 1.386, 0.034, 0.763, 0.007, 1.098, 0.011
0.621, 0.012, 0.152, 0.181, 0.224, 1.976, 0.027, 0.906, 1.400, 0.035, 0.701, 0.010, 1.011, 0.011
0.629, 0.012, 0.153, 0.182, 0.218, 1.854, 0.027, 0.737, 1.341, 0.029, 0.710, 0.007, 1.077, 0.011
0.511, 0.011, 0.155, 0.181, 0.216, 1.725, 0.026, 0.744, 1.233, 0.030, 0.760, 0.010, 1.020, 0.012
0.624, 0.011, 0.150, 0.182, 0.218, 1.866, 0.027, 0.859, 1.246, 0.029, 0.785, 0.007, 0.979, 0.012
0.628, 0.012, 0.150, 0.168, 0.216, 1.849, 0.026, 0.752, 1.298, 0.029, 0.709, 0.007, 1.010, 0.011
0.468, 0.016, 0.151, 0.181, 0.218, 2.031, 0.028, 0.856, 1.305, 0.033, 0.712, 0.009, 0.977, 0.015
0.735, 0.011, 0.155, 0.161, 0.199, 1.997, 0.037, 0.875, 1.445, 0.028, 0.785, 0.007, 0.993, 0.013
0.637, 0.011, 0.151, 0.173, 0.216, 1.910, 0.026, 0.895, 1.298, 0.029, 0.784, 0.008, 1.020, 0.011
0.659, 0.011, 0.153, 0.181, 0.217, 1.969, 0.027, 0.869, 1.389, 0.029, 0.806, 0.007, 1.052, 0.012
0.625, 0.011, 0.154, 0.194, 0.217, 1.800, 0.027, 0.951, 1.437, 0.029, 0.826, 0.007, 1.041, 0.012
0.631, 0.012, 0.153, 0.204, 0.216, 1.824, 0.027, 0.899, 1.371, 0.029, 0.705, 0.007, 1.024, 0.014
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
2.058, 0.046, 0.629, 0.789, 1.089, 8.186, 0.126, 4.406, 5.969, 0.147, 1.088, 0.011, 2.251, 0.024
0.602, 0.012, 0.146, 0.160, 0.213, 1.830, 0.024, 0.836, 1.283, 0.030, 1.006, 0.011, 2.165, 0.012
0.436, 0.012, 0.143, 0.158, 0.203, 1.863, 0.022, 0.950, 1.313, 0.030, 0.840, 0.013, 2.283, 0.011
0.604, 0.012, 0.149, 0.163, 0.225, 1.920, 0.024, 1.055, 1.438, 0.030, 0.965, 0.011, 2.261, 0.012
0.588, 0.012, 0.153, 0.170, 0.217, 1.960, 0.024, 0.967, 1.440, 0.038, 0.968, 0.011, 2.218, 0.012
0.558, 0.012, 0.149, 0.164, 0.219, 1.691, 0.024, 0.998, 1.291, 0.030, 0.826, 0.011, 2.259, 0.012
