Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.615, 0.014, 0.152, 0.291, 2.087, 0.009, 0.035, 2.153, 0.010, 0.042, 0.926, 0.009, 0.047, 1.012, 0.013, 0.057, 0.976, 0.007, 0.033, 0.785, 0.022, 2.304, 0.012
0.643, 0.011, 0.148, 0.300, 2.358, 0.007, 0.028, 2.145, 0.008, 0.035, 1.044, 0.010, 0.035, 1.796, 0.021, 0.086, 1.676, 0.013, 0.058, 1.618, 0.036, 3.852, 0.018
0.672, 0.012, 0.169, 0.277, 2.723, 0.007, 0.027, 2.014, 0.008, 0.036, 0.823, 0.008, 0.031, 1.019, 0.013, 0.057, 0.861, 0.008, 0.039, 0.828, 0.029, 2.354, 0.011
0.621, 0.012, 0.153, 0.306, 2.019, 0.009, 0.034, 2.272, 0.009, 0.037, 0.947, 0.009, 0.042, 2.564, 0.029, 0.120, 2.031, 0.019, 0.086, 2.209, 0.052, 5.505, 0.026
0.648, 0.025, 0.198, 0.282, 2.505, 0.007, 0.028, 2.112, 0.008, 0.036, 0.937, 0.009, 0.035, 4.353, 0.046, 0.191, 4.207, 0.036, 0.158, 4.008, 0.093, 10.401, 0.046
0.630, 0.011, 0.150, 0.331, 2.272, 0.007, 0.028, 2.114, 0.009, 0.035, 0.889, 0.008, 0.032, 1.198, 0.014, 0.058, 0.912, 0.008, 0.040, 0.891, 0.032, 2.370, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
0.576, 0.014, 0.141, 0.285, 2.245, 0.007, 0.029, 2.214, 0.009, 0.035, 0.982, 0.010, 0.032, 1.538, 0.013, 0.054, 1.540, 0.012, 0.052, 1.357, 0.040, 6.019, 0.017
0.533, 0.012, 0.232, 0.503, 2.308, 0.009, 0.035, 1.972, 0.008, 0.036, 0.834, 0.010, 0.034, 1.039, 0.009, 0.037, 0.994, 0.007, 0.034, 1.056, 0.031, 4.170, 0.012
0.608, 0.011, 0.139, 0.279, 2.143, 0.008, 0.031, 2.509, 0.010, 0.041, 0.874, 0.011, 0.043, 1.125, 0.010, 0.037, 1.125, 0.008, 0.036, 1.054, 0.031, 4.448, 0.012
