Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
520.553, 0.015, 0.116, 0.265, 7.377, 0.009, 0.037, 57.326, 0.033, 0.027, 0.008, 0.036, 811.761, 0.033, 0.026, 0.008, 0.036, 6.335, 0.017, 0.016, 0.007, 0.031, 165.608, 0.088, 0.058, 0.021, 0.131, 5.602, 0.050, 0.028, 0.039, 70.534, 0.012
821.530, 0.014, 0.118, 0.223, 7.785, 0.009, 0.036, 60.507, 0.032, 0.027, 0.009, 0.036, 833.959, 0.033, 0.025, 0.007, 0.035, 6.199, 0.017, 0.017, 0.008, 0.035, 164.508, 0.032, 0.022, 0.006, 0.030, 2.210, 0.019, 0.015, 0.021, 48.643, 0.012
110.571, 0.030, 0.283, 0.575, 8.864, 0.018, 0.070, 64.849, 0.033, 0.029, 0.009, 0.049, 814.033, 0.046, 0.026, 0.007, 0.034, 6.294, 0.017, 0.015, 0.007, 0.031, 167.415, 0.031, 0.023, 0.006, 0.031, 2.018, 0.016, 0.010, 0.014, 49.433, 0.011
74.489, 0.014, 0.125, 0.234, 7.238, 0.007, 0.027, 57.320, 0.033, 0.027, 0.010, 0.039, 813.298, 0.034, 0.027, 0.008, 0.038, 6.269, 0.020, 0.017, 0.008, 0.036, 164.972, 0.032, 0.023, 0.006, 0.031, 2.062, 0.017, 0.011, 0.018, 49.001, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
83.750, 0.017, 0.126, 0.320, 7.481, 0.009, 0.037, 66.621, 0.070, 0.054, 0.020, 0.094, 722.411, 0.031, 0.026, 0.007, 0.031, 2.421, 0.015, 0.015, 0.023, 1.070, 0.029
51.603, 0.016, 0.136, 0.295, 7.450, 0.010, 0.040, 60.242, 0.032, 0.026, 0.008, 0.036, 703.105, 0.034, 0.025, 0.008, 0.033, 2.435, 0.018, 0.014, 0.019, 1.024, 0.011
328.255, 0.047, 0.423, 0.975, 11.241, 0.030, 0.119, 64.843, 0.035, 0.027, 0.009, 0.036, 706.174, 0.032, 0.025, 0.009, 0.031, 2.423, 0.016, 0.014, 0.018, 1.021, 0.013
61.336, 0.043, 0.387, 0.909, 10.693, 0.027, 0.116, 66.110, 0.036, 0.026, 0.008, 0.037, 700.737, 0.047, 0.025, 0.008, 0.035, 3.974, 0.019, 0.016, 0.025, 1.525, 0.015
814.013, 0.063, 0.773, 1.456, 12.339, 0.035, 0.149, 60.178, 0.035, 0.027, 0.009, 0.038, 699.797, 0.035, 0.025, 0.008, 0.034, 2.463, 0.017, 0.014, 0.019, 1.049, 0.011
903.882, 0.013, 0.117, 0.226, 7.735, 0.009, 0.040, 64.676, 0.036, 0.026, 0.008, 0.038, 700.183, 0.034, 0.026, 0.008, 0.033, 2.443, 0.017, 0.014, 0.018, 1.038, 0.010
47.121, 0.015, 0.130, 0.271, 7.324, 0.009, 0.038, 73.344, 0.032, 0.029, 0.009, 0.046, 705.249, 0.033, 0.025, 0.007, 0.031, 2.322, 0.018, 0.014, 0.019, 1.017, 0.011
67.065, 0.020, 0.179, 0.404, 8.101, 0.015, 0.058, 61.011, 0.033, 0.027, 0.008, 0.037, 702.346, 0.032, 0.026, 0.008, 0.031, 2.433, 0.016, 0.014, 0.019, 1.028, 0.014
2108.046, 0.017, 0.227, 0.487, 6.832, 0.010, 0.037, 57.686, 0.035, 0.027, 0.009, 0.036, 701.802, 0.034, 0.026, 0.007, 0.032, 2.506, 0.017, 0.014, 0.019, 1.035, 0.025
856.931, 0.046, 0.406, 0.982, 11.212, 0.029, 0.117, 64.578, 0.032, 0.027, 0.008, 0.036, 702.481, 0.035, 0.025, 0.007, 0.028, 2.435, 0.014, 0.013, 0.017, 1.038, 0.010
43.723, 0.038, 0.356, 0.812, 10.168, 0.020, 0.079, 62.285, 0.036, 0.029, 0.009, 0.043, 698.816, 0.033, 0.025, 0.007, 0.032, 2.355, 0.018, 0.013, 0.018, 0.954, 0.011
43.137, 0.013, 0.122, 0.238, 6.897, 0.008, 0.029, 57.788, 0.034, 0.027, 0.008, 0.037, 702.319, 0.029, 0.025, 0.008, 0.032, 2.463, 0.016, 0.014, 0.019, 1.039, 0.010
84.084, 0.047, 0.416, 0.892, 10.731, 0.028, 0.109, 105.839, 0.033, 0.027, 0.008, 0.035, 701.130, 0.035, 0.027, 0.008, 0.035, 2.410, 0.017, 0.015, 0.024, 0.993, 0.011
1129.303, 0.049, 0.446, 1.064, 11.839, 0.032, 0.127, 60.954, 0.045, 0.026, 0.008, 0.053, 698.484, 0.043, 0.025, 0.007, 0.031, 2.419, 0.015, 0.014, 0.019, 1.016, 0.013
62.059, 0.016, 0.177, 0.328, 6.990, 0.008, 0.027, 60.455, 0.032, 0.027, 0.008, 0.035, 711.803, 0.032, 0.025, 0.008, 0.032, 2.498, 0.016, 0.015, 0.019, 1.030, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
76.368, 0.020, 0.165, 0.386, 8.078, 0.015, 0.060, 557.639, 0.033, 0.026, 0.009, 0.034, 1098.156, 0.031, 0.026, 0.028, 1372.105, 0.015
66.263, 0.021, 0.188, 0.368, 7.417, 0.008, 0.030, 531.614, 0.037, 0.033, 0.009, 0.037, 980.881, 0.039, 0.027, 0.028, 1334.055, 0.033
430.704, 0.074, 0.712, 1.662, 8.668, 0.011, 0.041, 550.085, 0.038, 0.027, 0.009, 0.036, 1579.992, 0.048, 0.026, 0.028, 1321.194, 0.013
56.182, 0.047, 0.392, 0.880, 11.252, 0.029, 0.125, 542.091, 0.036, 0.027, 0.009, 0.037, 985.298, 0.036, 0.026, 0.029, 1531.251, 0.013
74.393, 0.062, 0.754, 1.529, 11.671, 0.042, 0.160, 550.516, 0.036, 0.027, 0.009, 0.035, 1068.123, 0.037, 0.027, 0.028, 1474.902, 0.012
63.507, 0.052, 0.423, 0.850, 11.895, 0.033, 0.134, 552.291, 0.053, 0.026, 0.009, 0.037, 1044.415, 0.039, 0.027, 0.028, 1305.918, 0.015
46.533, 0.016, 0.120, 0.232, 7.847, 0.010, 0.044, 537.284, 0.036, 0.025, 0.010, 0.038, 1015.956, 0.040, 0.029, 0.029, 1266.246, 0.026
34.088, 0.013, 0.106, 0.216, 7.087, 0.007, 0.028, 542.735, 0.034, 0.027, 0.009, 0.035, 1043.699, 0.035, 0.026, 0.027, 1313.643, 0.016
9.931, 0.012, 0.106, 0.204, 7.113, 0.006, 0.025, 536.904, 0.039, 0.026, 0.010, 0.037, 985.145, 0.074, 0.028, 0.028, 1340.882, 0.025
55.226, 0.018, 0.145, 0.332, 7.669, 0.011, 0.049, 541.138, 0.038, 0.026, 0.009, 0.036, 999.783, 0.040, 0.027, 0.028, 1376.959, 0.013
77.310, 0.025, 0.210, 0.550, 9.888, 0.027, 0.116, 535.385, 0.034, 0.025, 0.009, 0.038, 1006.700, 0.046, 0.028, 0.034, 1324.343, 0.011
188.078, 0.050, 0.426, 0.998, 11.672, 0.032, 0.128, 540.637, 0.035, 0.027, 0.010, 0.035, 1008.838, 0.068, 0.028, 0.028, 1268.211, 0.014
90.812, 0.036, 0.287, 0.695, 11.797, 0.035, 0.151, 542.418, 0.035, 0.027, 0.013, 0.043, 1064.980, 0.050, 0.038, 0.040, 1512.604, 0.013
115.038, 0.050, 0.435, 1.053, 11.629, 0.045, 0.091, 544.278, 0.032, 0.025, 0.009, 0.034, 1013.180, 0.032, 0.028, 0.028, 1324.600, 0.018
49.166, 0.061, 0.664, 1.308, 11.320, 0.029, 0.112, 543.642, 0.031, 0.026, 0.010, 0.041, 1002.641, 0.034, 0.027, 0.027, 1278.021, 0.034
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
1031.562, 0.014, 0.160, 0.333, 6.155, 0.007, 0.029, 598.622, 0.036, 0.029, 0.020, 0.037, 4.057, 0.020, 0.021, 0.008, 0.035, 163.619, 0.033, 0.028, 0.009, 0.034, 182.017, 0.034, 0.027, 0.009, 0.036, 32.909, 0.034, 0.024, 0.028, 94.845, 0.014
75.839, 0.015, 0.163, 0.338, 5.935, 0.008, 0.031, 586.609, 0.037, 0.029, 0.008, 0.035, 3.877, 0.022, 0.022, 0.008, 0.034, 164.748, 0.033, 0.030, 0.022, 0.034, 183.805, 0.034, 0.053, 0.009, 0.038, 32.669, 0.035, 0.026, 0.029, 89.879, 0.011
678.004, 0.014, 0.152, 0.312, 6.733, 0.010, 0.041, 588.073, 0.037, 0.029, 0.008, 0.035, 4.298, 0.021, 0.021, 0.008, 0.035, 165.440, 0.034, 0.031, 0.008, 0.034, 185.402, 0.034, 0.027, 0.009, 0.038, 33.668, 0.033, 0.024, 0.032, 93.413, 0.011
152.146, 0.013, 0.156, 0.320, 5.932, 0.007, 0.028, 580.489, 0.036, 0.030, 0.008, 0.036, 3.979, 0.020, 0.022, 0.008, 0.034, 163.516, 0.033, 0.048, 0.009, 0.034, 150.940, 0.034, 0.044, 0.009, 0.040, 32.695, 0.035, 0.025, 0.029, 90.263, 0.015
2630.009, 0.054, 0.657, 1.463, 10.881, 0.038, 0.154, 587.670, 0.041, 0.030, 0.008, 0.035, 3.970, 0.021, 0.021, 0.008, 0.034, 164.890, 0.046, 0.032, 0.009, 0.036, 178.862, 0.037, 0.027, 0.013, 0.076, 33.135, 0.077, 0.025, 0.028, 94.783, 0.011
675.080, 0.015, 0.159, 0.344, 6.093, 0.008, 0.030, 582.791, 0.039, 0.030, 0.008, 0.037, 5.576, 0.021, 0.021, 0.009, 0.037, 164.338, 0.035, 0.031, 0.008, 0.034, 189.632, 0.035, 0.027, 0.008, 0.036, 33.098, 0.045, 0.023, 0.028, 89.995, 0.014
201.246, 0.023, 0.284, 0.627, 6.883, 0.012, 0.048, 593.951, 0.036, 0.029, 0.008, 0.034, 3.877, 0.022, 0.023, 0.008, 0.034, 166.709, 0.034, 0.029, 0.008, 0.033, 184.781, 0.034, 0.026, 0.008, 0.037, 32.761, 0.034, 0.025, 0.028, 89.739, 0.011
665.798, 0.039, 0.521, 1.198, 10.736, 0.040, 0.161, 587.072, 0.037, 0.028, 0.008, 0.036, 3.848, 0.020, 0.020, 0.013, 0.078, 167.909, 0.033, 0.029, 0.009, 0.034, 149.012, 0.034, 0.027, 0.008, 0.037, 32.988, 0.031, 0.040, 0.029, 90.041, 0.012
1317.392, 0.014, 0.156, 0.319, 5.744, 0.007, 0.031, 588.206, 0.033, 0.030, 0.009, 0.036, 3.911, 0.021, 0.021, 0.008, 0.035, 165.484, 0.034, 0.032, 0.008, 0.034, 189.970, 0.034, 0.027, 0.009, 0.037, 33.603, 0.034, 0.025, 0.029, 89.767, 0.011
950.574, 0.047, 0.617, 1.373, 10.219, 0.033, 0.138, 578.040, 0.057, 0.029, 0.008, 0.036, 4.018, 0.024, 0.022, 0.009, 0.036, 163.967, 0.034, 0.029, 0.008, 0.036, 187.875, 0.036, 0.027, 0.009, 0.038, 32.921, 0.034, 0.025, 0.028, 90.187, 0.012
1325.191, 0.052, 0.665, 1.528, 7.526, 0.010, 0.043, 599.643, 0.060, 0.029, 0.008, 0.035, 3.951, 0.022, 0.021, 0.008, 0.035, 164.170, 0.032, 0.028, 0.009, 0.035, 1808.921, 0.034, 0.027, 0.009, 0.038, 33.701, 0.045, 0.023, 0.028, 93.822, 0.011
162.517, 0.023, 0.287, 0.641, 6.754, 0.012, 0.050, 578.286, 0.038, 0.029, 0.008, 0.035, 3.928, 0.022, 0.022, 0.009, 0.035, 163.592, 0.034, 0.038, 0.009, 0.034, 189.068, 0.034, 0.029, 0.009, 0.046, 32.910, 0.033, 0.027, 0.035, 90.517, 0.011
118.552, 0.014, 0.163, 0.335, 6.056, 0.008, 0.031, 574.965, 0.037, 0.028, 0.008, 0.035, 3.888, 0.021, 0.023, 0.008, 0.036, 164.002, 0.034, 0.029, 0.008, 0.035, 182.125, 0.034, 0.027, 0.009, 0.039, 32.760, 0.034, 0.025, 0.028, 89.892, 0.011
961.133, 0.047, 0.593, 1.316, 10.409, 0.034, 0.145, 631.255, 0.037, 0.029, 0.009, 0.034, 4.071, 0.023, 0.024, 0.009, 0.035, 164.274, 0.050, 0.032, 0.008, 0.034, 186.122, 0.047, 0.027, 0.009, 0.037, 33.134, 0.034, 0.025, 0.048, 90.648, 0.012
103.641, 0.033, 0.426, 0.943, 8.158, 0.022, 0.084, 591.280, 0.034, 0.033, 0.009, 0.039, 3.883, 0.019, 0.022, 0.009, 0.033, 164.119, 0.032, 0.030, 0.009, 0.033, 154.994, 0.032, 0.028, 0.009, 0.037, 32.731, 0.031, 0.025, 0.028, 90.980, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
367.463, 0.029, 0.364, 0.815, 7.551, 0.016, 0.063, 579.670, 0.037, 0.029, 0.010, 0.050, 61.357, 0.032, 0.029, 0.008, 0.034, 1.926, 0.019, 0.017, 0.008, 0.033, 68.187, 0.032, 0.026, 0.009, 0.037, 23.079, 0.032, 0.024, 0.029, 63.003, 0.011
705.298, 0.020, 0.302, 0.654, 6.064, 0.010, 0.039, 558.294, 0.039, 0.029, 0.022, 0.038, 61.643, 0.032, 0.030, 0.008, 0.034, 1.892, 0.018, 0.017, 0.008, 0.032, 109.695, 0.033, 0.027, 0.009, 0.037, 23.336, 0.032, 0.024, 0.028, 62.580, 0.011
70.614, 0.026, 0.314, 0.702, 6.902, 0.013, 0.055, 560.790, 0.036, 0.052, 0.010, 0.038, 61.355, 0.033, 0.029, 0.007, 0.033, 1.757, 0.058, 0.029, 0.008, 0.033, 110.013, 0.071, 0.027, 0.009, 0.037, 23.000, 0.033, 0.025, 0.028, 62.786, 0.011
605.157, 0.030, 0.345, 0.779, 7.391, 0.019, 0.060, 583.372, 0.037, 0.029, 0.010, 0.040, 61.663, 0.031, 0.029, 0.008, 0.034, 2.293, 0.019, 0.019, 0.008, 0.033, 116.988, 0.033, 0.026, 0.009, 0.036, 23.209, 0.031, 0.025, 0.028, 62.201, 0.011
775.695, 0.014, 0.151, 0.307, 6.640, 0.010, 0.038, 563.897, 0.037, 0.029, 0.009, 0.038, 61.696, 0.033, 0.030, 0.008, 0.061, 1.939, 0.018, 0.018, 0.008, 0.032, 111.977, 0.044, 0.027, 0.009, 0.036, 23.391, 0.032, 0.025, 0.028, 63.907, 0.011
383.343, 0.029, 0.344, 0.785, 7.266, 0.015, 0.058, 582.285, 0.039, 0.030, 0.009, 0.038, 62.090, 0.043, 0.029, 0.010, 0.045, 1.921, 0.018, 0.019, 0.007, 0.032, 107.987, 0.045, 0.027, 0.009, 0.037, 23.664, 0.032, 0.025, 0.034, 62.724, 0.011
1000.605, 0.039, 0.472, 1.051, 7.898, 0.019, 0.076, 560.990, 0.034, 0.029, 0.010, 0.038, 62.334, 0.034, 0.030, 0.008, 0.033, 1.780, 0.017, 0.017, 0.008, 0.032, 113.874, 0.033, 0.028, 0.009, 0.037, 23.312, 0.033, 0.024, 0.029, 64.912, 0.011
119.106, 0.027, 0.323, 0.748, 7.495, 0.018, 0.071, 563.653, 0.035, 0.028, 0.009, 0.038, 60.787, 0.031, 0.032, 0.007, 0.032, 1.687, 0.017, 0.016, 0.008, 0.045, 67.614, 0.030, 0.026, 0.008, 0.036, 22.694, 0.031, 0.023, 0.028, 65.048, 0.011
82.290, 0.028, 0.330, 0.736, 7.126, 0.014, 0.057, 569.444, 0.037, 0.029, 0.010, 0.038, 62.287, 0.033, 0.030, 0.008, 0.034, 1.833, 0.018, 0.016, 0.008, 0.032, 114.625, 0.095, 0.075, 0.024, 0.105, 29.251, 0.034, 0.025, 0.029, 64.485, 0.024
52.159, 0.016, 0.182, 0.422, 6.283, 0.011, 0.044, 557.316, 0.038, 0.028, 0.010, 0.039, 61.280, 0.033, 0.029, 0.009, 0.034, 1.793, 0.019, 0.018, 0.008, 0.032, 91.900, 0.032, 0.027, 0.009, 0.037, 23.100, 0.033, 0.027, 0.034, 63.649, 0.011
2018.355, 0.014, 0.155, 0.318, 5.795, 0.008, 0.032, 559.316, 0.039, 0.029, 0.010, 0.039, 61.441, 0.032, 0.029, 0.008, 0.034, 1.823, 0.018, 0.019, 0.008, 0.031, 111.219, 0.033, 0.028, 0.008, 0.036, 23.523, 0.033, 0.025, 0.028, 64.327, 0.014
924.157, 0.013, 0.152, 0.316, 6.343, 0.010, 0.040, 558.149, 0.037, 0.030, 0.010, 0.039, 61.590, 0.033, 0.030, 0.008, 0.034, 1.809, 0.019, 0.017, 0.008, 0.032, 111.595, 0.033, 0.028, 0.009, 0.036, 23.105, 0.031, 0.025, 0.029, 63.562, 0.011
1310.039, 0.014, 0.150, 0.338, 5.897, 0.007, 0.031, 557.690, 0.036, 0.029, 0.010, 0.038, 61.415, 0.032, 0.029, 0.008, 0.033, 1.910, 0.019, 0.018, 0.008, 0.033, 129.265, 0.033, 0.030, 0.008, 0.040, 23.094, 0.034, 0.024, 0.028, 63.768, 0.011
93.189, 0.029, 0.358, 0.771, 7.179, 0.015, 0.059, 555.993, 0.037, 0.029, 0.009, 0.039, 61.503, 0.033, 0.029, 0.007, 0.033, 1.950, 0.018, 0.018, 0.008, 0.032, 110.578, 0.033, 0.027, 0.009, 0.053, 23.416, 0.037, 0.024, 0.029, 63.570, 0.010
1160.098, 0.014, 0.149, 0.315, 5.907, 0.008, 0.028, 555.368, 0.032, 0.029, 0.009, 0.037, 62.505, 0.085, 0.082, 0.030, 0.124, 5.129, 0.047, 0.047, 0.023, 0.091, 74.811, 0.030, 0.028, 0.008, 0.034, 23.265, 0.030, 0.024, 0.028, 62.921, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
97.714, 0.029, 0.358, 0.798, 8.030, 0.024, 0.097, 726.557, 0.037, 0.030, 0.010, 0.036, 2970.702, 0.037, 0.030, 0.009, 0.035, 395.344, 0.034, 0.066, 0.010, 0.038, 43.454, 0.037, 0.027, 0.007, 0.033, 23.379, 0.028, 0.021, 0.026, 279.848, 0.011
67.152, 0.027, 0.299, 0.687, 7.061, 0.015, 0.058, 704.222, 0.037, 0.030, 0.010, 0.037, 5356.093, 0.038, 0.031, 0.009, 0.034, 390.542, 0.037, 0.030, 0.010, 0.038, 48.043, 0.036, 0.028, 0.007, 0.034, 23.659, 0.031, 0.023, 0.036, 280.624, 0.011
248.602, 0.016, 0.168, 0.372, 6.234, 0.010, 0.037, 700.690, 0.037, 0.030, 0.009, 0.037, 2868.380, 0.039, 0.036, 0.010, 0.036, 388.623, 0.041, 0.030, 0.010, 0.039, 42.796, 0.034, 0.028, 0.007, 0.034, 22.910, 0.027, 0.020, 0.026, 280.121, 0.011
432.659, 0.030, 0.363, 0.804, 7.196, 0.014, 0.055, 682.763, 0.037, 0.028, 0.009, 0.037, 2346.928, 0.037, 0.031, 0.009, 0.034, 397.829, 0.040, 0.030, 0.010, 0.038, 45.412, 0.035, 0.028, 0.008, 0.039, 26.752, 0.030, 0.022, 0.027, 278.396, 0.014
82.712, 0.026, 0.291, 0.656, 7.089, 0.014, 0.055, 688.615, 0.037, 0.030, 0.009, 0.036, 1712.147, 0.036, 0.030, 0.009, 0.035, 391.085, 0.042, 0.030, 0.010, 0.040, 43.276, 0.035, 0.027, 0.007, 0.034, 22.810, 0.027, 0.020, 0.026, 283.047, 0.011
84.422, 0.030, 0.332, 0.773, 7.260, 0.014, 0.054, 696.744, 0.037, 0.030, 0.009, 0.036, 2997.210, 0.036, 0.031, 0.010, 0.035, 389.814, 0.070, 0.031, 0.009, 0.038, 43.559, 0.036, 0.028, 0.007, 0.033, 23.395, 0.030, 0.021, 0.026, 277.145, 0.012
604.968, 0.013, 0.143, 0.307, 6.314, 0.010, 0.042, 676.746, 0.060, 0.031, 0.009, 0.037, 3447.687, 0.039, 0.032, 0.009, 0.034, 390.528, 0.040, 0.030, 0.010, 0.038, 42.759, 0.036, 0.027, 0.007, 0.033, 22.754, 0.026, 0.021, 0.026, 281.156, 0.011
233.220, 0.022, 0.243, 0.561, 6.360, 0.011, 0.043, 704.437, 0.036, 0.030, 0.009, 0.037, 3573.950, 0.035, 0.031, 0.010, 0.034, 386.752, 0.038, 0.030, 0.009, 0.037, 43.362, 0.036, 0.028, 0.007, 0.034, 23.130, 0.028, 0.021, 0.025, 284.590, 0.011
701.116, 0.034, 0.395, 0.929, 8.209, 0.024, 0.105, 696.938, 0.037, 0.031, 0.010, 0.036, 2219.611, 0.038, 0.032, 0.009, 0.034, 392.321, 0.038, 0.030, 0.010, 0.039, 42.656, 0.036, 0.027, 0.008, 0.033, 22.832, 0.028, 0.022, 0.056, 279.120, 0.012
104.982, 0.029, 0.325, 0.765, 7.194, 0.016, 0.063, 702.144, 0.037, 0.030, 0.009, 0.036, 2697.036, 0.074, 0.044, 0.011, 0.044, 386.317, 0.037, 0.039, 0.010, 0.047, 42.921, 0.040, 0.040, 0.007, 0.037, 22.949, 0.033, 0.026, 0.034, 280.074, 0.026
107.649, 0.013, 0.143, 0.304, 6.066, 0.008, 0.030, 697.899, 0.049, 0.029, 0.009, 0.037, 3244.234, 0.071, 0.032, 0.010, 0.036, 384.666, 0.051, 0.029, 0.010, 0.038, 43.153, 0.037, 0.028, 0.007, 0.034, 22.656, 0.029, 0.021, 0.027, 281.736, 0.011
53.705, 0.014, 0.152, 0.327, 5.955, 0.008, 0.032, 687.212, 0.037, 0.030, 0.009, 0.037, 1795.359, 0.037, 0.030, 0.010, 0.035, 389.563, 0.042, 0.029, 0.010, 0.038, 46.176, 0.037, 0.027, 0.007, 0.033, 23.234, 0.028, 0.022, 0.025, 280.929, 0.011
494.262, 0.031, 0.342, 0.799, 7.255, 0.014, 0.055, 681.403, 0.049, 0.030, 0.009, 0.036, 1865.291, 0.048, 0.033, 0.010, 0.039, 417.598, 0.036, 0.030, 0.009, 0.057, 43.127, 0.036, 0.029, 0.007, 0.034, 23.561, 0.027, 0.021, 0.025, 281.473, 0.011
118.341, 0.036, 0.414, 0.972, 8.359, 0.017, 0.078, 708.166, 0.037, 0.030, 0.009, 0.037, 3282.095, 0.034, 0.030, 0.009, 0.035, 395.861, 0.038, 0.031, 0.009, 0.038, 42.355, 0.035, 0.028, 0.008, 0.034, 22.933, 0.028, 0.021, 0.026, 281.286, 0.026
207.360, 0.036, 0.434, 0.983, 7.682, 0.020, 0.072, 705.040, 0.036, 0.029, 0.009, 0.035, 1801.224, 0.038, 0.033, 0.010, 0.034, 394.702, 0.036, 0.029, 0.035, 0.145, 50.135, 0.036, 0.027, 0.007, 0.029, 23.005, 0.028, 0.021, 0.027, 278.935, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
70.590, 0.013, 0.137, 0.291, 5.853, 0.008, 0.031, 698.983, 0.036, 0.028, 0.009, 0.037, 2439.877, 0.060, 0.031, 0.009, 0.035, 389.081, 0.038, 0.029, 0.010, 0.038, 199.673, 0.038, 0.028, 0.007, 0.034, 159.199, 0.037, 0.026, 0.031, 304.764, 0.014
1602.151, 0.022, 0.225, 0.525, 6.697, 0.011, 0.043, 694.937, 0.071, 0.029, 0.009, 0.036, 6247.168, 0.038, 0.029, 0.009, 0.034, 390.039, 0.036, 0.029, 0.009, 0.037, 222.121, 0.073, 0.027, 0.008, 0.034, 159.059, 0.037, 0.025, 0.031, 290.391, 0.012
90.826, 0.020, 0.220, 0.503, 6.703, 0.013, 0.053, 703.106, 0.051, 0.029, 0.010, 0.037, 3193.617, 0.036, 0.029, 0.009, 0.034, 391.412, 0.037, 0.029, 0.009, 0.036, 208.750, 0.038, 0.028, 0.008, 0.035, 180.107, 0.036, 0.024, 0.030, 291.339, 0.011
459.419, 0.021, 0.222, 0.506, 6.693, 0.012, 0.047, 680.261, 0.039, 0.029, 0.009, 0.038, 2931.399, 0.037, 0.029, 0.009, 0.034, 391.505, 0.040, 0.029, 0.009, 0.037, 225.201, 0.039, 0.027, 0.007, 0.033, 160.947, 0.038, 0.025, 0.031, 286.152, 0.026
