Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
10.607, 0.017, 0.472, 0.077, 0.390, 1.392, 0.042, 0.675, 67.963, 0.051, 0.031, 0.011, 0.752, 315.702, 316.573, 0.036
10.584, 0.031, 0.486, 0.079, 0.387, 1.413, 0.042, 0.534, 68.151, 0.053, 0.031, 0.011, 0.794, 322.738, 323.655, 0.037
10.723, 0.018, 0.491, 0.080, 0.386, 1.477, 0.044, 0.537, 68.077, 0.052, 0.031, 0.011, 0.752, 324.538, 325.412, 0.037
10.670, 0.017, 0.489, 0.078, 0.383, 1.473, 0.045, 0.532, 67.791, 0.052, 0.032, 0.010, 0.757, 315.229, 316.107, 0.036
10.638, 0.018, 0.485, 0.082, 0.385, 1.416, 0.046, 0.566, 68.391, 0.051, 0.034, 0.011, 0.751, 321.764, 322.638, 0.036
10.666, 0.018, 0.489, 0.081, 0.438, 1.413, 0.045, 0.532, 67.991, 0.050, 0.031, 0.010, 0.749, 322.785, 323.658, 0.036
10.613, 0.018, 0.489, 0.078, 0.384, 1.442, 0.069, 0.537, 68.247, 0.051, 0.032, 0.011, 0.752, 315.796, 316.667, 0.036
10.618, 0.017, 0.485, 0.079, 0.383, 1.413, 0.043, 0.532, 68.378, 0.052, 0.032, 0.012, 0.755, 319.575, 320.451, 0.037
10.558, 0.018, 0.549, 0.079, 0.383, 1.415, 0.042, 0.538, 68.488, 0.051, 0.031, 0.010, 0.791, 322.749, 323.660, 0.037
10.614, 0.017, 0.483, 0.080, 0.384, 1.464, 0.042, 0.527, 67.751, 0.053, 0.030, 0.011, 0.748, 319.317, 320.189, 0.036
10.696, 0.018, 0.488, 0.080, 0.382, 1.412, 0.042, 0.530, 68.239, 0.053, 0.033, 0.010, 0.756, 315.508, 316.385, 0.036
10.653, 0.017, 0.493, 0.081, 0.382, 1.410, 0.043, 0.528, 68.097, 0.050, 0.033, 0.011, 0.761, 321.680, 322.563, 0.036
10.711, 0.017, 0.489, 0.081, 0.385, 1.416, 0.046, 0.582, 67.589, 0.050, 0.045, 0.010, 0.752, 320.453, 321.324, 0.037
10.481, 0.016, 0.521, 0.078, 0.383, 1.392, 0.047, 0.530, 67.695, 0.050, 0.032, 0.011, 0.752, 313.588, 314.461, 0.037
10.528, 0.016, 0.536, 0.079, 0.384, 1.394, 0.042, 0.528, 67.766, 0.052, 0.031, 0.010, 0.747, 315.497, 316.363, 0.036
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
10.638, 0.018, 0.533, 0.077, 0.388, 1.420, 0.045, 0.533, 64.555, 0.051, 0.031, 0.011, 0.757, 263.092, 263.958, 0.036
10.607, 0.017, 0.474, 0.075, 0.392, 1.416, 0.039, 0.528, 64.474, 0.050, 0.031, 0.010, 0.713, 263.489, 264.308, 0.035
10.681, 0.018, 0.478, 0.076, 0.385, 1.468, 0.042, 0.534, 64.094, 0.052, 0.030, 0.011, 0.726, 269.146, 269.978, 0.036
10.918, 0.018, 0.475, 0.074, 0.385, 1.492, 0.043, 0.540, 65.939, 0.052, 0.030, 0.010, 0.727, 265.233, 266.070, 0.035
10.641, 0.017, 0.472, 0.074, 0.386, 1.467, 0.045, 0.534, 64.811, 0.051, 0.032, 0.010, 0.720, 268.897, 269.723, 0.035
10.658, 0.017, 0.475, 0.074, 0.385, 1.410, 0.045, 0.566, 63.988, 0.052, 0.030, 0.010, 0.720, 270.614, 271.445, 0.037
10.711, 0.017, 0.481, 0.075, 0.387, 1.480, 0.040, 0.533, 64.714, 0.051, 0.030, 0.010, 0.725, 269.452, 270.312, 0.035
10.682, 0.017, 0.475, 0.076, 0.387, 1.449, 0.043, 0.526, 64.174, 0.053, 0.029, 0.011, 0.719, 262.370, 263.197, 0.038
10.723, 0.017, 0.473, 0.075, 0.387, 1.491, 0.042, 0.536, 64.732, 0.050, 0.030, 0.010, 0.726, 265.635, 266.473, 0.037
10.661, 0.017, 0.474, 0.078, 0.385, 1.454, 0.045, 0.528, 64.522, 0.051, 0.030, 0.010, 0.710, 271.529, 272.351, 0.037
10.586, 0.017, 0.478, 0.075, 0.425, 1.426, 0.042, 0.532, 64.621, 0.052, 0.030, 0.010, 0.716, 261.395, 262.222, 0.036
10.693, 0.017, 0.476, 0.079, 0.386, 1.451, 0.042, 0.530, 64.884, 0.051, 0.029, 0.010, 0.722, 270.180, 271.012, 0.038
10.612, 0.017, 0.475, 0.075, 0.387, 1.417, 0.043, 0.533, 64.863, 0.049, 0.029, 0.011, 0.753, 262.390, 263.252, 0.038
10.580, 0.018, 0.481, 0.076, 0.389, 1.416, 0.044, 0.528, 64.094, 0.053, 0.029, 0.011, 0.757, 263.169, 264.035, 0.037
10.772, 0.017, 0.473, 0.078, 0.386, 1.423, 0.046, 0.574, 64.670, 0.051, 0.031, 0.011, 0.718, 266.730, 267.557, 0.036
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
10.545, 0.018, 0.471, 0.073, 0.436, 1.423, 0.046, 0.537, 215.795, 0.049, 0.031, 0.010, 6.987, 1426.991, 1434.091, 0.037
10.682, 0.017, 0.493, 0.073, 0.387, 1.421, 0.045, 0.538, 216.109, 0.050, 0.030, 0.010, 6.948, 1416.166, 1423.229, 0.036
10.691, 0.017, 0.466, 0.074, 0.388, 1.454, 0.045, 0.535, 214.906, 0.050, 0.029, 0.009, 6.922, 1411.869, 1418.917, 0.035
10.679, 0.017, 0.470, 0.076, 0.385, 1.457, 0.045, 0.537, 216.551, 0.050, 0.030, 0.009, 7.014, 1415.790, 1422.921, 0.035
10.626, 0.017, 0.471, 0.073, 0.390, 1.416, 0.043, 0.529, 215.934, 0.050, 0.029, 0.010, 6.962, 1413.420, 1420.518, 0.048
10.567, 0.017, 0.470, 0.073, 0.435, 1.422, 0.042, 0.539, 216.364, 0.048, 0.030, 0.010, 6.958, 1416.620, 1423.691, 0.035
10.652, 0.017, 0.472, 0.075, 0.385, 1.479, 0.045, 0.531, 213.875, 0.050, 0.030, 0.010, 6.934, 1418.207, 1425.256, 0.037
10.561, 0.018, 0.469, 0.075, 0.385, 1.423, 0.043, 0.540, 215.712, 0.050, 0.028, 0.010, 6.932, 1413.620, 1420.665, 0.035
10.623, 0.019, 0.470, 0.071, 0.387, 1.460, 0.042, 0.532, 213.022, 0.050, 0.030, 0.010, 6.931, 1409.312, 1416.358, 0.036
10.714, 0.017, 0.469, 0.075, 0.388, 1.455, 0.042, 0.543, 216.369, 0.048, 0.029, 0.010, 7.049, 1418.651, 1425.813, 0.035
10.615, 0.018, 0.468, 0.074, 0.451, 1.418, 0.043, 0.536, 214.783, 0.050, 0.029, 0.009, 6.924, 1418.363, 1425.402, 0.036
10.670, 0.017, 0.478, 0.074, 0.387, 1.488, 0.043, 0.541, 214.471, 0.050, 0.029, 0.010, 6.971, 1425.738, 1432.823, 0.035
10.645, 0.017, 0.536, 0.073, 0.388, 1.410, 0.041, 0.536, 215.449, 0.049, 0.029, 0.009, 6.980, 1428.470, 1435.565, 0.036
10.727, 0.018, 0.477, 0.075, 0.386, 1.480, 0.046, 0.536, 214.527, 0.049, 0.029, 0.009, 6.973, 1414.482, 1421.567, 0.036
10.707, 0.017, 0.475, 0.074, 0.385, 1.410, 0.042, 0.539, 214.540, 0.049, 0.028, 0.009, 6.925, 1413.827, 1420.869, 0.036
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
10.701, 0.087, 0.566, 0.085, 0.385, 1.713, 0.034, 0.483, 10.450, 0.031, 0.033, 0.853, 0.031, 0.573, 10.173, 0.036, 0.025, 0.009, 0.514, 23.582, 24.202, 0.039
10.603, 0.017, 0.549, 0.084, 0.386, 1.706, 0.034, 0.472, 10.405, 0.031, 0.034, 0.834, 0.031, 0.568, 10.171, 0.035, 0.024, 0.010, 0.511, 23.341, 23.957, 0.037
10.692, 0.018, 0.559, 0.084, 0.384, 1.750, 0.037, 0.474, 10.410, 0.030, 0.034, 0.837, 0.031, 0.567, 10.178, 0.035, 0.023, 0.009, 0.512, 23.474, 24.091, 0.036
10.711, 0.017, 0.557, 0.086, 0.386, 1.783, 0.034, 0.476, 10.325, 0.029, 0.034, 0.877, 0.031, 0.571, 10.072, 0.035, 0.023, 0.010, 0.575, 23.386, 24.068, 0.037
10.671, 0.018, 0.553, 0.085, 0.385, 1.699, 0.036, 0.539, 10.295, 0.029, 0.034, 0.831, 0.030, 0.608, 10.072, 0.035, 0.024, 0.010, 0.510, 23.227, 23.843, 0.036
10.596, 0.018, 0.617, 0.084, 0.385, 1.705, 0.033, 0.477, 10.355, 0.030, 0.035, 0.834, 0.030, 0.563, 10.125, 0.034, 0.025, 0.009, 0.509, 23.307, 23.921, 0.038
10.657, 0.018, 0.546, 0.084, 0.439, 1.709, 0.037, 0.473, 10.316, 0.029, 0.035, 0.834, 0.030, 0.568, 10.096, 0.035, 0.025, 0.009, 0.511, 23.298, 23.914, 0.039
10.681, 0.018, 0.557, 0.087, 0.387, 1.758, 0.033, 0.477, 10.352, 0.030, 0.034, 0.872, 0.031, 0.570, 10.111, 0.035, 0.024, 0.009, 0.510, 23.496, 24.111, 0.037
10.674, 0.018, 0.555, 0.084, 0.384, 1.703, 0.034, 0.565, 10.303, 0.030, 0.034, 0.835, 0.031, 0.605, 10.056, 0.034, 0.024, 0.010, 0.502, 23.328, 23.935, 0.036
10.568, 0.017, 0.607, 0.083, 0.386, 1.692, 0.034, 0.474, 10.325, 0.031, 0.036, 0.841, 0.030, 0.567, 10.065, 0.036, 0.025, 0.010, 0.512, 23.293, 23.908, 0.037
10.670, 0.017, 0.549, 0.084, 0.387, 1.742, 0.034, 0.477, 10.327, 0.030, 0.035, 0.831, 0.031, 0.565, 10.009, 0.039, 0.025, 0.010, 0.504, 23.333, 23.977, 0.036
