Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.342, 0.012, 0.285, 0.033, 0.598, 0.008, 0.017, 0.934, 17.224, 0.035, 0.027, 0.007, 0.015, 0.747, 11.833, 0.046, 0.028, 0.007, 0.022, 3.019, 2.733, 0.016, 0.019, 0.007, 0.019, 0.634, 0.374, 0.014, 0.013, 0.006, 0.020, 0.631, 1.352, 0.017, 0.011, 0.006, 0.728, 1.280, 0.012
0.313, 0.013, 0.287, 0.037, 0.651, 0.008, 0.019, 1.015, 18.068, 0.037, 0.030, 0.008, 0.018, 1.045, 12.635, 0.050, 0.030, 0.008, 0.023, 3.255, 2.903, 0.017, 0.020, 0.007, 0.021, 0.675, 0.418, 0.015, 0.014, 0.007, 0.022, 0.686, 1.471, 0.020, 0.012, 0.007, 0.881, 1.429, 0.013
0.220, 0.012, 0.273, 0.035, 0.607, 0.008, 0.017, 0.936, 17.427, 0.034, 0.027, 0.007, 0.016, 0.936, 11.699, 0.049, 0.028, 0.007, 0.021, 3.025, 2.753, 0.018, 0.020, 0.007, 0.020, 0.655, 0.414, 0.014, 0.013, 0.006, 0.020, 0.647, 1.376, 0.018, 0.013, 0.007, 0.985, 1.317, 0.011
0.273, 0.012, 0.287, 0.035, 0.595, 0.008, 0.017, 0.921, 16.788, 0.037, 0.031, 0.008, 0.018, 0.915, 11.839, 0.049, 0.028, 0.007, 0.022, 3.031, 2.711, 0.016, 0.020, 0.007, 0.020, 0.632, 0.399, 0.015, 0.014, 0.006, 0.021, 0.649, 1.397, 0.018, 0.013, 0.008, 0.992, 1.241, 0.013
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.727, 0.000, 0.000, 0.000, 0.000, 0.007, 0.017, 0.752, 15.195, 0.075, 0.027, 0.007, 0.014, 0.288, 9.697, 0.045, 0.028, 0.007, 0.021, 2.429, 2.739, 0.013, 0.019, 0.007, 0.018, 0.674, 0.210, 0.012, 0.013, 0.008, 0.960, 0.126, 0.011
0.544, 0.000, 0.000, 0.000, 0.000, 0.007, 0.018, 0.737, 15.335, 0.032, 0.029, 0.007, 0.015, 0.300, 11.357, 0.049, 0.029, 0.007, 0.020, 2.468, 2.699, 0.015, 0.020, 0.007, 0.019, 0.689, 0.185, 0.012, 0.013, 0.009, 1.000, 0.199, 0.011
0.518, 0.000, 0.000, 0.000, 0.000, 0.008, 0.018, 0.769, 15.299, 0.035, 0.027, 0.008, 0.015, 0.294, 11.361, 0.049, 0.030, 0.007, 0.021, 2.549, 2.713, 0.020, 0.022, 0.007, 0.020, 0.729, 0.194, 0.017, 0.014, 0.009, 1.042, 0.145, 0.015
0.559, 0.000, 0.000, 0.000, 0.000, 0.007, 0.017, 0.718, 15.274, 0.038, 0.028, 0.007, 0.016, 0.298, 11.204, 0.049, 0.028, 0.007, 0.020, 2.548, 2.720, 0.017, 0.020, 0.008, 0.019, 0.703, 0.228, 0.012, 0.013, 0.009, 0.997, 0.202, 0.011
0.620, 0.000, 0.000, 0.000, 0.000, 0.007, 0.018, 0.766, 15.248, 0.037, 0.030, 0.007, 0.016, 0.302, 11.404, 0.048, 0.030, 0.007, 0.021, 2.560, 2.717, 0.018, 0.019, 0.007, 0.019, 0.708, 0.176, 0.012, 0.013, 0.009, 0.983, 0.169, 0.012
0.586, 0.000, 0.000, 0.000, 0.000, 0.007, 0.017, 0.716, 15.609, 0.035, 0.028, 0.006, 0.015, 0.284, 11.329, 0.046, 0.030, 0.007, 0.020, 2.478, 2.763, 0.014, 0.019, 0.007, 0.019, 0.679, 0.172, 0.011, 0.013, 0.009, 0.982, 0.125, 0.012
0.565, 0.000, 0.000, 0.000, 0.000, 0.007, 0.018, 0.746, 15.906, 0.036, 0.028, 0.007, 0.016, 0.301, 11.280, 0.048, 0.028, 0.007, 0.021, 2.482, 2.749, 0.019, 0.020, 0.007, 0.019, 0.693, 0.212, 0.016, 0.013, 0.009, 1.000, 0.112, 0.014
0.518, 0.000, 0.000, 0.000, 0.000, 0.007, 0.019, 0.755, 15.344, 0.035, 0.028, 0.007, 0.015, 0.301, 11.642, 0.049, 0.029, 0.006, 0.021, 2.581, 2.700, 0.020, 0.021, 0.007, 0.020, 0.727, 0.218, 0.017, 0.014, 0.010, 1.053, 0.179, 0.012
0.354, 0.000, 0.000, 0.000, 0.000, 0.007, 0.017, 0.754, 15.282, 0.038, 0.028, 0.007, 0.016, 0.305, 11.511, 0.049, 0.029, 0.006, 0.022, 2.564, 2.725, 0.017, 0.021, 0.007, 0.019, 0.718, 0.185, 0.017, 0.014, 0.010, 1.053, 0.145, 0.012
0.593, 0.000, 0.000, 0.000, 0.000, 0.008, 0.019, 0.769, 15.355, 0.037, 0.031, 0.008, 0.018, 0.325, 11.534, 0.048, 0.030, 0.007, 0.021, 2.548, 2.848, 0.019, 0.022, 0.007, 0.020, 0.719, 0.278, 0.017, 0.014, 0.009, 1.052, 0.145, 0.012
0.499, 0.000, 0.000, 0.000, 0.000, 0.008, 0.020, 1.017, 15.393, 0.036, 0.030, 0.008, 0.017, 0.311, 11.395, 0.049, 0.030, 0.007, 0.020, 2.486, 2.803, 0.017, 0.020, 0.007, 0.019, 0.702, 0.186, 0.012, 0.013, 0.009, 0.992, 0.198, 0.013
0.422, 0.000, 0.000, 0.000, 0.000, 0.007, 0.018, 0.744, 15.301, 0.035, 0.028, 0.007, 0.016, 0.292, 11.456, 0.047, 0.027, 0.007, 0.020, 2.465, 2.778, 0.017, 0.019, 0.007, 0.019, 0.697, 0.176, 0.013, 0.013, 0.009, 0.987, 0.202, 0.012
