Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.105, 1.039, 0.680, 1064.971, 0.038, 0.135, 588.985, 0.114, 0.104, 0.038, 0.116, 5830.736, 0.064, 0.041, 0.016, 0.052, 5.176, 0.029, 0.022, 0.047, 0.167, 1450.065, 0.135, 0.077, 0.038, 0.158, 308.878, 0.134, 0.395, 0.028, 61.992, 0.047
7.868, 0.014, 0.178, 0.236, 0.527, 0.007, 0.018, 74.423, 0.036, 0.027, 0.009, 0.022, 1168.626, 0.040, 0.024, 0.008, 0.022, 2.826, 0.014, 0.013, 0.006, 0.021, 1.588, 0.014, 0.011, 0.004, 0.018, 1.090, 0.015, 0.027, 0.005, 0.181, 0.024
8.169, 0.014, 0.116, 0.146, 0.523, 0.006, 0.017, 85.782, 0.036, 0.026, 0.008, 0.020, 1175.396, 0.039, 0.025, 0.007, 0.020, 2.908, 0.028, 0.013, 0.006, 0.021, 1.662, 0.030, 0.012, 0.005, 0.020, 1.152, 0.016, 0.028, 0.005, 0.211, 0.012
8.325, 0.013, 0.115, 0.146, 0.541, 0.007, 0.018, 75.205, 0.037, 0.026, 0.008, 0.021, 1170.897, 0.040, 0.025, 0.007, 0.021, 2.941, 0.015, 0.013, 0.007, 0.021, 1.652, 0.028, 0.011, 0.005, 0.020, 1.116, 0.016, 0.029, 0.005, 0.248, 0.011
8.325, 0.013, 0.121, 0.146, 0.544, 0.006, 0.017, 68.294, 0.037, 0.026, 0.007, 0.020, 1169.438, 0.040, 0.025, 0.007, 0.021, 2.695, 0.025, 0.013, 0.006, 0.021, 1.645, 0.028, 0.011, 0.005, 0.020, 1.153, 0.016, 0.026, 0.005, 0.210, 0.011
8.379, 0.013, 0.118, 0.145, 0.518, 0.006, 0.017, 75.385, 0.036, 0.027, 0.008, 0.021, 1169.074, 0.040, 0.025, 0.008, 0.022, 2.707, 0.028, 0.014, 0.007, 0.021, 1.662, 0.015, 0.012, 0.005, 0.020, 1.129, 0.028, 0.026, 0.004, 0.232, 0.027
8.223, 0.014, 0.119, 0.150, 0.632, 0.006, 0.017, 71.602, 0.053, 0.029, 0.009, 0.022, 1170.060, 0.040, 0.026, 0.008, 0.022, 2.711, 0.015, 0.013, 0.006, 0.021, 1.585, 0.016, 0.011, 0.005, 0.021, 1.143, 0.028, 0.025, 0.005, 0.227, 0.011
8.209, 0.014, 0.120, 0.147, 0.514, 0.006, 0.017, 81.637, 0.034, 0.027, 0.008, 0.021, 1173.127, 0.032, 0.025, 0.008, 0.023, 2.753, 0.028, 0.014, 0.007, 0.021, 1.693, 0.016, 0.012, 0.005, 0.020, 1.126, 0.016, 0.025, 0.004, 0.212, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
58.469, 0.117, 0.507, 0.669, 2.410, 0.034, 0.101, 94.913, 0.039, 0.025, 0.008, 0.021, 1168.552, 0.034, 0.025, 0.006, 0.020, 0.835, 0.030, 0.013, 0.007, 0.271, 0.029
