Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.206, 0.630, 0.099, 0.551, 0.235, 0.147, 1.641, 0.452, 0.903, 6.362, , , , 1.131, 12.357
0.267, 1.213, 0.221, 0.887, 0.468, 0.199, 2.587, 0.643, 1.665, 12.316, , , , 1.066, 21.532
0.317, 0.959, 0.137, 0.814, 0.304, 0.200, 1.773, 0.410, 0.725, 5.947, , , , 1.748, 13.334
0.323, 1.000, 0.142, 0.867, 0.430, 0.157, 1.749, 0.472, 0.890, 6.688, , , , 1.355, 14.073
0.246, 0.756, 0.121, 0.564, 0.275, 0.156, 1.777, 0.510, 1.035, 7.002, , , , 52.276, 64.718
0.243, 0.968, 0.101, 0.572, 0.238, 0.146, 1.642, 0.448, 0.858, 6.526, , , , 2.024, 13.766
0.423, 0.849, 0.174, 0.904, 0.476, 0.200, 2.625, 0.638, 1.656, 12.356, , , , 1.121, 21.422
0.301, 1.030, 0.123, 0.907, 0.342, 0.238, 2.657, 0.802, 0.969, 6.700, , , , 2.677, 16.746
0.293, 0.772, 0.110, 0.584, 0.247, 0.155, 1.860, 0.473, 0.915, 6.936, , , , 1.423, 13.768
0.345, 1.074, 0.243, 0.877, 0.418, 0.215, 1.812, 0.515, 1.043, 7.233, , , , 52.353, 66.128
0.223, 0.758, 0.098, 0.567, 0.246, 0.149, 1.662, 0.447, 0.889, 6.549, , , , 1.235, 12.823
0.291, 1.081, 0.217, 1.219, 0.469, 0.201, 2.565, 0.636, 1.637, 12.225, , , , 0.369, 20.910
0.500, 0.765, 0.101, 0.542, 0.202, 0.124, 1.474, 0.470, 0.758, 6.205, , , , 1.733, 12.874
0.276, 1.060, 0.110, 0.561, 0.243, 0.154, 1.827, 0.469, 0.928, 7.088, , , , 1.663, 14.379
0.313, 0.956, 0.165, 0.887, 0.379, 0.162, 1.783, 0.463, 1.081, 7.034, , , , 52.375, 65.598
0.265, 0.810, 0.132, 0.835, 0.367, 0.188, 1.639, 0.465, 0.853, 6.347, , , , 1.228, 13.129
0.261, 0.900, 0.153, 0.882, 0.468, 0.201, 2.617, 0.633, 1.656, 12.295, , , , 1.027, 21.093
0.307, 1.113, 0.100, 0.545, 0.202, 0.127, 1.469, 0.409, 0.750, 6.314, , , , 2.519, 13.855
0.267, 1.060, 0.102, 0.569, 0.245, 0.153, 1.795, 0.476, 0.890, 6.765, , , , 2.012, 14.334
0.248, 0.959, 0.119, 0.572, 0.276, 0.154, 1.773, 0.468, 1.022, 7.198, , , , 52.331, 65.120
0.240, 1.112, 0.107, 0.619, 0.235, 0.144, 1.649, 0.447, 0.845, 6.459, , , , 1.236, 13.093
0.432, 0.874, 0.160, 0.954, 0.477, 0.204, 2.609, 0.675, 1.637, 12.411, , , , 1.038, 21.471
0.326, 0.950, 0.136, 0.811, 0.307, 0.199, 1.570, 0.413, 0.734, 5.950, , , , 1.808, 13.204
0.251, 0.852, 0.110, 0.605, 0.241, 0.150, 1.839, 0.486, 0.915, 7.194, , , , 2.037, 14.680
0.283, 0.774, 0.131, 0.594, 0.272, 0.210, 1.805, 0.463, 1.056, 7.204, , , , 52.366, 65.158
0.267, 0.800, 0.132, 0.866, 0.361, 0.206, 1.657, 0.451, 0.872, 6.340, , , , 1.147, 13.099
0.292, 1.117, 0.156, 0.951, 0.463, 0.194, 2.545, 0.668, 1.617, 12.196, , , , 1.069, 21.268
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
frontend, QOpt, lowerRelAlg, lowerSubOp, lowerDB, lowerArrow, lowerToLLVM, toLLVMIR, llvmOptimize, llvmCodeGen, baselineLowering, baselineCodeGen, baselineEmit, executionTime, total
0.291, 0.801, 0.104, 0.573, 0.212, 0.121, 1.458, 0.481, 0.748, 6.059, , , , 11.889, 22.737
0.279, 0.941, 0.139, 0.795, 0.307, 0.155, 1.916, 0.523, 1.052, 8.298, , , , 108.633, 123.038
0.254, 0.886, 0.151, 0.831, 0.347, 0.200, 2.379, 0.601, 1.479, 9.648, , , , 85.710, 102.486
0.331, 0.777, 0.199, 0.671, 0.425, 0.163, 2.182, 0.519, 1.206, 9.968, , , , 1.251, 17.692
0.242, 0.845, 0.107, 0.579, 0.218, 0.124, 1.566, 0.412, 0.750, 6.364, , , , 10.164, 21.371
0.253, 0.936, 0.166, 0.749, 0.272, 0.158, 1.928, 0.524, 1.088, 8.047, , , , 102.244, 116.365
0.331, 1.029, 0.193, 1.169, 0.334, 0.200, 2.319, 0.586, 1.502, 9.588, , , , 86.544, 103.795
0.292, 0.972, 0.185, 1.059, 0.418, 0.161, 2.116, 0.521, 1.171, 9.781, , , , 2.087, 18.763
0.254, 0.859, 0.130, 0.560, 0.200, 0.124, 1.474, 0.411, 0.751, 6.041, , , , 10.874, 21.678
0.343, 1.106, 0.175, 1.169, 0.271, 0.156, 1.918, 0.528, 1.043, 7.988, , , , 102.311, 117.008
0.308, 0.889, 0.187, 0.827, 0.341, 0.202, 2.382, 0.657, 1.490, 9.677, , , , 85.759, 102.719
0.282, 0.779, 0.145, 0.716, 0.423, 0.165, 2.167, 0.526, 1.198, 9.760, , , , 1.276, 17.437
0.296, 0.709, 0.101, 0.548, 0.276, 0.124, 1.467, 0.410, 0.726, 5.977, , , , 9.509, 20.143
0.355, 1.184, 0.176, 1.189, 0.280, 0.156, 1.922, 0.518, 1.057, 7.875, , , , 99.761, 114.473
0.286, 0.925, 0.160, 0.831, 0.350, 0.199, 2.399, 0.620, 1.502, 9.647, , , , 84.464, 101.383
0.246, 0.773, 0.140, 0.771, 0.427, 0.167, 2.124, 0.522, 1.244, 9.806, , , , 1.375, 17.595
0.284, 1.026, 0.099, 0.559, 0.204, 0.126, 1.489, 0.489, 0.722, 5.918, , , , 9.693, 20.609
0.368, 1.296, 0.127, 0.777, 0.273, 0.155, 1.959, 0.518, 1.031, 7.909, , , , 104.922, 119.335
0.288, 0.880, 0.141, 0.824, 0.350, 0.201, 2.409, 0.590, 1.456, 9.785, , , , 85.147, 102.071
0.264, 0.765, 0.135, 0.710, 0.422, 0.160, 2.170, 0.517, 1.218, 9.766, , , , 1.366, 17.493
0.317, 1.054, 0.122, 0.660, 0.215, 0.124, 1.481, 0.409, 0.733, 6.151, , , , 10.908, 22.174
0.263, 1.303, 0.140, 0.774, 0.272, 0.157, 1.953, 0.519, 1.040, 7.986, , , , 102.507, 116.914
0.243, 0.876, 0.157, 0.869, 0.347, 0.199, 2.348, 0.603, 1.547, 9.590, , , , 84.245, 101.024
0.271, 0.738, 0.141, 0.708, 0.414, 0.207, 2.056, 0.512, 1.241, 9.750, , , , 2.222, 18.260
0.425, 1.039, 0.130, 0.866, 0.344, 0.237, 1.981, 0.418, 0.751, 5.916, , , , 11.351, 23.458
0.779, 0.945, 0.142, 0.805, 0.275, 0.157, 1.937, 0.529, 1.067, 8.237, , , , 103.124, 117.997
0.367, 1.174, 0.219, 1.187, 0.343, 0.197, 2.340, 0.621, 1.498, 9.678, , , , 85.164, 102.788
0.232, 0.795, 0.143, 0.712, 0.428, 0.159, 2.093, 0.561, 1.193, 9.597, , , , 2.347, 18.260
0.260, 0.826, 0.102, 0.559, 0.220, 0.140, 1.528, 0.406, 0.732, 6.102, , , , 10.332, 21.207
0.274, 0.907, 0.132, 0.730, 0.293, 0.156, 1.924, 0.525, 1.033, 8.000, , , , 105.453, 119.427
0.279, 0.887, 0.209, 0.817, 0.353, 0.202, 2.393, 0.619, 1.517, 9.765, , , , 85.248, 102.289
0.302, 0.835, 0.130, 0.702, 0.420, 0.164, 2.126, 0.518, 1.177, 9.589, , , , 1.230, 17.193
0.526, 0.806, 0.101, 0.587, 0.205, 0.123, 1.533, 0.412, 0.742, 5.929, , , , 10.968, 21.932
0.345, 1.298, 0.196, 1.118, 0.272, 0.158, 1.915, 0.525, 1.091, 7.965, , , , 104.327, 119.210
0.299, 0.894, 0.166, 0.826, 0.346, 0.203, 2.410, 0.617, 1.514, 9.559, , , , 88.329, 105.163
0.266, 0.749, 0.139, 0.736, 0.429, 0.164, 2.146, 0.521, 1.234, 9.866, , , , 1.268, 17.518
0.333, 1.089, 0.136, 0.850, 0.309, 0.229, 2.717, 0.730, 0.957, 6.323, , , , 10.766, 24.439
0.282, 1.009, 0.126, 0.773, 0.271, 0.154, 1.896, 0.592, 1.047, 7.996, , , , 100.009, 114.155
0.278, 0.932, 0.140, 0.819, 0.343, 0.199, 2.401, 0.593, 1.476, 9.566, , , , 84.626, 101.373
0.316, 0.847, 0.188, 1.033, 0.460, 0.160, 2.107, 0.517, 1.187, 9.958, , , , 1.312, 18.085
0.359, 1.010, 0.137, 0.800, 0.268, 0.125, 1.444, 0.410, 0.797, 5.877, , , , 9.539, 20.766
0.333, 1.214, 0.136, 0.783, 0.274, 0.159, 1.946, 0.583, 1.063, 8.031, , , , 104.962, 119.484
