Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
1006.305, 0.034, 6.857, 71.370, 0.031
0.024, 0.012, 4.539, 45.541, 0.011
0.025, 0.011, 4.543, 44.805, 0.011
0.025, 0.011, 4.527, 44.357, 0.011
0.026, 0.013, 4.506, 45.561, 0.011
0.026, 0.012, 4.468, 44.802, 0.010
0.026, 0.011, 4.535, 44.629, 0.011
0.026, 0.011, 4.550, 44.547, 0.011
0.029, 0.011, 4.539, 45.609, 0.011
0.028, 0.011, 4.469, 45.684, 0.011
0.056, 0.013, 4.576, 44.748, 0.011
0.028, 0.014, 4.518, 44.725, 0.011
0.032, 0.011, 4.547, 45.544, 0.010
0.029, 0.011, 4.506, 45.155, 0.012
0.030, 0.011, 4.630, 46.135, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
1011.530, 0.035, 6.940, 64.819, 0.017
0.023, 0.011, 4.542, 41.638, 0.012
0.026, 0.011, 4.552, 39.733, 0.011
0.023, 0.013, 4.421, 40.467, 0.011
0.027, 0.010, 4.464, 39.881, 0.011
0.027, 0.011, 4.467, 40.375, 0.012
0.027, 0.010, 4.499, 40.415, 0.011
0.057, 0.011, 4.482, 39.665, 0.011
0.056, 0.011, 4.449, 39.378, 0.012
0.028, 0.011, 4.500, 40.611, 0.012
0.026, 0.013, 4.524, 40.565, 0.038
0.042, 0.012, 4.438, 39.576, 0.011
0.029, 0.011, 4.487, 40.670, 0.011
0.029, 0.012, 4.501, 40.553, 0.011
0.027, 0.012, 4.512, 40.015, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
1024.849, 0.023, 2.212, 201.937, 0.032
0.023, 0.011, 1.352, 159.632, 0.011
0.012, 0.012, 1.345, 156.972, 0.012
0.025, 0.013, 1.409, 158.976, 0.013
0.017, 0.015, 1.416, 158.437, 0.011
0.020, 0.012, 1.432, 158.710, 0.011
0.014, 0.011, 1.377, 158.247, 0.012
0.031, 0.011, 1.427, 159.927, 0.011
0.013, 0.012, 1.390, 157.832, 0.011
0.031, 0.013, 1.432, 160.559, 0.011
0.015, 0.012, 1.432, 158.403, 0.012
0.016, 0.012, 1.422, 159.933, 0.012
0.020, 0.013, 1.402, 160.859, 0.011
0.016, 0.013, 1.387, 161.715, 0.012
0.015, 0.014, 1.433, 158.706, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
1003.182, 0.023, 20.618, 22.587, 0.017
0.037, 0.012, 18.436, 10.778, 0.011
0.035, 0.014, 18.380, 10.518, 0.012
0.034, 0.014, 18.315, 10.377, 0.010
0.033, 0.015, 18.364, 10.666, 0.011
0.032, 0.014, 18.119, 10.375, 0.011
0.034, 0.015, 18.069, 10.426, 0.011
0.035, 0.014, 18.199, 11.634, 0.011
0.036, 0.015, 18.300, 10.275, 0.011
0.035, 0.014, 18.331, 10.186, 0.011
0.035, 0.014, 18.340, 11.985, 0.011
0.036, 0.014, 18.443, 10.316, 0.011
0.037, 0.014, 18.465, 9.915, 0.011
0.037, 0.015, 18.428, 9.811, 0.012
0.037, 0.015, 18.378, 10.295, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
1010.115, 0.023, 20.799, 23.095, 0.016
0.031, 0.012, 18.336, 10.061, 0.011
0.033, 0.013, 18.271, 8.991, 0.012
0.031, 0.012, 18.192, 9.159, 0.011
0.034, 0.011, 18.176, 9.153, 0.011
0.032, 0.014, 18.358, 9.053, 0.012
0.032, 0.011, 18.373, 8.934, 0.012
0.034, 0.021, 18.465, 8.992, 0.012
0.031, 0.013, 18.480, 8.845, 0.012
0.032, 0.013, 18.448, 8.933, 0.011
0.034, 0.011, 18.455, 8.832, 0.012
0.031, 0.014, 18.473, 9.000, 0.012
0.032, 0.012, 18.445, 8.682, 0.012
0.033, 0.014, 18.400, 8.817, 0.011
0.034, 0.011, 18.410, 8.941, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
1026.179, 0.035, 24.990, 136.859, 0.017
0.047, 0.013, 22.601, 137.251, 0.012
0.053, 0.013, 22.490, 121.418, 0.011
0.050, 0.013, 22.615, 120.854, 0.012
0.052, 0.014, 22.640, 123.512, 0.027
0.055, 0.027, 22.448, 121.519, 0.012
0.053, 0.012, 22.703, 139.633, 0.026
0.066, 0.026, 22.549, 124.356, 0.011
0.057, 0.014, 22.711, 91.458, 0.026
0.063, 0.014, 22.637, 117.117, 0.012
0.052, 0.015, 22.737, 125.888, 0.011
0.054, 0.014, 22.824, 124.130, 0.026
0.057, 0.027, 22.598, 124.351, 0.012
0.054, 0.013, 22.866, 135.899, 0.026
0.066, 0.013, 22.713, 120.407, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
1002.281, 0.023, 21.257, 417.075, 0.032
0.042, 0.011, 18.789, 353.222, 0.026
0.044, 0.012, 18.968, 239.617, 0.027
0.047, 0.011, 18.971, 384.601, 0.011
0.051, 0.011, 19.100, 247.693, 0.026
0.049, 0.013, 18.884, 240.251, 0.026
0.052, 0.011, 19.050, 361.849, 0.026
0.060, 0.026, 19.051, 247.280, 0.024
0.051, 0.014, 19.036, 242.685, 0.026
0.052, 0.013, 19.103, 243.271, 0.011
0.052, 0.013, 19.069, 243.302, 0.024
0.054, 0.012, 19.032, 348.324, 0.026
0.063, 0.032, 19.242, 243.899, 0.027
0.052, 0.016, 19.087, 236.879, 0.026
0.054, 0.025, 19.134, 240.259, 0.027
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
1024.463, 0.035, 20.375, 38.165, 0.033
0.049, 0.010, 17.868, 22.551, 0.012
0.045, 0.013, 18.219, 21.078, 0.012
0.044, 0.012, 18.176, 21.407, 0.011
0.043, 0.014, 18.218, 22.263, 0.011
0.044, 0.012, 18.297, 21.411, 0.012
0.045, 0.012, 18.322, 20.474, 0.011
0.044, 0.013, 17.905, 21.863, 0.012
0.047, 0.015, 17.919, 21.568, 0.011
0.046, 0.012, 17.929, 22.567, 0.011
0.047, 0.014, 18.022, 21.830, 0.011
0.059, 0.012, 18.135, 20.897, 0.011
0.046, 0.015, 18.019, 21.528, 0.011
0.050, 0.017, 18.019, 21.384, 0.011
0.047, 0.016, 18.019, 21.076, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
1011.520, 0.023, 15.427, 59.629, 0.035
0.039, 0.025, 12.773, 40.292, 0.014
0.037, 0.011, 13.052, 40.456, 0.012
0.035, 0.012, 13.058, 38.833, 0.012
0.037, 0.013, 13.058, 39.245, 0.011
0.037, 0.013, 13.047, 39.425, 0.011
0.036, 0.014, 12.962, 39.937, 0.011
0.038, 0.012, 12.989, 39.902, 0.012
0.037, 0.015, 12.868, 38.758, 0.011
0.039, 0.012, 12.844, 40.135, 0.012
0.038, 0.012, 12.918, 40.405, 0.012
0.039, 0.013, 12.850, 39.471, 0.011
0.040, 0.012, 12.888, 38.798, 0.011
0.041, 0.012, 12.893, 40.104, 0.012
0.040, 0.012, 12.955, 40.149, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
1005.376, 0.022, 21.616, 51.279, 0.031
0.046, 0.013, 19.058, 31.444, 0.027
0.045, 0.012, 19.283, 29.736, 0.011
0.044, 0.013, 19.526, 29.349, 0.012
0.046, 0.012, 19.493, 29.250, 0.011
0.042, 0.012, 19.327, 30.169, 0.012
0.074, 0.013, 19.125, 29.359, 0.012
0.103, 0.012, 19.365, 29.396, 0.012
0.084, 0.013, 19.257, 29.594, 0.011
0.044, 0.012, 19.368, 29.425, 0.012
0.045, 0.013, 19.306, 29.609, 0.018
0.062, 0.013, 19.540, 29.971, 0.012
0.049, 0.012, 19.617, 29.213, 0.012
0.046, 0.012, 19.271, 29.976, 0.012
0.047, 0.014, 19.328, 30.768, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
1017.172, 0.035, 13.563, 41.477, 0.032
0.035, 0.010, 11.318, 24.227, 0.026
0.039, 0.012, 11.358, 22.105, 0.011
0.041, 0.013, 11.488, 23.535, 0.012
0.042, 0.014, 11.453, 22.518, 0.012
0.041, 0.013, 11.464, 22.716, 0.012
0.042, 0.012, 11.483, 23.414, 0.011
0.043, 0.012, 11.476, 23.382, 0.012
0.041, 0.014, 11.470, 24.102, 0.011
0.043, 0.012, 11.482, 23.022, 0.012
0.043, 0.014, 11.481, 22.238, 0.012
0.047, 0.012, 11.490, 22.542, 0.012
0.044, 0.013, 11.479, 22.923, 0.011
0.044, 0.013, 11.482, 23.119, 0.012
