Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.018, 0.575, 0.001, 0.783, 0.034, 0.812, 9.775, 0.428, 0.013, 0.408, 0.019, 0.265, 10.515, 0.409, 0.011, 0.282, 0.018, 0.327, 44.146, 0.106, 0.007, 0.218, 0.016, 0.228, 0.625, 0.040, 0.005, 0.103, 0.015, 0.116, 1.253, 0.078, 0.024, 0.006, 0.591, 8.189, 0.012
0.084, 0.012, 0.301, 0.001, 0.547, 0.021, 0.262, 4.662, 0.031, 0.013, 0.355, 0.017, 0.360, 5.781, 0.054, 0.020, 0.289, 0.017, 0.394, 33.796, 0.088, 0.008, 0.221, 0.016, 0.276, 0.612, 0.316, 0.006, 0.103, 0.015, 0.133, 0.922, 0.017, 0.024, 0.006, 0.285, 4.545, 0.026
0.085, 0.027, 0.296, 0.000, 0.544, 0.022, 0.266, 4.813, 0.031, 0.014, 0.357, 0.018, 0.307, 5.716, 0.054, 0.018, 0.293, 0.017, 0.395, 33.444, 0.138, 0.007, 0.224, 0.015, 0.278, 0.577, 0.310, 0.006, 0.103, 0.015, 0.098, 0.742, 0.033, 0.023, 0.006, 0.316, 4.192, 0.010
0.084, 0.027, 0.330, 0.001, 0.546, 0.021, 0.260, 4.727, 0.058, 0.014, 0.405, 0.018, 0.315, 5.737, 0.055, 0.019, 0.290, 0.017, 0.394, 33.307, 0.091, 0.007, 0.225, 0.016, 0.280, 0.520, 0.307, 0.005, 0.102, 0.015, 0.126, 0.653, 0.015, 0.023, 0.005, 0.249, 4.229, 0.010
0.085, 0.011, 0.324, 0.000, 0.546, 0.022, 0.269, 4.826, 0.032, 0.014, 0.363, 0.017, 0.315, 5.767, 0.054, 0.018, 0.291, 0.017, 0.397, 33.305, 0.089, 0.007, 0.227, 0.016, 0.284, 0.530, 0.306, 0.005, 0.103, 0.015, 0.123, 0.706, 0.015, 0.024, 0.006, 0.249, 4.189, 0.011
0.085, 0.012, 0.310, 0.001, 0.546, 0.022, 0.260, 5.345, 0.045, 0.014, 0.363, 0.018, 0.313, 5.711, 0.053, 0.018, 0.291, 0.017, 0.395, 33.758, 0.102, 0.008, 0.222, 0.016, 0.333, 0.566, 0.313, 0.006, 0.103, 0.015, 0.097, 0.813, 0.031, 0.036, 0.006, 0.302, 4.369, 0.024
0.092, 0.012, 0.324, 0.001, 0.623, 0.022, 0.263, 4.720, 0.031, 0.015, 0.362, 0.017, 0.314, 5.596, 0.056, 0.019, 0.347, 0.018, 0.397, 35.398, 0.146, 0.007, 0.225, 0.016, 0.283, 0.507, 0.306, 0.005, 0.103, 0.015, 0.125, 0.708, 0.038, 0.024, 0.005, 0.250, 4.221, 0.010
0.116, 0.012, 0.336, 0.001, 0.548, 0.023, 0.267, 4.674, 0.043, 0.014, 0.363, 0.018, 0.313, 5.665, 0.056, 0.018, 0.290, 0.017, 0.405, 34.263, 0.093, 0.021, 0.229, 0.016, 0.281, 0.524, 0.318, 0.006, 0.105, 0.015, 0.130, 0.809, 0.030, 0.024, 0.007, 0.321, 4.330, 0.011
0.088, 0.012, 0.299, 0.000, 0.591, 0.022, 0.265, 4.761, 0.043, 0.014, 0.355, 0.018, 0.309, 5.602, 0.056, 0.019, 0.348, 0.017, 0.402, 33.741, 0.102, 0.008, 0.225, 0.016, 0.282, 0.536, 0.314, 0.006, 0.105, 0.015, 0.179, 0.797, 0.032, 0.036, 0.006, 0.292, 4.304, 0.010
0.086, 0.012, 0.324, 0.001, 0.539, 0.021, 0.261, 5.621, 0.029, 0.014, 0.357, 0.018, 0.307, 5.793, 0.056, 0.019, 0.284, 0.017, 0.393, 33.976, 0.089, 0.008, 0.224, 0.016, 0.282, 0.657, 0.315, 0.006, 0.103, 0.015, 0.102, 0.853, 0.030, 0.023, 0.006, 0.316, 4.296, 0.010
0.089, 0.012, 0.314, 0.000, 0.543, 0.022, 0.273, 4.815, 0.044, 0.014, 0.357, 0.018, 0.308, 5.651, 0.056, 0.019, 0.289, 0.017, 0.401, 33.772, 0.092, 0.008, 0.229, 0.016, 0.282, 0.513, 0.309, 0.006, 0.106, 0.016, 0.113, 0.741, 0.015, 0.023, 0.006, 0.249, 4.206, 0.010
0.085, 0.012, 0.326, 0.000, 0.609, 0.021, 0.264, 4.731, 0.045, 0.014, 0.355, 0.017, 0.308, 5.668, 0.072, 0.019, 0.288, 0.017, 0.389, 34.133, 0.091, 0.007, 0.226, 0.016, 0.277, 0.636, 0.314, 0.005, 0.102, 0.015, 0.186, 0.769, 0.038, 0.022, 0.005, 0.250, 4.387, 0.010
0.084, 0.012, 0.303, 0.000, 0.547, 0.022, 0.263, 5.641, 0.031, 0.012, 0.353, 0.017, 0.304, 5.717, 0.057, 0.018, 0.290, 0.017, 0.394, 33.822, 0.142, 0.007, 0.224, 0.016, 0.277, 0.547, 0.314, 0.005, 0.103, 0.015, 0.104, 0.888, 0.015, 0.023, 0.006, 0.278, 4.128, 0.011
0.076, 0.012, 0.325, 0.000, 0.546, 0.022, 0.267, 4.818, 0.031, 0.014, 0.365, 0.018, 0.311, 5.856, 0.056, 0.019, 0.287, 0.016, 0.453, 34.278, 0.093, 0.007, 0.229, 0.016, 0.285, 0.493, 0.369, 0.006, 0.106, 0.016, 0.124, 0.731, 0.018, 0.024, 0.006, 0.255, 4.201, 0.010
0.083, 0.012, 0.305, 0.000, 0.548, 0.021, 0.265, 4.901, 0.045, 0.013, 0.362, 0.018, 0.382, 5.705, 0.057, 0.018, 0.291, 0.017, 0.397, 34.698, 0.105, 0.008, 0.226, 0.016, 0.283, 0.609, 0.315, 0.006, 0.105, 0.015, 0.092, 0.911, 0.015, 0.036, 0.005, 0.291, 4.186, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.049, 0.012, 0.284, 0.000, 0.579, 0.036, 0.270, 4.401, 0.373, 0.009, 0.353, 0.017, 0.269, 4.644, 0.398, 0.011, 0.265, 0.017, 0.298, 29.562, 0.090, 0.007, 0.189, 0.016, 0.283, 1.548, 0.068, 0.018, 0.007, 0.722, 1.257, 0.010
0.051, 0.011, 0.311, 0.000, 0.553, 0.022, 0.262, 4.588, 0.028, 0.013, 0.355, 0.017, 0.304, 5.230, 0.058, 0.018, 0.287, 0.016, 0.371, 29.825, 0.092, 0.007, 0.199, 0.021, 0.323, 1.674, 0.018, 0.021, 0.006, 0.311, 0.873, 0.009
0.049, 0.012, 0.283, 0.001, 0.539, 0.021, 0.258, 4.248, 0.041, 0.012, 0.348, 0.017, 0.301, 4.935, 0.059, 0.019, 0.286, 0.016, 0.373, 30.270, 0.105, 0.007, 0.197, 0.016, 0.287, 1.768, 0.018, 0.022, 0.007, 0.314, 0.570, 0.007
0.053, 0.011, 0.265, 0.000, 0.550, 0.022, 0.262, 5.328, 0.027, 0.013, 0.352, 0.018, 0.307, 4.883, 0.046, 0.019, 0.295, 0.016, 0.378, 29.748, 0.090, 0.007, 0.198, 0.016, 0.286, 1.701, 0.018, 0.022, 0.007, 0.315, 0.578, 0.007
