Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.024, 264.781, 0.011
0.000, 0.011, 258.832, 0.011
0.000, 0.011, 260.162, 0.010
0.001, 0.011, 253.209, 0.011
0.000, 0.011, 259.499, 0.010
0.001, 0.011, 257.692, 0.010
0.000, 0.012, 260.989, 0.011
0.000, 0.011, 257.239, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.004, 0.011, 108.979, 0.010
0.000, 0.011, 117.016, 0.011
0.000, 0.011, 117.199, 0.010
0.000, 0.011, 114.924, 0.011
0.000, 0.011, 120.303, 0.011
0.000, 0.011, 129.833, 0.011
0.000, 0.011, 120.453, 0.011
0.000, 0.011, 116.275, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.000, 0.011, 6330.355, 0.010
0.000, 0.011, 6300.207, 0.025
0.000, 0.011, 6296.673, 0.025
0.000, 0.011, 6291.884, 0.026
0.000, 0.011, 6313.809, 0.028
0.000, 0.011, 6313.115, 0.034
0.000, 0.012, 6318.404, 0.010
0.000, 0.010, 6293.701, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.000, 0.011, 53.500, 0.011
0.000, 0.011, 44.896, 0.026
0.000, 0.011, 49.911, 0.011
0.000, 0.011, 43.997, 0.010
0.000, 0.011, 48.859, 0.013
0.000, 0.011, 43.837, 0.024
0.000, 0.026, 49.699, 0.025
0.000, 0.012, 51.442, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
0.000, 0.011, 18.224, 0.007
0.000, 0.011, 17.860, 0.007
0.000, 0.011, 17.997, 0.007
0.000, 0.026, 17.823, 0.007
0.000, 0.024, 18.572, 0.007
0.000, 0.011, 17.943, 0.007
0.000, 0.011, 17.819, 0.007
0.000, 0.027, 18.189, 0.007
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
0.000, 0.009, 703.738, 0.009
0.000, 0.024, 704.213, 0.010
0.000, 0.008, 702.772, 0.024
0.000, 0.024, 707.019, 0.024
0.000, 0.009, 706.931, 0.009
0.000, 0.023, 706.270, 0.024
0.000, 0.008, 706.074, 0.009
0.000, 0.009, 703.787, 0.024
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
0.000, 0.026, 111.124, 0.011
0.000, 0.026, 108.202, 0.024
0.000, 0.011, 110.794, 0.011
0.000, 0.011, 110.558, 0.010
0.001, 0.026, 108.463, 0.010
0.000, 0.011, 105.434, 0.023
0.000, 0.010, 109.446, 0.010
0.000, 0.011, 108.524, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
0.000, 0.024, 150.645, 0.010
0.000, 0.011, 148.997, 0.010
0.000, 0.011, 148.647, 0.010
0.000, 0.026, 147.112, 0.010
0.000, 0.027, 147.796, 0.009
0.000, 0.023, 151.035, 0.011
0.000, 0.011, 151.411, 0.010
0.000, 0.011, 146.620, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
0.000, 0.011, 41.549, 0.011
0.000, 0.011, 43.096, 0.010
0.000, 0.011, 41.470, 0.010
0.000, 0.011, 42.070, 0.011
0.000, 0.010, 43.338, 0.012
0.000, 0.011, 42.647, 0.010
0.000, 0.011, 42.100, 0.010
0.000, 0.010, 42.501, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
0.000, 0.010, 435.452, 0.010
0.000, 0.012, 437.766, 0.010
0.000, 0.011, 439.281, 0.011
0.000, 0.011, 438.734, 0.011
0.000, 0.011, 437.581, 0.010
0.000, 0.011, 437.148, 0.010
0.000, 0.028, 442.068, 0.011
0.000, 0.011, 437.040, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
0.000, 0.010, 732.999, 0.010
0.000, 0.011, 725.319, 0.010
0.000, 0.011, 727.667, 0.010
0.000, 0.011, 729.379, 0.026
0.000, 0.011, 725.576, 0.010
0.000, 0.011, 732.685, 0.010
0.000, 0.011, 731.257, 0.010
0.000, 0.011, 725.641, 0.026
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
0.000, 0.011, 337.907, 0.010
0.000, 0.012, 337.241, 0.010
0.000, 0.011, 338.124, 0.010
0.000, 0.011, 336.659, 0.011
0.000, 0.012, 337.620, 0.010
0.000, 0.012, 340.913, 0.011
0.000, 0.011, 342.342, 0.010
0.000, 0.027, 337.175, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
0.000, 0.011, 277.434, 0.025
0.000, 0.011, 277.351, 0.026
0.000, 0.011, 278.714, 0.026
0.000, 0.011, 276.512, 0.010
0.000, 0.011, 276.192, 0.025
0.001, 0.011, 276.185, 0.011
0.000, 0.012, 277.598, 0.011
0.000, 0.011, 275.295, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
0.000, 0.011, 1020.722, 0.025
0.000, 0.012, 1022.987, 0.025
0.000, 0.011, 1015.957, 0.026
0.000, 0.026, 1028.553, 0.025
0.000, 0.011, 1012.115, 0.025
0.000, 0.012, 1021.577, 0.013
0.000, 0.026, 1019.324, 0.013
0.000, 0.011, 1018.479, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
0.000, 0.011, 225.293, 0.010
0.000, 0.011, 219.854, 0.011
0.000, 0.011, 224.149, 0.014
0.000, 0.011, 224.842, 0.011
0.000, 0.011, 218.864, 0.011
0.000, 0.011, 219.604, 0.026
0.000, 0.013, 219.434, 0.010
0.000, 0.011, 221.178, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
0.000, 0.040, 48.055, 0.011
0.000, 0.011, 48.714, 0.011
0.000, 0.011, 49.839, 0.012
0.000, 0.011, 48.040, 0.011
0.000, 0.011, 48.882, 0.010
0.000, 0.026, 49.097, 0.011
0.000, 0.011, 47.756, 0.011
0.000, 0.011, 49.516, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
0.000, 0.026, 379.776, 0.028
0.000, 0.012, 383.520, 0.011
0.000, 0.027, 390.363, 0.011
0.000, 0.026, 384.294, 0.028
0.000, 0.011, 391.355, 0.011
0.000, 0.026, 381.177, 0.025
0.000, 0.026, 381.022, 0.012
0.000, 0.027, 384.939, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
0.000, 0.011, 188.188, 0.010
0.000, 0.011, 196.071, 0.011
0.000, 0.012, 187.957, 0.028
0.000, 0.011, 188.859, 0.014
0.000, 0.011, 200.644, 0.010
0.000, 0.012, 187.123, 0.014
0.000, 0.012, 188.616, 0.013
0.000, 0.026, 188.333, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15b.sql...
0.000, 0.011, 27.272, 0.010
0.000, 0.012, 27.126, 0.010
0.000, 0.011, 27.374, 0.013
0.000, 0.012, 27.036, 0.013
0.000, 0.011, 27.272, 0.010
0.000, 0.012, 27.248, 0.010
0.000, 0.012, 27.260, 0.010
0.000, 0.011, 27.355, 0.010
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15c.sql...
0.000, 0.010, 293.649, 0.026
0.000, 0.015, 290.377, 0.014
0.000, 0.010, 293.966, 0.029
0.000, 0.010, 294.149, 0.026
0.000, 0.010, 295.339, 0.025
0.000, 0.010, 292.390, 0.011
0.000, 0.011, 295.427, 0.012
0.000, 0.011, 295.507, 0.018
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15d.sql...
0.000, 0.026, 289.009, 0.013
0.000, 0.012, 287.872, 0.010
0.000, 0.026, 294.992, 0.010
0.000, 0.011, 289.042, 0.015
0.000, 0.011, 293.077, 0.011
0.000, 0.011, 293.589, 0.027
0.001, 0.011, 293.161, 0.011
0.000, 0.025, 294.570, 0.014
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16a.sql...
0.000, 0.010, 153.987, 0.026
0.000, 0.026, 154.180, 0.011
0.000, 0.026, 154.794, 0.011
0.000, 0.023, 155.488, 0.027
0.000, 0.027, 152.820, 0.013
0.000, 0.011, 149.277, 0.027
0.000, 0.026, 155.140, 0.013
0.000, 0.024, 152.528, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16b.sql...
0.000, 0.025, 10778.500, 0.026
0.000, 0.012, 10779.549, 0.012
0.000, 0.011, 10798.329, 0.026
0.000, 0.010, 10717.798, 0.012
0.000, 0.011, 10711.891, 0.012
0.000, 0.011, 10716.806, 0.027
0.000, 0.012, 10709.547, 0.025
0.000, 0.011, 10785.702, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16c.sql...
0.000, 0.012, 988.071, 0.026
0.000, 0.011, 990.259, 0.010
0.000, 0.011, 988.407, 0.011
0.000, 0.011, 982.761, 0.014
0.000, 0.011, 983.065, 0.011
0.000, 0.026, 982.282, 0.013
0.000, 0.024, 983.459, 0.011
0.000, 0.026, 989.936, 0.011
