Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
3, 0.030
3, 0.032
3, 0.033
3, 0.032
3, 0.034
3, 0.033
3, 0.033
3, 0.033
3, 0.031
3, 0.032
3, 0.033
3, 0.034
3, 0.033
3, 0.033
3, 0.035
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
3, 0.030
3, 0.031
3, 0.031
3, 0.032
3, 0.030
3, 0.031
3, 0.031
3, 0.034
3, 0.031
3, 0.032
3, 0.033
3, 0.032
3, 0.033
3, 0.034
3, 0.033
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
2, 0.019
3, 0.027
2, 0.020
3, 0.029
2, 0.021
3, 0.027
2, 0.021
3, 0.027
2, 0.022
3, 0.028
2, 0.020
3, 0.028
2, 0.021
3, 0.029
2, 0.021
3, 0.029
2, 0.021
3, 0.028
2, 0.019
3, 0.029
2, 0.020
3, 0.028
2, 0.020
3, 0.025
2, 0.021
3, 0.030
2, 0.021
3, 0.024
2, 0.020
3, 0.025
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
4, 0.034
4, 0.034
4, 0.035
4, 0.035
4, 0.036
4, 0.034
4, 0.035
4, 0.035
4, 0.036
4, 0.035
4, 0.035
4, 0.035
4, 0.035
4, 0.035
4, 0.036
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
1, 0.022
2, 0.036
4, 0.029
1, 0.022
2, 0.036
4, 0.030
1, 0.021
2, 0.038
4, 0.031
1, 0.022
2, 0.037
4, 0.030
1, 0.021
2, 0.038
4, 0.030
1, 0.021
2, 0.037
4, 0.030
1, 0.021
2, 0.037
4, 0.030
1, 0.021
2, 0.038
4, 0.030
1, 0.022
2, 0.037
4, 0.031
1, 0.021
2, 0.038
4, 0.031
1, 0.021
2, 0.038
4, 0.031
1, 0.040
2, 0.037
4, 0.031
1, 0.022
2, 0.037
4, 0.030
1, 0.021
2, 0.043
4, 0.031
1, 0.022
2, 0.037
4, 0.031
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
3, 0.033
3, 0.034
3, 0.034
3, 0.035
3, 0.035
3, 0.035
3, 0.035
3, 0.034
3, 0.035
3, 0.036
3, 0.036
3, 0.037
3, 0.036
3, 0.037
3, 0.037
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
3, 0.033
3, 0.035
3, 0.035
3, 0.034
3, 0.035
3, 0.035
3, 0.035
3, 0.035
3, 0.056
3, 0.037
3, 0.037
3, 0.036
3, 0.038
3, 0.039
3, 0.038
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
1, 0.037
1, 0.037
1, 0.038
1, 0.028
1, 0.029
1, 0.028
1, 0.038
1, 0.029
1, 0.030
1, 0.040
1, 0.029
1, 0.040
1, 0.039
1, 0.040
1, 0.065
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
2, 0.026
2, 0.028
2, 0.026
2, 0.028
2, 0.028
2, 0.027
2, 0.029
2, 0.027
2, 0.026
2, 0.027
2, 0.027
2, 0.028
2, 0.028
2, 0.028
2, 0.027
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
1, 0.037
1, 0.027
1, 0.038
1, 0.038
1, 0.039
1, 0.038
1, 0.039
1, 0.038
1, 0.039
1, 0.040
1, 0.040
1, 0.038
1, 0.039
1, 0.040
1, 0.038
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
1, 0.039
1, 0.040
1, 0.039
1, 0.024
1, 0.024
1, 0.040
1, 0.041
1, 0.041
1, 0.025
1, 0.040
1, 0.041
1, 0.039
1, 0.041
1, 0.040
1, 0.042
