Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.017, 0.578, 0.078, 0.225, 1.378, 0.045, 20.605, 0.044, 0.030, 0.012, 44.151, 0.025
0.118, 0.011, 0.332, 0.039, 0.203, 1.074, 0.027, 10.750, 0.045, 0.028, 0.013, 32.690, 0.011
0.107, 0.011, 0.330, 0.037, 0.202, 1.026, 0.026, 11.247, 0.057, 0.029, 0.013, 32.800, 0.012
0.105, 0.024, 0.331, 0.038, 0.202, 1.022, 0.026, 10.329, 0.057, 0.031, 0.013, 33.249, 0.011
0.196, 0.011, 0.340, 0.038, 0.203, 1.039, 0.028, 11.159, 0.044, 0.030, 0.013, 32.904, 0.012
0.092, 0.012, 0.306, 0.038, 0.203, 1.025, 0.026, 11.063, 0.045, 0.029, 0.012, 33.176, 0.012
0.107, 0.011, 0.307, 0.040, 0.204, 1.020, 0.027, 10.130, 0.045, 0.030, 0.012, 33.190, 0.012
0.183, 0.011, 0.304, 0.038, 0.203, 1.030, 0.028, 10.282, 0.058, 0.029, 0.013, 32.736, 0.012
0.096, 0.011, 0.295, 0.039, 0.207, 1.086, 0.028, 9.807, 0.057, 0.030, 0.012, 33.561, 0.012
0.098, 0.011, 0.296, 0.039, 0.208, 1.061, 0.028, 10.532, 0.058, 0.031, 0.013, 33.209, 0.012
0.105, 0.011, 0.305, 0.042, 0.209, 1.116, 0.029, 10.529, 0.043, 0.031, 0.012, 33.268, 0.012
0.111, 0.011, 0.337, 0.038, 0.202, 1.030, 0.028, 10.204, 0.043, 0.029, 0.013, 33.036, 0.012
0.101, 0.012, 0.292, 0.039, 0.207, 1.048, 0.029, 9.744, 0.045, 0.029, 0.012, 32.856, 0.012
0.109, 0.025, 0.337, 0.039, 0.204, 1.101, 0.027, 10.675, 0.057, 0.030, 0.013, 33.459, 0.012
0.123, 0.024, 0.336, 0.039, 0.204, 1.040, 0.028, 10.256, 0.057, 0.029, 0.013, 33.638, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.044, 0.013, 0.465, 0.049, 0.682, 1.774, 0.028, 9.266, 0.044, 0.028, 0.012, 28.816, 0.013
1.145, 0.012, 0.292, 0.038, 0.203, 1.022, 0.027, 10.126, 0.056, 0.029, 0.012, 29.773, 0.011
0.041, 0.012, 0.411, 0.038, 0.201, 1.022, 0.027, 10.115, 0.045, 0.071, 0.012, 29.086, 0.012
0.027, 0.012, 0.274, 0.037, 0.208, 1.086, 0.027, 8.851, 0.044, 0.029, 0.012, 29.191, 0.011
0.037, 0.016, 0.281, 0.038, 0.206, 1.115, 0.028, 9.096, 0.044, 0.030, 0.013, 29.749, 0.012
0.030, 0.012, 0.312, 0.037, 0.202, 1.079, 0.027, 9.036, 0.057, 0.030, 0.012, 29.609, 0.027
0.028, 0.011, 0.338, 0.039, 0.203, 1.078, 0.028, 10.106, 0.044, 0.029, 0.013, 29.126, 0.012
0.029, 0.012, 0.318, 0.039, 0.204, 1.085, 0.027, 10.661, 0.043, 0.029, 0.012, 29.509, 0.012
0.066, 0.012, 0.332, 0.038, 0.202, 1.023, 0.027, 9.056, 0.056, 0.029, 0.012, 29.505, 0.011
0.030, 0.012, 0.319, 0.038, 0.203, 1.027, 0.028, 9.473, 0.071, 0.030, 0.012, 29.745, 0.025
0.032, 0.012, 0.324, 0.039, 0.204, 1.042, 0.029, 9.319, 0.045, 0.061, 0.039, 29.917, 0.011
1.716, 0.011, 0.293, 0.039, 0.209, 1.056, 0.028, 8.921, 0.045, 0.031, 0.012, 29.839, 0.012
1.459, 0.011, 0.280, 0.040, 0.208, 1.096, 0.028, 9.340, 0.044, 0.030, 0.013, 29.534, 0.012
1.504, 0.011, 0.283, 0.038, 0.206, 1.088, 0.027, 9.381, 0.046, 0.030, 0.012, 29.445, 0.011
0.031, 0.012, 0.322, 0.039, 0.262, 1.029, 0.027, 8.990, 0.044, 0.029, 0.013, 29.723, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.045, 0.012, 0.257, 0.034, 0.204, 1.075, 0.027, 47.472, 0.044, 0.028, 0.011, 133.831, 0.012
0.033, 0.012, 0.322, 0.036, 0.200, 1.021, 0.027, 47.140, 0.043, 0.030, 0.011, 125.372, 0.012
0.025, 0.012, 0.266, 0.036, 0.205, 1.036, 0.027, 45.183, 0.043, 0.031, 0.011, 128.257, 0.012
0.027, 0.012, 0.265, 0.036, 0.207, 1.088, 0.028, 46.386, 0.044, 0.030, 0.011, 134.379, 0.012
0.035, 0.015, 0.270, 0.037, 0.208, 1.050, 0.028, 46.074, 0.044, 0.029, 0.011, 134.968, 0.039
0.028, 0.011, 0.294, 0.035, 0.203, 1.031, 0.027, 45.144, 0.045, 0.029, 0.011, 126.929, 0.012
0.062, 0.011, 0.265, 0.036, 0.205, 1.028, 0.027, 44.329, 0.044, 0.029, 0.011, 131.306, 0.012
0.027, 0.011, 0.269, 0.035, 0.206, 1.039, 0.028, 47.485, 0.045, 0.030, 0.011, 128.673, 0.016
0.026, 0.011, 0.331, 0.034, 0.201, 1.024, 0.027, 45.160, 0.045, 0.030, 0.011, 129.224, 0.012
0.027, 0.013, 0.308, 0.035, 0.202, 1.096, 0.028, 46.338, 0.044, 0.031, 0.011, 133.530, 0.013
0.027, 0.011, 0.312, 0.036, 0.203, 1.093, 0.027, 45.868, 0.045, 0.031, 0.012, 123.851, 0.012
0.026, 0.012, 0.271, 0.037, 0.207, 1.040, 0.028, 45.739, 0.044, 0.030, 0.012, 128.898, 0.012
0.026, 0.012, 0.272, 0.037, 0.209, 1.041, 0.028, 47.717, 0.045, 0.031, 0.011, 135.032, 0.012
0.026, 0.012, 0.270, 0.036, 0.208, 1.036, 0.027, 45.837, 0.045, 0.052, 0.012, 133.596, 0.012
0.029, 0.012, 0.274, 0.038, 0.207, 1.045, 0.029, 45.278, 0.045, 0.030, 0.011, 134.309, 0.012
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.048, 0.012, 0.334, 0.041, 0.203, 1.338, 0.026, 7.109, 0.065, 0.031, 0.778, 0.027, 5.645, 0.051, 0.024, 0.012, 7.519, 0.013
0.048, 0.012, 0.370, 0.040, 0.271, 1.280, 0.027, 7.091, 0.037, 0.029, 0.727, 0.027, 5.838, 0.023, 0.020, 0.009, 6.235, 0.012
0.049, 0.012, 0.327, 0.042, 0.209, 1.306, 0.027, 6.669, 0.037, 0.029, 0.735, 0.026, 4.851, 0.021, 0.019, 0.010, 6.647, 0.013
0.051, 0.012, 0.364, 0.041, 0.204, 1.326, 0.027, 7.052, 0.040, 0.030, 0.783, 0.026, 5.254, 0.034, 0.020, 0.009, 6.340, 0.012
0.056, 0.011, 0.379, 0.041, 0.275, 1.301, 0.027, 7.067, 0.035, 0.028, 0.724, 0.026, 5.717, 0.035, 0.021, 0.010, 6.406, 0.012
0.051, 0.011, 0.366, 0.040, 0.204, 1.341, 0.027, 6.718, 0.023, 0.028, 0.719, 0.026, 5.747, 0.023, 0.021, 0.010, 6.287, 0.011
0.050, 0.012, 0.327, 0.041, 0.206, 1.335, 0.027, 6.867, 0.035, 0.028, 0.790, 0.026, 5.035, 0.022, 0.020, 0.009, 6.176, 0.026
0.080, 0.011, 0.395, 0.041, 0.204, 1.280, 0.026, 6.980, 0.037, 0.028, 0.737, 0.026, 5.621, 0.036, 0.024, 0.028, 6.212, 0.028
0.049, 0.012, 0.365, 0.042, 0.204, 1.338, 0.029, 6.935, 0.038, 0.028, 0.722, 0.032, 5.660, 0.039, 0.020, 0.010, 6.271, 0.011
0.051, 0.011, 0.429, 0.040, 0.206, 1.288, 0.027, 6.786, 0.037, 0.029, 0.732, 0.026, 5.690, 0.023, 0.020, 0.010, 6.162, 0.012
0.050, 0.012, 0.364, 0.040, 0.204, 1.324, 0.027, 7.142, 0.039, 0.029, 0.750, 0.027, 5.716, 0.022, 0.021, 0.009, 6.347, 0.011
0.050, 0.011, 0.360, 0.040, 0.204, 1.374, 0.028, 7.133, 0.037, 0.028, 0.732, 0.026, 5.195, 0.036, 0.020, 0.010, 6.331, 0.012
0.051, 0.012, 0.370, 0.041, 0.206, 1.291, 0.028, 6.896, 0.036, 0.028, 0.736, 0.027, 5.648, 0.034, 0.020, 0.010, 6.347, 0.011
0.088, 0.011, 0.364, 0.040, 0.206, 1.353, 0.027, 6.705, 0.036, 0.029, 0.722, 0.026, 5.611, 0.035, 0.021, 0.010, 6.266, 0.025
0.056, 0.025, 0.372, 0.042, 0.204, 1.359, 0.027, 6.804, 0.036, 0.028, 0.796, 0.026, 5.601, 0.037, 0.020, 0.009, 6.440, 0.011
Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
0.049, 0.011, 0.345, 0.040, 0.201, 1.346, 0.027, 4.922, 0.051, 0.032, 0.798, 0.028, 2.797, 0.030, 0.017, 0.008, 6.021, 0.025
0.025, 0.011, 0.322, 0.039, 0.202, 1.289, 0.041, 4.845, 0.039, 0.035, 0.827, 0.028, 2.825, 0.018, 0.019, 0.009, 6.102, 0.011
0.037, 0.011, 0.294, 0.039, 0.206, 1.336, 0.026, 4.696, 0.040, 0.035, 0.832, 0.028, 2.749, 0.019, 0.019, 0.009, 6.062, 0.011
0.017, 0.011, 0.385, 0.039, 0.200, 1.249, 0.026, 4.904, 0.052, 0.033, 0.866, 0.026, 2.842, 0.018, 0.018, 0.009, 6.293, 0.011
0.016, 0.011, 0.353, 0.040, 0.202, 1.329, 0.026, 4.799, 0.051, 0.033, 0.815, 0.028, 2.990, 0.018, 0.018, 0.009, 6.198, 0.013
0.017, 0.011, 0.390, 0.038, 0.202, 1.250, 0.025, 4.764, 0.040, 0.034, 0.880, 0.027, 2.630, 0.018, 0.019, 0.008, 6.069, 0.011
